Customer,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
GK21260,22821,131,26,99,0,3
GS92994,84581,96,25,50,0,2
KI91500,22193,74,13,74,0,2
TL51969,30969,63,26,79,1,2
NR16284,70263,93,30,66,0,5
MA68039,35056,96,12,52,3,1
ZI51939,73435,69,9,25,0,4
NX93393,86096,108,30,1,0,1
SE30128,0,139,6,9,0,1
VT78222,55808,116,31,4,0,7
AH17051,29695,94,34,66,0,2
NC76877,88043,61,2,43,0,3
JD71348,60875,92,0,84,0,3
DR88293,0,77,25,48,0,2
ZB23962,0,118,0,67,0,8
JO90877,70974,71,15,0,0,1
IR45546,37518,131,35,91,0,6
LO99872,28128,70,6,52,0,4
CW16221,45254,93,4,25,3,4
UU92753,85537,108,4,91,0,2
WH63678,74608,68,11,4,1,1
TE31876,41004,102,15,26,3,2
MU59158,38884,102,4,87,0,1
LV57595,97131,64,5,80,0,6
GY99495,0,84,6,93,0,7
FN67085,22331,64,11,12,0,1
US82470,37541,109,10,31,0,2
UN53508,27357,61,19,48,0,5
FK37308,0,72,19,48,0,1
EW34780,11885,101,18,39,0,2
HG97353,52717,109,5,60,0,8
FM31768,57693,76,16,56,0,3
DO18118,0,104,29,73,0,2
BC31913,73903,73,30,39,0,2
HB29169,0,281,16,92,1,2
KO86181,0,111,3,73,3,6
NT38409,79452,65,33,75,0,1
IP77666,72540,88,7,3,0,2
KL80110,89513,116,5,12,0,6
KR35099,60920,64,10,61,0,2
YP41539,88669,66,9,18,1,4
MM10866,79090,107,2,74,0,3
WD88264,17101,113,1,88,0,2
XN18885,44788,61,6,48,0,2
VB94165,0,93,8,42,1,3
FG71665,26790,71,4,41,0,1
IV98398,81955,126,3,21,0,2
YN39714,80213,70,12,17,0,2
WL92199,0,66,3,21,0,1
KC36987,47950,170,23,86,1,8
JW24212,0,101,1,83,4,1
OG57342,0,65,8,50,0,1
SN49269,72353,66,27,15,0,2
RE52529,81872,115,10,55,0,2
EQ68292,74606,68,2,34,0,5
KF88603,0,138,23,54,0,3
JR62870,41438,72,8,39,0,9
NN40477,52679,110,25,21,2,1
JP40952,0,101,4,60,0,1
FG24548,44524,70,28,42,0,2
DZ89536,60244,83,3,72,3,1
GH64274,22711,82,8,74,0,2
NX62002,0,73,9,94,0,2
CV57391,50398,71,18,51,0,2
ZN36983,0,86,19,99,1,2
OT40088,0,66,1,73,0,2
CD56261,0,102,16,34,0,5
OG72448,0,114,11,20,0,3
IH64929,87197,63,35,45,0,3
FD20455,0,100,22,24,0,3
ET89070,85221,117,11,42,0,4
DY87071,96306,95,12,17,1,6
AX10148,0,66,3,97,0,1
DB28487,22249,64,4,88,0,2
KU92052,0,62,6,62,0,3
FB17016,54507,138,20,11,0,1
BM45823,0,101,34,52,4,1
NN53003,20754,184,19,15,0,7
LF94873,0,190,21,35,1,7
VB57504,30027,65,13,10,0,1
NT25078,23156,88,9,6,2,1
FH86704,0,93,7,85,0,4
KX32370,23222,90,10,66,0,4
NN76284,0,65,16,90,0,1
LJ43988,27317,102,30,12,0,2
MM44301,21073,106,25,54,1,3
ED63600,0,225,26,53,0,2
RT37588,69268,93,31,20,0,2
LF19061,74561,68,0,23,1,5
EW73451,72421,65,8,23,0,1
UC29668,0,71,4,18,0,1
ZC32761,57961,72,27,64,0,2
FQ22639,35205,76,7,11,0,1
YZ60434,0,74,19,41,0,8
MJ45965,72309,68,3,51,0,2
IS95398,76352,109,17,9,2,4
LZ81665,0,100,30,4,2,2
OP43389,29057,102,22,24,0,3
PI98333,0,66,11,73,0,1
YX67409,25595,101,5,86,0,9
XR85926,58058,67,28,49,0,2
MJ54807,22828,106,11,54,0,2
AX36597,0,81,8,47,0,8
IC94434,23815,73,4,47,0,2
ZX56541,45329,65,13,7,3,4
RI76571,59349,119,15,41,0,2
YL78930,19794,105,1,78,0,1
ZX17330,92401,64,30,37,0,1
MK92016,0,109,10,20,0,6
KH93541,83000,97,29,76,1,6
UG12132,77693,65,30,15,0,7
BV35683,62902,69,14,94,0,2
PN69476,0,70,5,70,2,1
HB70063,43386,111,17,35,0,1
CR59224,29120,72,31,77,0,3
RH97231,48893,110,9,26,0,3
FY67942,92931,146,6,38,0,7
HG68775,15462,115,34,18,0,1
ED28429,0,62,1,64,0,3
IH17933,70088,112,0,33,0,1
NE67816,25558,63,31,11,0,1
QJ65091,0,112,12,93,0,3
TR75465,0,134,24,51,0,3
LM12349,36328,155,6,21,0,4
XZ62712,32948,127,20,46,1,2
SL70555,69114,103,9,68,0,4
XI31845,45302,133,4,34,0,2
DQ34772,0,88,28,23,0,4
XU57332,53173,112,30,57,0,4
SJ87108,23904,123,1,67,3,1
PL33465,63774,111,18,63,0,1
XL80761,67544,116,2,15,0,3
SB41594,26691,65,7,51,0,1
UB51030,0,62,3,44,0,2
KT46283,58089,118,31,83,0,1
WZ65217,0,136,30,75,0,2
JB11283,99583,64,35,85,0,2
TM13014,0,68,28,65,0,1
QS81789,24410,73,5,51,0,2
FP78531,68956,118,12,8,2,2
RN41087,0,73,29,82,0,1
WJ88394,20588,113,6,86,0,7
LH94971,37840,90,31,9,0,4
VW34309,43440,74,13,52,0,7
XH47320,83195,73,18,36,1,1
GX13549,0,70,18,74,0,3
VY32314,43209,110,12,16,0,1
TF65501,37308,115,2,51,0,1
EO24423,22239,62,34,85,0,1
LA79102,66106,95,10,25,1,4
FT74388,97065,117,10,0,0,1
ZE59592,24910,69,12,79,0,3
JU64043,49414,68,8,82,5,6
TR96772,61148,132,28,25,0,2
DQ35195,52494,119,5,69,0,7
No74162,20538,104,25,64,0,7
XP52012,0,89,35,22,0,2
HQ16068,73716,103,2,91,0,2
QM78112,26790,71,4,41,0,1
GI30974,0,65,31,52,0,1
NM51858,53252,117,1,76,0,1
ZL37444,24164,137,2,40,0,5
CI60365,20090,109,10,59,0,2
IX45386,81721,63,11,5,0,1
ZO29478,18495,113,10,15,0,2
NG34818,42314,80,23,78,0,3
EE95568,89892,135,9,6,0,9
LM84166,0,92,33,41,1,1
RO32883,0,117,18,84,4,8
OI68331,21576,65,27,16,0,3
PW95813,10312,78,10,63,0,1
LM50087,50632,62,26,42,0,1
JD82896,0,139,5,29,0,1
KA62636,97917,67,14,32,5,3
VG85511,28280,116,7,55,0,9
GT18023,86195,139,12,10,0,3
VI35467,89797,106,19,8,0,1
LF75926,0,63,16,5,0,5
SS13550,0,192,1,27,0,1
AA34092,33635,240,1,23,0,2
GQ15708,29790,194,25,49,0,3
JR72064,44656,70,2,80,0,2
AN79079,40870,105,3,56,0,2
DS45844,0,117,8,64,0,1
QJ90136,28363,133,0,35,0,3
OS95734,94508,88,27,54,0,3
KT21352,0,64,24,73,0,2
CG33085,0,124,13,1,0,2
IU94124,0,77,10,36,1,2
HW93117,0,116,10,99,0,3
ON63161,18017,114,23,54,0,9
HT64629,0,117,15,68,0,2
XE59612,63741,91,25,15,0,6
VZ39362,57078,113,26,13,1,8
SL71970,0,67,21,28,0,1
YO29244,25239,100,30,59,0,7
TN85931,29227,74,0,83,0,7
PP92749,60021,99,12,28,0,1
MB54287,0,73,23,59,0,1
JQ93340,83208,68,10,93,0,4
LN20978,25983,90,32,43,0,2
ZD59913,25965,65,23,27,0,1
BG80246,22679,72,25,32,0,4
VP48253,41186,70,15,29,4,3
BR39076,0,67,7,4,0,2
ZD29731,29070,61,8,99,2,3
QR88427,0,63,13,49,0,7
WN69789,33485,63,6,41,0,1
LZ39487,58206,64,2,56,0,3
GO42840,87492,62,15,69,0,1
SR96970,0,98,29,37,0,1
ED90879,20757,102,6,74,3,9
SS69401,23449,61,33,2,0,8
VF32335,0,192,35,34,0,2
WX14028,60455,104,20,25,0,2
FP99321,0,89,12,73,4,1
QF21628,53588,77,10,71,0,1
OR40901,40870,105,3,56,0,2
NF82527,0,71,11,68,0,1
GD84658,0,129,2,69,0,2
PA14842,45128,72,13,34,0,1
SA45648,90874,137,18,28,4,3
IQ37561,52823,95,7,15,0,5
TP34946,26784,67,14,82,0,8
TL20040,22354,118,27,9,0,2
JM96431,54420,80,27,0,0,1
LN10007,50800,112,1,45,0,2
WY17451,0,87,12,12,1,2
XS30210,84583,65,6,50,0,2
UD27331,33701,88,14,22,3,1
HC52114,0,63,21,27,0,4
WG50184,68931,66,32,30,0,7
BQ99053,0,105,1,37,0,4
IY77611,0,115,22,15,1,2
ER24015,29318,198,29,96,5,1
SG71810,41503,73,28,69,0,2
OQ10108,0,126,16,69,0,8
ON45263,0,69,9,68,0,1
RD15786,25905,63,21,12,0,1
TU64352,0,116,18,86,0,1
CR12479,40046,73,10,51,0,1
AW36627,58577,110,6,62,0,1
UD31660,70129,103,24,57,1,1
QL18084,91268,229,32,62,0,5
DJ11965,12902,139,3,51,0,1
LT16517,62053,134,3,89,0,5
JG77605,30389,73,34,66,0,4
PD94851,15585,65,22,24,0,1
NK27819,23091,96,28,90,5,5
PL28709,22571,63,29,51,0,9
DY35560,0,61,0,62,0,1
LX23185,0,82,14,56,3,1
NA39347,73976,73,27,84,0,3
SI32097,30814,87,8,96,0,3
JD50909,80681,74,31,12,0,1
FB55024,60934,82,15,64,0,1
NQ51389,0,62,19,3,2,2
EA23961,80797,64,21,47,0,9
RQ78687,89410,74,11,50,0,1
ZE42703,52728,127,34,34,1,1
LZ34164,43199,61,23,31,0,3
CO44659,43510,83,8,75,0,1
YQ53901,28909,66,15,66,0,8
LX46285,0,122,15,47,0,9
GH90738,71176,91,3,62,2,1
FK10455,84429,123,11,2,0,6
GJ77362,61613,61,6,20,1,9
WJ26538,68370,80,0,45,0,1
IN67175,52389,72,29,8,1,9
LA52988,64478,103,30,92,0,1
ZH89968,59207,116,23,21,0,2
YA17061,17162,96,15,29,0,1
NT76210,0,101,1,83,4,1
XL58577,14973,115,2,75,0,2
WJ57919,56342,69,12,89,0,1
FG77231,73054,106,34,36,1,2
UH32376,21586,106,6,5,0,1
RA43827,0,117,11,63,0,5
WA67245,24193,185,26,79,0,2
GT65478,84815,68,9,37,0,2
SZ35936,18495,113,10,15,0,2
AT41276,36554,70,6,62,1,2
JD94356,0,68,3,36,0,9
PU88199,99845,110,23,25,1,8
OR33365,0,69,13,90,0,3
KQ36942,10853,104,11,18,0,1
LN62857,23749,77,20,6,0,4
GY99465,0,69,18,71,2,2
JV58396,0,88,29,19,0,1
WC83553,92783,61,1,47,0,6
CB95310,83502,68,25,36,0,1
YY71144,83846,74,22,94,3,2
TP96247,18606,110,12,45,1,1
HC16500,72191,68,19,48,0,2
AM29546,57733,66,24,66,0,5
ZM31116,63688,99,28,93,0,6
VG40704,55855,79,10,71,0,1
PJ73790,60021,99,12,28,0,1
KE36052,0,73,17,44,0,7
HW97280,74300,122,23,38,0,2
WX10701,0,96,6,8,0,1
CC16034,51747,71,8,71,0,2
YA83600,28887,73,16,15,2,1
UE10014,0,189,24,93,0,6
NV11692,0,68,0,93,3,5
XJ52902,43540,70,29,60,0,1
EI89831,96961,64,24,99,0,2
ZY57929,32799,104,7,27,0,3
KI70852,0,101,12,38,0,1
WD38067,72540,88,7,3,0,2
NQ45562,35173,180,24,9,2,1
RU75129,65431,69,7,90,0,1
KC16062,0,100,20,48,0,6
VK57280,0,72,23,7,0,3
AP90638,0,84,35,42,0,2
GF12712,40672,121,28,99,0,3
QQ26855,52583,113,12,59,0,7
ZJ90079,64816,69,30,33,0,7
CE75354,36685,74,15,25,0,5
CP38401,0,136,20,98,3,6
ZZ42291,77143,125,5,49,3,2
EI57866,60942,64,11,56,0,1
KL39986,0,61,12,77,0,2
PL18921,21514,62,0,59,0,2
SR71068,25927,103,6,20,0,1
JM47657,25965,65,23,27,0,1
JZ54775,27688,92,8,86,0,9
LO57469,75490,97,33,20,0,7
DA99797,33871,136,2,23,0,2
WA63124,0,65,27,37,2,1
YV97407,85470,109,23,31,0,6
UQ71296,97095,70,4,8,0,5
LY14687,73604,114,15,89,0,1
AM32820,0,112,13,33,0,1
ZP47993,40646,103,22,6,0,8
WN13366,74454,71,25,29,0,3
MK87221,18168,87,25,50,0,1
BC77846,0,89,4,86,0,7
YL27602,0,66,4,6,2,2
QS70017,43597,110,20,24,0,6
PZ80067,0,140,15,87,0,1
FV62588,66825,69,11,47,0,2
IN56924,0,62,1,9,5,2
IX67925,0,74,13,42,1,1
IS58553,22448,126,20,32,0,2
AB78984,42596,96,8,82,0,2
WN13947,0,70,3,35,0,5
VA91846,97868,70,5,22,1,3
KM58067,92921,112,35,49,0,1
EL42453,41372,64,21,32,0,1
TP10619,26660,63,23,40,0,8
AH41065,58851,79,11,33,1,2
SS63511,95697,107,29,29,0,9
NE21279,0,112,16,12,0,1
TN71995,0,84,4,52,1,4
OM13505,81741,64,10,94,0,8
KI83797,48295,63,25,96,0,8
SH60585,65538,72,24,86,0,3
GU33167,53997,69,26,3,0,3
BX20846,93272,95,3,54,0,1
VK69632,68899,74,6,60,0,1
RU72450,0,67,20,14,0,2
KN15789,0,97,31,43,0,7
GG29821,54950,103,25,75,0,7
RN98239,96306,95,12,17,1,6
NE83217,70342,96,3,99,1,1
YU72630,72421,65,8,23,0,1
EZ80325,0,132,5,88,3,1
CE41738,77748,72,1,51,0,1
HF15113,19096,64,17,5,0,3
WZ83320,73876,112,19,71,0,8
XX31571,0,237,1,29,0,5
US90854,20742,100,17,52,0,2
FX55357,44804,114,15,13,0,1
LR32149,52993,64,16,86,0,2
UK66803,49185,61,11,92,0,8
VO87159,69240,194,16,29,0,2
QK23524,26877,131,5,2,0,1
ZQ37164,82828,67,14,36,1,2
FG47217,99824,63,1,56,0,1
FQ46354,30352,89,21,13,0,2
AG56998,0,69,7,68,0,1
KG23128,27681,83,13,62,0,9
NX34811,85478,103,29,15,0,6
PY79729,94310,70,1,76,4,1
VJ64329,13663,97,1,66,0,2
CO71312,10384,151,5,72,0,5
VG83453,17272,93,30,58,0,1
JD78271,64367,104,2,14,0,9
XM69101,47519,96,21,2,0,4
HK30754,26263,85,11,31,0,2
WJ47053,0,63,30,34,0,2
HX36471,0,93,2,70,0,9
HS66275,77309,83,22,6,0,1
MB75636,50876,61,13,60,0,1
KB35786,20284,65,14,84,1,3
LX42787,22567,69,6,12,0,1
SS34897,63546,64,1,53,0,1
ZQ92997,0,89,0,12,0,5
OB66874,28137,65,23,2,0,1
LE74625,22608,77,5,10,0,1
QN60028,92296,69,4,65,0,1
GV19121,0,69,9,72,5,3
PS43764,12430,73,22,13,0,4
YW60802,0,116,19,99,0,1
UI80897,50470,71,1,87,0,8
VV35420,44788,61,6,48,0,2
RW61528,52423,119,2,80,1,2
LT60268,29696,139,17,41,0,3
VA77345,26884,89,11,84,0,1
WG15595,64388,69,12,51,0,1
FZ45665,0,61,13,37,0,2
MM90239,34498,83,30,72,0,7
UG18431,73060,108,9,78,0,2
BE78308,0,63,8,83,0,1
EM29019,61337,105,35,46,0,9
SK37917,0,73,28,8,0,3
DD68171,59496,88,22,64,0,1
NF20746,0,180,4,45,0,6
PY48656,37813,78,4,26,1,5
AO42003,55907,104,23,64,0,2
DK41858,80480,72,6,55,0,7
TY20016,72734,66,7,96,0,2
OH76118,0,72,27,60,0,1
IZ79227,36548,76,10,95,0,1
HN10814,62113,104,1,0,0,1
OD25312,0,67,7,75,0,5
ZR32858,41252,109,25,31,0,1
FC68244,61139,76,4,16,0,4
VS86041,26744,68,16,61,0,1
EQ82942,0,132,17,34,0,3
ZE82255,74640,66,0,44,0,2
DA79544,88126,64,27,71,1,1
WG33213,55005,70,31,39,1,1
DP97298,33190,123,1,95,0,4
JH73645,0,71,4,64,4,2
SK98708,0,117,0,42,0,1
ZZ62245,0,97,31,34,2,9
AU46604,0,64,0,8,1,1
HD44279,25226,71,13,97,1,4
LS99940,63398,83,29,46,0,1
EY27917,30092,108,33,90,0,9
ZJ22033,37876,69,13,15,0,1
TZ60132,12201,84,14,63,0,4
XG74199,37970,115,8,44,0,3
YM74115,28898,67,15,85,0,1
LO48126,23845,61,33,34,0,1
NM37561,62810,187,14,22,1,1
HW19141,65773,89,24,35,4,1
OD21455,0,69,1,25,0,4
WN14477,0,86,29,45,0,2
YK88644,0,95,14,15,1,1
YO41331,41479,94,14,38,1,1
PB39857,72433,126,34,48,0,1
NW67881,74586,103,14,19,0,2
BN13780,0,234,11,26,0,7
EZ70847,67326,69,17,32,0,2
YR75102,25285,114,12,84,0,2
RS30611,15871,89,20,19,0,4
QT61438,38795,82,30,41,1,3
MD44130,24882,72,13,20,0,8
MS78828,33169,128,33,14,0,1
DG31826,86305,62,1,99,0,5
WW67905,0,112,31,21,0,1
LS92540,32210,103,16,97,0,1
RP92511,69090,139,24,11,0,5
LK63879,0,63,23,88,0,3
BT20606,83308,73,3,81,1,7
WW31823,39034,68,10,55,0,2
MN79082,46750,82,20,74,1,3
ID89933,39786,91,2,91,1,9
NM77390,56788,108,22,34,5,7
NN79124,90156,114,16,6,0,1
DF97701,63867,89,21,4,1,3
EJ73184,83413,118,0,1,0,1
GE43335,0,118,2,48,0,1
HB68898,36116,171,27,33,2,2
UP80657,56342,69,12,89,0,1
PR13091,55542,117,1,76,0,5
YV73432,58466,66,7,79,1,2
CG90504,12964,65,2,37,0,4
SH12501,43412,94,33,38,0,1
ZR58728,82611,74,23,87,1,1
NS57426,28915,76,10,49,0,2
HU99414,0,207,13,68,0,6
LP86596,0,70,19,27,0,1
HR92775,91774,81,4,21,0,1
DQ69331,27972,61,7,38,0,1
SP41790,0,96,11,16,0,2
YA52900,0,122,22,14,2,9
RQ88363,77857,64,0,99,0,9
OZ37864,0,62,18,34,0,3
EH27304,56502,74,15,78,0,1
CR37971,95018,97,21,81,0,1
KL54950,23705,122,33,2,4,1
DS75515,72333,70,10,20,0,1
YW72997,0,107,22,96,0,4
MR13691,47622,80,15,13,0,7
PP20957,0,105,33,7,0,3
KJ41153,79632,106,7,72,1,3
WX49215,16154,62,31,45,1,2
CH78309,72211,73,12,1,0,1
UF54329,70892,76,21,32,0,5
CQ59706,49367,63,16,40,0,9
KP77095,68086,194,34,6,0,3
PP14656,90353,70,3,64,0,7
QM74025,49558,115,1,73,0,1
RW67951,93485,72,31,40,0,2
ED13353,10629,74,17,15,0,8
LG49010,10237,72,31,97,0,1
UA74474,87517,112,1,28,1,1
AC79024,23241,70,11,14,0,9
SD61306,60861,66,8,82,0,4
PF88939,21726,104,20,79,0,8
FG64765,36313,67,3,38,2,9
DC79319,29160,87,25,62,0,1
HS45195,0,99,15,79,0,5
VN73653,0,188,5,67,0,1
WL72919,48139,63,9,41,0,9
DO31181,0,76,28,55,5,3
WY23230,13688,84,25,2,0,8
SK89479,0,73,16,77,0,9
BM30720,27649,63,3,63,0,2
XG92008,24191,80,11,32,0,1
CJ46674,0,71,11,77,0,1
UJ31096,58493,67,13,53,0,4
GS44464,82477,90,1,69,0,1
XP35430,88663,79,20,86,0,7
QI51950,74057,109,27,24,0,1
PL88841,0,63,2,82,2,8
ZW51790,52342,66,28,28,3,2
MY80820,42012,63,13,84,0,1
NE13752,56021,69,20,38,0,2
VL51487,35124,137,18,46,0,2
DD97473,0,62,4,49,1,1
QJ89807,0,125,8,55,0,1
GK24074,37202,93,30,86,0,1
DL61016,65985,71,3,47,5,4
EV60177,87771,74,8,9,4,2
OS96036,63624,115,10,40,2,2
AF37776,80192,129,8,69,0,9
NC78961,35945,105,14,25,0,1
YA15471,93004,63,31,2,0,2
KX80728,0,89,4,24,0,4
VV47792,71210,214,8,89,1,2
GE80842,99159,190,7,14,0,5
QA93530,81491,72,21,24,0,3
GA27295,99875,108,12,37,0,2
EL55611,51705,139,26,79,0,1
TL39050,39837,201,11,63,0,2
ZQ96022,31421,81,5,95,0,2
OM69210,81531,135,23,50,0,1
VU72280,25134,67,3,0,0,6
WC21189,37386,97,1,4,0,3
JX50334,0,66,16,35,4,1
GB70736,99553,68,14,85,0,6
PU21485,0,161,19,71,0,9
MF49636,70705,69,31,61,2,6
TG29325,22724,69,21,39,0,1
MW83318,26320,111,3,92,0,9
LM54297,0,69,7,90,0,8
NI78185,0,70,24,10,0,1
HL14274,88218,99,9,25,0,2
SF86727,25180,70,21,44,0,9
EM89554,48091,108,30,66,0,9
XP50892,92539,100,1,55,0,1
VH77056,40658,61,24,79,1,1
JF19701,75453,112,6,90,0,1
JN49891,94003,64,14,39,0,1
CX65318,31737,218,17,2,0,3
HL35876,0,70,24,10,0,1
RD87161,0,71,2,94,1,1
CF50291,0,114,0,75,0,1
VF35858,48885,190,31,90,0,9
XG55762,0,79,14,22,0,2
EC28314,86305,62,1,99,0,5
GR53936,28909,66,15,66,0,8
DV51398,0,123,35,38,1,3
YF81002,26140,84,23,37,1,1
YM20358,35095,73,25,56,0,2
AZ75509,31678,63,7,3,0,1
No93155,28245,62,0,16,0,2
FG21322,0,72,0,97,0,2
GO44613,19168,106,12,54,1,2
ZW93288,22705,239,19,59,0,7
MS67230,86481,65,9,69,0,2
FQ32742,38008,68,12,40,4,2
YF30946,63032,61,5,79,0,1
TH69908,27228,129,19,61,4,1
QA78691,0,68,5,4,1,2
NL44360,13424,71,30,78,0,1
HO77809,59098,110,31,73,0,3
MC30750,16181,181,22,79,0,8
HU41273,95697,107,29,29,0,9
VS73599,26806,63,32,19,0,2
TO74000,30595,69,22,36,0,2
MS45259,88079,61,16,37,0,3
LI45265,99803,71,1,67,0,2
LK70293,0,118,26,43,0,2
FY24370,0,191,27,49,0,3
YE64125,36283,68,14,63,1,1
QT39025,66991,115,1,71,0,1
LO15516,34322,70,20,46,2,1
FM47139,44855,63,3,71,1,1
LW59140,97729,115,4,48,1,7
JA26024,48263,104,2,32,0,1
YF16441,68343,79,20,78,0,2
QT43282,76847,118,16,52,0,3
NL17964,35795,65,25,53,0,1
CD27895,0,71,1,29,0,2
CF62992,53074,61,5,86,0,1
QK23742,0,63,13,48,0,1
UV64489,28743,112,9,13,0,3
ED65109,81839,65,23,39,1,4
SC40169,14030,72,11,3,0,1
PW88443,32764,61,30,23,0,1
YZ38778,74775,95,18,35,0,1
EO77382,53503,114,3,43,0,7
SM42728,34455,135,8,69,0,2
PX31667,52198,74,2,62,0,1
NC35008,64429,133,1,58,2,2
XC77244,44788,61,6,48,0,2
UM52895,30130,110,22,12,0,2
WV39838,0,65,34,84,0,1
IT92328,0,275,3,64,1,1
QD86074,34337,113,20,44,0,9
WH80404,22276,111,19,73,1,2
XH20787,52980,64,33,93,0,1
ZU50513,97736,74,19,22,0,2
TW42649,0,67,0,14,0,1
QH46481,0,73,18,16,1,2
MQ73697,68727,94,19,76,0,1
UG48681,71391,67,29,39,0,2
ID58230,62271,63,30,52,0,3
DY35486,0,187,1,7,0,2
EP64833,0,86,12,96,0,8
MC69755,0,76,8,44,0,3
ZZ41158,28506,104,27,37,0,1
QM59790,0,86,17,35,0,1
LL67008,0,94,14,17,0,2
ZU69163,94161,69,0,65,0,4
EB72052,33345,102,34,37,0,2
WA60547,64195,158,0,27,4,6
RV97631,0,138,1,34,0,2
SS20130,67414,68,7,37,0,8
ZI72165,33176,63,22,75,0,3
HD29166,0,139,5,56,0,2
NP30139,56779,86,21,16,0,3
FV54537,40810,114,8,14,0,2
SG62327,30622,68,22,86,0,2
FX26050,14119,67,4,53,0,2
DU50092,77237,283,33,93,0,2
EU48798,24980,71,34,14,0,2
WE93328,66676,97,0,40,0,1
KP83069,0,69,4,83,1,2
GO56075,0,69,30,97,0,2
DI19952,0,82,24,21,0,2
SV58690,41853,71,17,51,0,3
RF35142,23815,73,4,47,0,2
CU69816,22885,73,20,46,0,1
JM67025,32630,66,26,40,0,3
OB69329,18577,86,21,76,0,6
GF19726,75952,73,5,17,0,3
FH39427,96390,73,17,47,0,2
VM69145,25680,73,10,93,0,2
GN76399,0,112,17,29,0,7
IV94496,51504,220,30,99,0,2
NM91640,0,74,15,9,3,1
DS46955,41456,73,11,19,0,1
LU82585,44368,80,5,72,0,3
QX31376,70961,85,19,8,0,2
SQ36805,21986,63,1,9,0,1
UY57856,0,83,14,22,0,1
OG84541,33514,105,33,2,0,2
NT66759,60230,98,13,91,0,1
PR74307,0,70,17,47,1,1
PW15144,40818,66,6,3,0,6
KS89479,37937,116,11,42,0,5
QA22158,64571,89,34,91,0,6
MK32733,0,126,29,61,0,3
WL85494,21988,209,12,62,0,2
RZ79717,0,95,12,5,0,1
NS12730,24672,93,9,44,0,9
YK32760,0,74,26,95,1,1
SS77718,0,96,1,79,0,2
QP62600,72878,61,0,58,2,2
ET47892,88340,102,16,1,0,2
PS78418,52278,73,31,91,0,3
SK32629,12902,139,3,51,0,1
LQ79472,99816,86,0,0,0,1
AI58500,26554,68,18,86,1,1
ME47990,77485,77,0,87,0,1
KU25309,22537,64,24,87,1,2
RW66792,76522,71,31,71,0,6
MN32305,0,64,22,34,3,1
XS98744,22886,65,9,81,0,3
SL19130,0,115,1,34,0,1
JG66653,25506,65,10,16,0,1
GQ17441,0,110,7,70,0,1
WL67313,0,98,19,17,1,2
LX33054,0,191,22,38,0,1
HN97052,0,72,18,91,0,9
EB12732,96357,71,4,69,1,1
KA29693,16266,100,11,23,0,2
KE41602,76516,95,13,15,0,9
QF17193,20484,61,3,89,0,1
IQ63581,40215,64,11,22,0,3
MR39613,22854,122,28,53,0,2
RQ22171,0,118,6,34,1,1
QV89791,55217,107,9,9,2,9
MD15300,76276,86,24,19,0,2
OW33876,47918,62,2,51,0,1
SK12752,0,73,35,52,3,5
BW65176,43499,80,8,44,0,1
XV31269,0,72,14,58,0,1
NV94455,0,71,11,21,3,2
QA32784,21497,128,31,58,0,1
UH41125,27972,61,7,38,0,1
VS28690,20942,84,12,59,0,2
SD63822,0,71,31,52,0,4
QE50648,74298,177,9,81,0,1
EL77795,23339,138,8,31,0,1
VK98184,77031,125,17,17,0,1
BR69566,31739,71,10,29,0,2
AI16519,0,66,4,30,0,5
SN67992,25236,89,2,26,0,1
BE31382,0,103,25,16,1,1
ZP49970,40964,74,7,57,0,8
OA23108,40896,109,3,61,0,1
LY90785,95733,72,19,82,0,3
ZR66788,39161,71,8,84,3,1
BL12371,84551,72,10,82,0,5
GB68813,12843,111,6,47,0,3
IG90926,71551,62,10,19,0,1
CT86614,0,71,2,5,0,1
BL13393,77835,74,2,30,1,4
TU33850,16764,61,13,79,0,7
IL25109,39007,105,29,16,0,2
OP67672,20290,113,6,75,0,3
NW73460,46182,65,23,27,0,2
LW57693,11920,74,20,27,0,7
JD81426,97162,86,0,63,0,1
AM99192,42743,117,5,86,1,6
LQ31287,0,64,18,59,0,2
ZU25563,0,87,4,4,3,1
RU75949,85789,105,18,54,2,2
DV85764,0,82,24,86,0,2
VU33725,31349,93,10,32,0,1
SV43220,37256,62,15,7,0,2
WL61717,0,69,2,76,0,3
IW17510,0,102,27,29,0,5
ZS35830,58166,67,3,19,0,1
TY95197,0,63,4,55,1,3
PU73501,97361,73,6,85,0,2
FP65563,51937,193,5,40,0,9
IC44995,75921,106,32,4,0,1
AY55759,92766,71,17,15,0,2
GO94903,12964,65,2,37,0,4
TF35512,48117,88,4,51,0,3
HY43263,0,77,17,41,0,2
WP34496,0,118,18,66,1,2
QE73187,66152,111,14,18,0,1
WL13766,31093,64,1,22,0,1
VT44999,0,107,15,58,1,1
RZ14993,0,166,4,49,0,4
XI14610,19121,95,1,18,0,1
VE31268,0,65,11,46,0,3
ZD13262,68563,131,6,44,1,3
OJ58066,24726,92,18,75,1,5
RK81706,0,97,31,24,0,3
NI18835,51991,73,4,95,0,1
RA87395,0,118,25,29,0,7
QN13323,89096,111,1,50,0,3
BC53363,23031,148,26,76,0,2
VB26229,29540,73,3,23,0,2
AD28535,58557,88,4,83,0,1
SE50560,88816,70,33,9,0,1
YL65673,0,61,2,61,0,2
WK65741,61809,72,9,21,0,1
GZ77449,58452,186,7,13,0,5
