Customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,sales_channel,vehicle_class
WJ88394,Nevada,No,Basic,College,1/29/11,Medical Leave,F,Suburban,Married,Personal Auto,Branch,SUV
LH94971,Oregon,No,Extended,Bachelor,1/17/11,Employed,M,Suburban,Married,Corporate Auto,Agent,Four-Door Car
VW34309,Oregon,No,Basic,Bachelor,2/15/11,Employed,F,Rural,Married,Personal Auto,Branch,Four-Door Car
XH47320,Nevada,No,Basic,Master,1/10/11,Employed,F,Urban,Single,Personal Auto,Call Center,Two-Door Car
GX13549,California,No,Basic,High School or Below,2/3/11,Unemployed,F,Suburban,Single,Personal Auto,Call Center,Four-Door Car
VY32314,Oregon,No,Basic,High School or Below,2/25/11,Employed,M,Suburban,Single,Personal Auto,Web,Sports Car
TF65501,California,No,Basic,High School or Below,1/7/11,Employed,F,Suburban,Married,Personal Auto,Web,SUV
EO24423,Arizona,No,Basic,Master,2/26/11,Disabled,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
LA79102,California,No,Extended,Doctor,1/18/11,Employed,F,Urban,Married,Personal Auto,Agent,Two-Door Car
FT74388,Nevada,No,Basic,High School or Below,1/19/11,Employed,M,Suburban,Single,Personal Auto,Branch,SUV
ZE59592,Oregon,No,Basic,College,1/6/11,Employed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
JU64043,Oregon,No,Basic,Master,1/7/11,Employed,M,Rural,Single,Personal Auto,Agent,Four-Door Car
TR96772,Arizona,No,Extended,High School or Below,2/8/11,Employed,F,Rural,Married,Personal Auto,Branch,Sports Car
DQ35195,Arizona,No,Premium,Bachelor,2/5/11,Employed,F,Suburban,Single,Corporate Auto,Agent,Two-Door Car
No74162,Arizona,No,Basic,High School or Below,1/8/11,Retired,M,Suburban,Divorced,Personal Auto,Agent,SUV
XP52012,Arizona,No,Extended,High School or Below,1/25/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
HQ16068,Washington,No,Basic,High School or Below,1/31/11,Employed,M,Rural,Married,Special Auto,Call Center,Sports Car
QM78112,Washington,Yes,Basic,Bachelor,2/27/11,Employed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
GI30974,Oregon,No,Basic,Bachelor,2/13/11,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Four-Door Car
NM51858,Oregon,No,Basic,High School or Below,1/16/11,Employed,M,Suburban,Married,Personal Auto,Web,SUV
ZL37444,California,Yes,Extended,Doctor,1/18/11,Employed,M,Suburban,Divorced,Personal Auto,Agent,Sports Car
CI60365,California,Yes,Basic,High School or Below,1/14/11,Employed,F,Suburban,Married,Special Auto,Agent,Sports Car
IX45386,Arizona,No,Basic,College,1/30/11,Employed,M,Rural,Single,Personal Auto,Web,Four-Door Car
ZO29478,Washington,Yes,Basic,High School or Below,1/15/11,Disabled,F,Suburban,Married,Personal Auto,Branch,SUV
NG34818,California,No,Extended,Bachelor,1/11/11,Employed,M,Rural,Married,Personal Auto,Web,Four-Door Car
EE95568,California,No,Extended,Bachelor,2/9/11,Employed,F,Urban,Single,Personal Auto,Call Center,SUV
LM84166,California,No,Extended,Bachelor,1/29/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
RO32883,Oregon,No,Premium,Bachelor,1/20/11,Unemployed,F,Rural,Married,Personal Auto,Branch,Four-Door Car
OI68331,California,No,Basic,Doctor,1/6/11,Employed,F,Suburban,Married,Personal Auto,Web,Four-Door Car
PW95813,Oregon,Yes,Extended,High School or Below,1/20/11,Retired,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
LM50087,Arizona,No,Basic,College,2/28/11,Employed,F,Rural,Married,Corporate Auto,Agent,Two-Door Car
JD82896,California,No,Extended,High School or Below,2/4/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,SUV
KA62636,Oregon,No,Basic,High School or Below,1/26/11,Employed,M,Urban,Single,Personal Auto,Agent,Two-Door Car
VG85511,Arizona,No,Basic,College,1/5/11,Medical Leave,M,Suburban,Married,Personal Auto,Web,Sports Car
GT18023,California,No,Extended,High School or Below,2/15/11,Employed,F,Urban,Married,Special Auto,Agent,SUV
VI35467,Nevada,No,Basic,Master,1/25/11,Employed,F,Rural,Married,Personal Auto,Web,SUV
LF75926,Arizona,No,Basic,College,1/23/11,Unemployed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
SS13550,Nevada,No,Basic,High School or Below,2/4/11,Unemployed,M,Suburban,Single,Personal Auto,Call Center,Luxury SUV
AA34092,California,No,Extended,College,2/11/11,Employed,M,Suburban,Married,Personal Auto,Web,Luxury SUV
GQ15708,Oregon,No,Basic,Bachelor,1/31/11,Medical Leave,M,Suburban,Married,Personal Auto,Agent,Luxury SUV
JR72064,Arizona,No,Basic,High School or Below,1/9/11,Employed,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
AN79079,Arizona,Yes,Basic,Doctor,1/14/11,Employed,M,Suburban,Married,Personal Auto,Agent,SUV
DS45844,California,No,Basic,College,2/13/11,Unemployed,M,Rural,Married,Corporate Auto,Agent,Sports Car
QJ90136,California,No,Extended,High School or Below,2/3/11,Employed,F,Suburban,Divorced,Personal Auto,Agent,Sports Car
OS95734,California,No,Extended,Bachelor,2/28/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
KT21352,Oregon,No,Basic,High School or Below,1/3/11,Unemployed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
CG33085,Oregon,No,Extended,Doctor,2/2/11,Unemployed,M,Suburban,Divorced,Personal Auto,Agent,SUV
IU94124,Arizona,No,Extended,College,2/4/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
HW93117,California,No,Basic,Bachelor,1/22/11,Unemployed,F,Suburban,Single,Corporate Auto,Branch,Sports Car
ON63161,Oregon,No,Premium,High School or Below,1/21/11,Disabled,F,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
HT64629,Washington,No,Basic,High School or Below,2/28/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,SUV
XE59612,Nevada,No,Extended,High School or Below,1/17/11,Employed,M,Rural,Single,Corporate Auto,Call Center,Four-Door Car
VZ39362,Oregon,No,Basic,High School or Below,1/18/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Sports Car
SL71970,Oregon,No,Basic,High School or Below,2/28/11,Unemployed,F,Suburban,Single,Special Auto,Agent,Four-Door Car
YO29244,Oregon,No,Basic,Bachelor,1/31/11,Employed,F,Rural,Divorced,Personal Auto,Branch,SUV
TN85931,Oregon,No,Basic,High School or Below,1/17/11,Employed,F,Suburban,Married,Special Auto,Branch,Two-Door Car
PP92749,California,Yes,Extended,Bachelor,1/28/11,Employed,F,Suburban,Married,Special Auto,Agent,Four-Door Car
MB54287,Oregon,No,Basic,Bachelor,2/25/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Four-Door Car
JQ93340,Nevada,No,Basic,High School or Below,2/22/11,Employed,M,Urban,Married,Special Auto,Call Center,Four-Door Car
LN20978,Oregon,No,Extended,Bachelor,2/10/11,Employed,F,Suburban,Married,Corporate Auto,Web,Four-Door Car
ZD59913,Oregon,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,Suburban,Divorced,Corporate Auto,Agent,Four-Door Car
BG80246,Arizona,No,Basic,College,1/11/11,Disabled,F,Suburban,Married,Personal Auto,Branch,Two-Door Car
VP48253,Arizona,No,Basic,High School or Below,2/12/11,Employed,M,Urban,Single,Personal Auto,Agent,Four-Door Car
BR39076,California,No,Basic,High School or Below,1/22/11,Unemployed,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
ZD29731,California,No,Basic,College,1/31/11,Employed,M,Suburban,Married,Personal Auto,Call Center,Two-Door Car
QR88427,Nevada,No,Basic,Bachelor,1/31/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
WN69789,California,No,Basic,College,2/4/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
LZ39487,Washington,No,Basic,High School or Below,1/17/11,Employed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
GO42840,Oregon,No,Basic,High School or Below,2/26/11,Employed,M,Urban,Married,Personal Auto,Agent,Two-Door Car
SR96970,Oregon,No,Extended,Bachelor,2/20/11,Unemployed,M,Suburban,Married,Personal Auto,Call Center,Four-Door Car
ED90879,Nevada,No,Premium,Bachelor,1/18/11,Employed,M,Rural,Single,Corporate Auto,Agent,Four-Door Car
SS69401,Oregon,No,Basic,College,2/5/11,Employed,F,Suburban,Married,Corporate Auto,Web,Four-Door Car
VF32335,Arizona,No,Basic,College,2/5/11,Unemployed,M,Suburban,Single,Personal Auto,Web,Luxury SUV
WX14028,Nevada,No,Basic,College,2/10/11,Employed,F,Suburban,Single,Personal Auto,Agent,SUV
FP99321,Washington,No,Extended,High School or Below,2/9/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
QF21628,California,No,Extended,High School or Below,1/15/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
OR40901,California,Yes,Basic,Doctor,1/14/11,Employed,M,Suburban,Married,Corporate Auto,Agent,SUV
NF82527,Arizona,No,Basic,Bachelor,1/8/11,Unemployed,M,Suburban,Married,Personal Auto,Call Center,Two-Door Car
GD84658,Nevada,No,Extended,High School or Below,2/1/11,Unemployed,F,Suburban,Single,Corporate Auto,Agent,Sports Car
PA14842,Washington,No,Basic,High School or Below,1/17/11,Employed,F,Rural,Married,Special Auto,Branch,Four-Door Car
SA45648,California,No,Extended,Bachelor,2/18/11,Employed,M,Urban,Married,Personal Auto,Call Center,SUV
IQ37561,Arizona,No,Extended,High School or Below,1/9/11,Employed,F,Rural,Married,Personal Auto,Branch,Two-Door Car
TP34946,California,No,Basic,College,1/9/11,Disabled,M,Suburban,Married,Corporate Auto,Branch,Four-Door Car
TL20040,Oregon,No,Basic,College,2/13/11,Employed,M,Suburban,Married,Personal Auto,Call Center,SUV
JM96431,Oregon,No,Extended,College,1/5/11,Employed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
LN10007,Oregon,No,Basic,College,2/9/11,Employed,F,Suburban,Married,Corporate Auto,Call Center,Sports Car
WY17451,Oregon,No,Extended,College,2/24/11,Unemployed,F,Suburban,Single,Personal Auto,Call Center,Four-Door Car
XS30210,Arizona,No,Basic,College,2/12/11,Employed,M,Urban,Married,Corporate Auto,Branch,Four-Door Car
UD27331,Nevada,No,Extended,Bachelor,1/1/11,Employed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
HC52114,California,No,Basic,Bachelor,1/22/11,Unemployed,F,Suburban,Single,Corporate Auto,Branch,Four-Door Car
WG50184,Arizona,Yes,Basic,Doctor,2/22/11,Employed,F,Urban,Married,Corporate Auto,Branch,Four-Door Car
BQ99053,Oregon,No,Premium,College,2/19/11,Unemployed,M,Suburban,Married,Personal Auto,Web,Four-Door Car
IY77611,Arizona,No,Basic,High School or Below,1/7/11,Unemployed,M,Suburban,Single,Corporate Auto,Call Center,SUV
ER24015,Arizona,No,Premium,College,2/11/11,Employed,M,Suburban,Single,Personal Auto,Agent,SUV
SG71810,Oregon,No,Basic,College,1/1/11,Employed,F,Rural,Married,Personal Auto,Agent,Two-Door Car
OQ10108,Oregon,No,Extended,High School or Below,1/4/11,Unemployed,M,Suburban,Married,Personal Auto,Branch,SUV
ON45263,California,No,Basic,Bachelor,2/25/11,Unemployed,F,Suburban,Divorced,Personal Auto,Call Center,Two-Door Car
RD15786,Oregon,Yes,Basic,Bachelor,1/15/11,Retired,M,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
TU64352,Oregon,No,Basic,College,1/7/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Sports Car
CR12479,Nevada,No,Basic,College,1/30/11,Employed,F,Rural,Divorced,Personal Auto,Agent,Four-Door Car
AW36627,California,Yes,Basic,High School or Below,1/29/11,Employed,F,Urban,Married,Personal Auto,Agent,SUV
UD31660,California,No,Premium,Bachelor,1/13/11,Employed,M,Rural,Married,Personal Auto,Branch,Four-Door Car
QL18084,Nevada,No,Extended,Master,2/2/11,Employed,M,Urban,Married,Corporate Auto,Agent,Luxury Car
DJ11965,California,Yes,Extended,College,2/14/11,Retired,F,Suburban,Divorced,Personal Auto,Agent,Sports Car
LT16517,Oregon,No,Extended,High School or Below,2/28/11,Employed,F,Urban,Married,Personal Auto,Web,SUV
JG77605,Nevada,No,Basic,Bachelor,2/1/11,Employed,F,Urban,Married,Personal Auto,Web,Four-Door Car
PD94851,Nevada,No,Basic,Bachelor,1/29/11,Medical Leave,M,Rural,Married,Personal Auto,Agent,Two-Door Car
NK27819,Arizona,Yes,Extended,College,1/25/11,Retired,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
PL28709,California,Yes,Basic,College,1/28/11,Medical Leave,F,Suburban,Single,Personal Auto,Web,Four-Door Car
DY35560,Oregon,No,Basic,High School or Below,1/17/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
LX23185,Oregon,No,Extended,College,2/4/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Two-Door Car
NA39347,California,No,Basic,College,2/20/11,Employed,M,Urban,Divorced,Personal Auto,Web,Four-Door Car
SI32097,Oregon,No,Extended,Bachelor,2/17/11,Employed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
JD50909,Arizona,No,Basic,Bachelor,1/17/11,Employed,F,Suburban,Married,Corporate Auto,Agent,Four-Door Car
FB55024,Oregon,No,Extended,High School or Below,2/7/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Two-Door Car
NQ51389,Oregon,No,Basic,High School or Below,2/5/11,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Two-Door Car
EA23961,California,No,Basic,College,2/1/11,Employed,F,Urban,Married,Personal Auto,Web,Four-Door Car
RQ78687,Oregon,No,Basic,College,2/28/11,Employed,M,Rural,Divorced,Personal Auto,Agent,Four-Door Car
ZE42703,Nevada,No,Extended,Bachelor,2/4/11,Employed,M,Suburban,Divorced,Corporate Auto,Branch,SUV
LZ34164,Nevada,No,Basic,Bachelor,1/15/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
CO44659,Arizona,No,Extended,Bachelor,1/13/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
YQ53901,Washington,Yes,Basic,Bachelor,1/21/11,Employed,F,Suburban,Married,Personal Auto,Agent,Two-Door Car
LX46285,Oregon,Yes,Extended,Master,2/23/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Sports Car
GH90738,Oregon,No,Extended,Bachelor,1/29/11,Employed,F,Urban,Married,Personal Auto,Web,Two-Door Car
FK10455,California,No,Extended,Bachelor,1/7/11,Employed,M,Rural,Married,Personal Auto,Call Center,SUV
GJ77362,California,No,Basic,Bachelor,2/23/11,Employed,M,Rural,Married,Special Auto,Call Center,Four-Door Car
WJ26538,California,No,Extended,Master,2/23/11,Employed,M,Urban,Married,Personal Auto,Agent,Four-Door Car
IN67175,California,No,Basic,College,2/9/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
LA52988,Oregon,No,Basic,High School or Below,1/18/11,Employed,F,Rural,Married,Personal Auto,Branch,SUV
ZH89968,Washington,Yes,Premium,High School or Below,2/1/11,Employed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
YA17061,Nevada,No,Extended,High School or Below,2/8/11,Medical Leave,F,Suburban,Married,Corporate Auto,Web,Four-Door Car
NT76210,Nevada,Yes,Basic,Bachelor,2/19/11,Unemployed,M,Suburban,Married,Personal Auto,Agent,SUV
XL58577,California,Yes,Basic,Bachelor,2/5/11,Retired,M,Suburban,Divorced,Personal Auto,Branch,SUV
WJ57919,California,Yes,Basic,College,2/15/11,Employed,M,Suburban,Single,Special Auto,Call Center,Four-Door Car
FG77231,Oregon,Yes,Basic,Bachelor,1/7/11,Employed,F,Urban,Married,Personal Auto,Branch,SUV
UH32376,Nevada,No,Premium,Bachelor,1/2/11,Medical Leave,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
RA43827,Oregon,No,Basic,High School or Below,1/13/11,Unemployed,F,Suburban,Single,Special Auto,Branch,SUV
WA67245,Oregon,No,Premium,High School or Below,1/12/11,Employed,F,Urban,Married,Personal Auto,Branch,Sports Car
GT65478,Oregon,No,Basic,College,1/19/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
SZ35936,Oregon,Yes,Basic,High School or Below,1/15/11,Disabled,F,Suburban,Married,Corporate Auto,Branch,SUV
AT41276,California,No,Basic,Bachelor,2/11/11,Employed,M,Suburban,Married,Personal Auto,Call Center,Two-Door Car
JD94356,Oregon,No,Basic,Bachelor,2/21/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
PU88199,Oregon,Yes,Basic,High School or Below,1/10/11,Employed,M,Suburban,Married,Corporate Auto,Branch,SUV
OR33365,California,No,Basic,College,1/16/11,Unemployed,F,Suburban,Married,Corporate Auto,Agent,Two-Door Car
KQ36942,California,No,Basic,Bachelor,1/21/11,Medical Leave,M,Urban,Married,Corporate Auto,Web,SUV
LN62857,California,No,Extended,Master,2/8/11,Medical Leave,F,Rural,Married,Personal Auto,Agent,Four-Door Car
GY99465,Oregon,No,Basic,College,2/19/11,Unemployed,F,Suburban,Single,Corporate Auto,Branch,Four-Door Car
JV58396,California,No,Extended,Bachelor,2/25/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
WC83553,Oregon,No,Basic,College,2/9/11,Employed,M,Rural,Married,Personal Auto,Agent,Two-Door Car
CB95310,Arizona,No,Basic,Doctor,1/12/11,Employed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
YY71144,Oregon,Yes,Basic,College,2/14/11,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
TP96247,Oregon,No,Basic,High School or Below,2/9/11,Medical Leave,F,Suburban,Married,Personal Auto,Agent,SUV
HC16500,Arizona,No,Basic,Doctor,2/25/11,Employed,M,Urban,Married,Personal Auto,Call Center,Four-Door Car
AM29546,Oregon,No,Basic,College,2/9/11,Employed,M,Suburban,Married,Personal Auto,Call Center,Two-Door Car
ZM31116,Arizona,No,Extended,Doctor,1/6/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
VG40704,California,No,Extended,College,1/3/11,Employed,F,Urban,Married,Personal Auto,Branch,Four-Door Car
PJ73790,Oregon,Yes,Extended,Bachelor,1/28/11,Employed,F,Suburban,Married,Special Auto,Agent,Four-Door Car
KE36052,Arizona,Yes,Basic,High School or Below,2/21/11,Unemployed,M,Suburban,Married,Corporate Auto,Call Center,Two-Door Car
HW97280,California,No,Extended,High School or Below,2/2/11,Employed,M,Urban,Married,Personal Auto,Web,SUV
WX10701,Washington,No,Extended,Bachelor,1/7/11,Unemployed,M,Suburban,Married,Corporate Auto,Web,Four-Door Car
CC16034,Oregon,No,Basic,High School or Below,1/28/11,Employed,F,Suburban,Married,Personal Auto,Web,Four-Door Car
YA83600,Arizona,No,Basic,High School or Below,1/7/11,Employed,F,Suburban,Single,Personal Auto,Branch,Four-Door Car
UE10014,Arizona,No,Basic,High School or Below,2/8/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Luxury Car
NV11692,Nevada,No,Basic,Bachelor,1/28/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
XJ52902,Nevada,No,Basic,High School or Below,1/27/11,Employed,M,Rural,Married,Corporate Auto,Call Center,Two-Door Car
EI89831,Nevada,No,Basic,Bachelor,1/25/11,Employed,F,Rural,Married,Corporate Auto,Call Center,Two-Door Car
ZY57929,Arizona,No,Basic,College,1/26/11,Employed,F,Suburban,Divorced,Personal Auto,Agent,SUV
KI70852,Nevada,No,Basic,Bachelor,2/27/11,Unemployed,F,Suburban,Single,Personal Auto,Call Center,SUV
WD38067,California,Yes,Extended,Bachelor,2/27/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Two-Door Car
NQ45562,California,No,Premium,Master,1/14/11,Employed,M,Rural,Married,Personal Auto,Agent,Sports Car
RU75129,Washington,No,Basic,High School or Below,2/1/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
KC16062,Arizona,No,Basic,High School or Below,1/15/11,Unemployed,F,Suburban,Married,Corporate Auto,Agent,SUV
VK57280,Washington,No,Basic,Bachelor,1/3/11,Unemployed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
AP90638,Arizona,No,Extended,High School or Below,2/2/11,Unemployed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
GF12712,California,No,Extended,High School or Below,1/24/11,Employed,F,Suburban,Divorced,Corporate Auto,Call Center,SUV
QQ26855,California,Yes,Basic,High School or Below,2/3/11,Employed,F,Urban,Single,Personal Auto,Agent,SUV
ZJ90079,Arizona,No,Basic,College,2/1/11,Employed,F,Suburban,Married,Corporate Auto,Agent,Four-Door Car
CE75354,California,No,Basic,Bachelor,2/20/11,Employed,F,Suburban,Married,Corporate Auto,Branch,Four-Door Car
CP38401,Oregon,No,Extended,High School or Below,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Web,Sports Car
ZZ42291,California,No,Extended,Master,1/13/11,Employed,F,Rural,Married,Personal Auto,Agent,SUV
EI57866,Arizona,No,Basic,Master,2/23/11,Employed,M,Urban,Married,Special Auto,Call Center,Two-Door Car
KL39986,Arizona,No,Basic,High School or Below,1/5/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Two-Door Car
PL18921,Oregon,Yes,Basic,Master,1/20/11,Retired,F,Urban,Married,Personal Auto,Agent,Two-Door Car
SR71068,Washington,Yes,Basic,High School or Below,1/23/11,Employed,M,Suburban,Single,Personal Auto,Web,SUV
JM47657,Oregon,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
JZ54775,Arizona,No,Extended,Bachelor,1/15/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
LO57469,Oregon,No,Extended,High School or Below,1/23/11,Employed,F,Rural,Married,Corporate Auto,Agent,Four-Door Car
DA99797,Oregon,No,Extended,Bachelor,1/15/11,Employed,F,Suburban,Single,Personal Auto,Call Center,SUV
WA63124,Nevada,No,Basic,College,2/25/11,Unemployed,F,Suburban,Single,Personal Auto,Call Center,Four-Door Car
YV97407,California,No,Basic,College,1/19/11,Employed,M,Suburban,Single,Personal Auto,Agent,SUV
UQ71296,Washington,No,Basic,College,2/28/11,Employed,M,Urban,Married,Personal Auto,Branch,Four-Door Car
LY14687,Washington,No,Basic,College,2/13/11,Employed,F,Rural,Married,Personal Auto,Agent,SUV
AM32820,California,No,Basic,Bachelor,1/29/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,SUV
ZP47993,California,No,Premium,Bachelor,1/11/11,Employed,F,Suburban,Married,Personal Auto,Web,Four-Door Car
WN13366,Arizona,Yes,Basic,High School or Below,2/5/11,Employed,F,Suburban,Single,Personal Auto,Call Center,Four-Door Car
MK87221,Arizona,No,Extended,High School or Below,2/12/11,Medical Leave,F,Suburban,Married,Personal Auto,Agent,Two-Door Car
BC77846,Nevada,No,Extended,High School or Below,2/28/11,Unemployed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
YL27602,Oregon,No,Basic,Master,1/27/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
QS70017,Arizona,No,Premium,Bachelor,1/26/11,Employed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
PZ80067,Oregon,No,Premium,High School or Below,2/25/11,Unemployed,M,Suburban,Divorced,Personal Auto,Branch,SUV
FV62588,Oregon,No,Basic,High School or Below,2/15/11,Employed,M,Rural,Married,Personal Auto,Agent,Four-Door Car
IN56924,California,No,Basic,High School or Below,2/26/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
IX67925,California,No,Basic,Bachelor,2/16/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
IS58553,Oregon,No,Extended,High School or Below,2/26/11,Employed,F,Suburban,Married,Personal Auto,Branch,SUV
AB78984,Oregon,No,Extended,College,1/17/11,Employed,M,Rural,Single,Personal Auto,Web,Four-Door Car
WN13947,Oregon,No,Basic,Bachelor,1/20/11,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Four-Door Car
VA91846,Arizona,No,Basic,College,1/9/11,Employed,M,Urban,Married,Special Auto,Branch,Two-Door Car
KM58067,California,No,Basic,High School or Below,2/9/11,Employed,F,Rural,Married,Personal Auto,Call Center,SUV
EL42453,Washington,No,Basic,Bachelor,1/10/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
TP10619,California,No,Basic,High School or Below,1/27/11,Medical Leave,F,Suburban,Married,Personal Auto,Agent,Two-Door Car
AH41065,Washington,No,Extended,High School or Below,1/27/11,Employed,M,Suburban,Married,Personal Auto,Web,Four-Door Car
SS63511,California,Yes,Basic,High School or Below,2/17/11,Employed,M,Rural,Married,Corporate Auto,Agent,Sports Car
NE21279,California,No,Basic,Master,1/28/11,Unemployed,F,Suburban,Married,Personal Auto,Agent,SUV
TN71995,Arizona,No,Extended,Bachelor,2/26/11,Unemployed,M,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
OM13505,Washington,No,Basic,Bachelor,1/14/11,Employed,M,Urban,Single,Corporate Auto,Agent,Four-Door Car
KI83797,Oregon,No,Basic,College,2/6/11,Employed,F,Urban,Single,Personal Auto,Branch,Four-Door Car
SH60585,Nevada,No,Basic,High School or Below,1/29/11,Employed,F,Urban,Married,Personal Auto,Web,Four-Door Car
GU33167,Oregon,No,Basic,College,1/15/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
BX20846,Oregon,Yes,Extended,College,1/6/11,Employed,F,Urban,Married,Personal Auto,Branch,Four-Door Car
VK69632,California,No,Basic,Bachelor,2/5/11,Employed,F,Rural,Single,Personal Auto,Branch,Two-Door Car
RU72450,California,No,Basic,Bachelor,1/25/11,Unemployed,M,Suburban,Single,Corporate Auto,Branch,Four-Door Car
KN15789,Nevada,No,Extended,High School or Below,1/4/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
GG29821,Oregon,No,Basic,Bachelor,2/20/11,Employed,M,Urban,Married,Corporate Auto,Web,SUV
RN98239,California,Yes,Extended,High School or Below,2/20/11,Employed,M,Rural,Divorced,Personal Auto,Agent,Four-Door Car
NE83217,Nevada,No,Extended,Bachelor,1/26/11,Employed,F,Suburban,Single,Personal Auto,Web,Four-Door Car
YU72630,Arizona,Yes,Basic,High School or Below,1/2/11,Employed,M,Suburban,Married,Personal Auto,Call Center,Four-Door Car
EZ80325,California,No,Extended,Bachelor,2/6/11,Unemployed,F,Suburban,Married,Personal Auto,Branch,Sports Car
CE41738,Oregon,No,Basic,College,1/21/11,Employed,F,Rural,Married,Personal Auto,Branch,Two-Door Car
HF15113,Oregon,No,Basic,Bachelor,1/2/11,Disabled,F,Suburban,Divorced,Personal Auto,Web,Two-Door Car
WZ83320,Arizona,No,Premium,Master,2/18/11,Employed,F,Urban,Married,Personal Auto,Web,Four-Door Car
XX31571,Washington,No,Extended,High School or Below,1/15/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Luxury Car
US90854,Oregon,No,Basic,Bachelor,1/16/11,Employed,M,Urban,Single,Personal Auto,Web,SUV
FX55357,Arizona,No,Basic,College,1/18/11,Employed,M,Suburban,Single,Corporate Auto,Branch,SUV
LR32149,Arizona,No,Basic,Bachelor,1/1/11,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
UK66803,Oregon,No,Basic,Bachelor,1/9/11,Employed,F,Rural,Married,Corporate Auto,Branch,Two-Door Car
