,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
3766,2785.418107,66378.0,71.0,20.0,61.0,0,1,158.000332
3767,7715.103608,48784.0,96.0,28.0,86.0,0,3,252.076899
3768,5643.802354,41043.0,72.0,22.0,60.0,0,3,345.6
3769,8004.9404749870755,32775.0,61.0,10.0,73.0,0,2,251.886847
3770,9156.272726,61200.0,118.0,20.0,74.0,0,4,566.4
3771,5454.587929,66334.0,69.0,25.0,25.0,0,4,331.2
3772,2470.441268,18661.0,62.0,13.0,74.0,0,1,196.879475
3773,7809.855966,0.0,111.0,29.0,60.0,0,3,532.8
3774,6938.874476,53133.0,91.0,11.0,6.0,0,9,652.386798
3775,5318.89664,25134.0,67.0,3.0,0.0,0,6,321.6
3776,13727.79972,0.0,126.0,12.0,4.0,0,2,604.8
3777,5363.405969,64324.0,67.0,7.0,67.0,0,3,321.6
3778,3265.156348,25820.0,82.0,10.0,69.0,0,1,393.6
3779,2446.911045,29152.0,67.0,24.0,72.0,0,1,255.079807
3780,4196.689511,0.0,114.0,19.0,77.0,0,1,434.0887943128942
3781,12913.49818,62448.0,107.0,0.0,11.0,0,2,513.6
3782,8004.9404749870755,0.0,81.0,27.0,93.0,1,2,388.8
3783,4633.336334,27132.0,63.0,32.0,59.0,1,4,302.4
3784,8196.077584,21706.0,108.0,19.0,28.0,0,3,518.4
3785,2167.330201,0.0,61.0,16.0,46.0,0,1,439.2
3786,5619.849825,66620.0,70.0,13.0,75.0,0,7,336.0
3787,6102.307214,42800.0,153.0,4.0,11.0,1,1,734.4
3788,3919.366722,66676.0,97.0,0.0,40.0,0,1,558.099357
3789,14944.83656,0.0,68.0,11.0,52.0,0,2,326.4
3790,10819.999,37433.0,90.0,7.0,18.0,0,2,410.391616
3791,15839.08876,44930.0,132.0,19.0,42.0,0,2,111.049063
3792,6451.263836,30857.0,81.0,17.0,14.0,0,7,309.161777
3793,5564.957596,46507.0,73.0,17.0,32.0,4,3,325.569334
3794,2444.896824,48473.0,63.0,1.0,73.0,0,1,302.4
3795,2640.58732,59961.0,68.0,8.0,7.0,0,1,291.91645
3796,5823.162917,88359.0,73.0,1.0,49.0,0,9,35.915639
3797,5755.539367,97607.0,71.0,2.0,67.0,0,9,60.021023
3798,10408.96865,20228.0,101.0,3.0,43.0,1,2,523.815839
3799,8247.952072,49009.0,105.0,17.0,28.0,0,7,504.0
3800,3679.142115,60804.0,92.0,16.0,50.0,0,1,213.225001
3801,16331.43396,78374.0,82.0,17.0,84.0,0,2,206.95076
3802,8004.9404749870755,95621.0,66.0,7.0,90.0,5,2,351.877002
3803,9414.943031,15741.0,132.0,14.0,4.0,0,4,633.6
3804,9732.584122,38279.0,82.0,5.0,41.0,0,2,64.396979
3805,4611.2543,0.0,61.0,4.0,15.0,0,7,292.8
3806,14510.7505,60120.0,93.21929056273265,30.0,21.0,0,6,716.469391
3807,13770.97618,59207.0,116.0,23.0,21.0,0,2,556.8
3808,8083.541953,0.0,116.0,7.0,23.0,0,8,820.018767
3809,2570.190941,69446.0,64.0,23.0,32.0,1,1,26.731452
3810,2273.62059,0.0,73.0,14.0,1.0,4,1,801.022368
3811,3995.358195,0.0,119.0,19.0,98.0,0,1,856.8
3812,7282.221435,50886.0,95.0,25.0,9.0,1,9,620.10464
3813,2469.56901,55257.0,64.0,0.0,77.0,3,1,209.596158
3814,2450.625315,61883.0,62.0,11.0,62.0,0,1,18.077998
3815,10856.17638,37233.0,136.0,29.0,91.0,0,5,242.545602
3816,9075.768214,37722.0,116.0,8.0,23.0,0,8,158.077504
3817,4654.582368,81883.0,114.0,15.0,40.0,0,1,376.002146
3818,15394.8718,35822.0,93.21929056273265,25.0,79.0,0,7,434.0887943128942
3819,9421.101961,23059.0,126.0,30.0,66.0,0,3,95.845811
3820,2640.515863,97666.0,66.0,16.0,60.0,0,1,136.27248
3821,8509.850887,26057.0,74.0,3.0,63.0,0,2,523.888845
3822,3436.134281,30817.0,88.0,25.0,43.0,0,1,91.834668
3823,4349.30875,75648.0,108.0,28.0,10.0,0,1,112.660916
3824,9672.701942,0.0,96.0,5.0,27.0,0,2,434.0887943128942
3825,15266.48446,25852.0,135.0,29.0,71.0,1,2,648.0
3826,7550.867469,0.0,68.0,32.0,15.0,1,2,100.212651
3827,9939.255085,13207.0,137.0,16.0,82.0,2,3,392.920864
3828,14962.37103,0.0,82.0,9.0,58.0,0,2,393.6
3829,7887.82202,32150.0,98.0,21.0,64.0,0,8,470.4
3830,2894.327413,52674.0,73.0,8.0,49.0,0,1,166.5492
3831,4397.781207,91653.0,111.0,10.0,25.0,0,1,343.98412
3832,5781.015999,69512.0,72.0,3.0,62.0,0,5,196.977247
3833,7720.155885,67332.0,93.21929056273265,3.0,10.0,0,1,921.6
3834,3046.248976,0.0,98.0,4.0,43.0,2,1,705.6
3835,2590.321715,53304.0,65.0,14.0,82.0,0,1,116.322725
3836,10155.30044,28754.0,89.0,9.0,17.0,0,2,427.2
3837,2552.00081,50201.0,64.0,21.0,99.0,0,1,99.894584
3838,9404.447425,51593.0,80.0,5.0,91.0,2,2,202.905809
3839,5678.050167,0.0,76.0,8.0,44.0,0,3,364.8
3840,3723.114445,31974.0,92.0,25.0,77.0,0,1,388.135527
3841,8417.102804,31756.0,107.0,1.0,97.0,0,3,415.850776
3842,2520.028421,0.0,68.0,3.0,52.0,0,1,326.4
3843,8186.308757,20369.0,105.0,4.0,38.0,0,3,434.0887943128942
3844,4229.923123,0.0,126.0,15.0,45.0,0,1,907.2
3845,5074.246068,66933.0,63.0,8.0,0.0,0,6,160.52105
3846,12981.52926,39843.0,109.0,5.0,97.0,1,2,523.2
3847,2744.172816,16686.0,71.0,9.0,32.0,0,1,125.510669
3848,13226.22345,0.0,93.21929056273265,2.0,78.0,1,4,434.0887943128942
3849,13178.43163,80237.0,108.0,4.0,71.0,0,2,776.601764
3850,8793.521303,72897.0,73.0,26.0,96.0,0,2,507.709291
3851,3245.332058,46435.0,82.0,13.0,20.0,0,1,350.325879
3852,4624.622593,0.0,68.0,0.0,16.0,2,3,469.278843
3853,4372.490855,23124.0,112.0,27.0,59.0,0,1,537.6
3854,9090.269181,45310.0,93.21929056273265,28.0,70.0,0,1,434.0887943128942
3855,10777.56762,53437.0,91.0,2.0,87.0,0,2,436.8
3856,5007.224298,0.0,73.0,24.0,69.0,1,3,655.791955
3857,5867.12642,27880.0,74.0,4.0,9.0,0,5,199.444294
3858,14914.53488,45963.0,63.0,3.0,73.0,2,2,302.4
3859,5107.163002,35625.0,65.0,10.0,56.0,1,3,288.572108
3860,3536.64749,31727.0,92.0,1.0,95.0,0,1,495.750669
3861,2839.796453,53071.0,72.0,28.0,19.0,0,1,386.225897
3862,2939.939038,97735.0,73.0,24.0,26.0,0,1,188.667196
3863,2776.629135,0.0,77.0,6.0,36.0,0,1,554.4
3864,5476.527832,52218.0,68.0,11.0,85.0,0,8,33.781673
3865,3265.156348,25820.0,82.0,10.0,69.0,0,1,393.6
3866,8066.073765,17950.0,71.0,16.0,62.0,2,2,340.8
3867,3644.833554,82477.0,90.0,1.0,69.0,0,1,432.0
3868,6611.118163,0.0,95.0,15.0,37.0,0,3,564.302867
3869,7582.113842,64801.0,64.0,23.0,19.0,0,2,268.471802
3870,2607.81554,0.0,70.0,26.0,44.0,1,1,336.0
3871,7124.202899,61233.0,89.0,27.0,50.0,2,7,181.287697
3872,9435.540893,0.0,129.0,13.0,19.0,0,8,628.366119
3873,8256.2978,62902.0,69.0,14.0,94.0,0,2,159.383042
3874,5091.101225,20244.0,65.0,6.0,42.0,0,8,312.0
3875,5881.813596,86812.0,73.0,1.0,11.0,0,3,45.472477
3876,7684.887717,62192.0,98.0,30.0,28.0,0,5,243.292609
3877,10396.53186,34948.0,130.0,20.0,15.0,0,7,443.786437
3878,8545.608946,35456.0,109.0,14.0,58.0,0,6,505.082702
3879,4408.071476,80640.0,111.0,2.0,84.0,0,1,313.270725
3880,2562.843896,0.0,74.0,17.0,59.0,0,1,663.423782
3881,14886.70602,91193.0,93.21929056273265,15.0,75.0,1,6,1.587888
3882,8004.9404749870755,73692.0,67.0,1.0,10.0,0,2,24.843535
3883,7452.998789,12195.0,101.0,29.0,35.0,0,7,670.581817
3884,3981.775889,52801.0,100.0,21.0,78.0,0,1,475.20088
3885,16060.06949,0.0,87.0,1.0,70.0,0,2,417.6
3886,5111.357987,0.0,72.0,6.0,13.0,2,7,594.683752
3887,7439.978924,0.0,108.0,2.0,94.0,0,5,518.4
3888,4974.801539,75644.0,65.0,5.0,68.0,3,9,467.803638
3889,8004.9404749870755,60192.0,93.21929056273265,17.0,87.0,0,7,434.0887943128942
3890,6238.054416,0.0,90.0,25.0,63.0,2,7,134.442783
3891,2682.912454,0.0,74.0,24.0,33.0,0,1,355.2
3892,2837.163399,29242.0,73.0,26.0,23.0,0,1,350.4
3893,4118.588554,69379.0,103.0,14.0,79.0,0,1,494.4
3894,2472.469209,63860.0,62.0,26.0,81.0,0,1,208.598246
3895,4139.533158,45281.0,104.0,13.0,84.0,1,1,65.03063
3896,4100.465956,51193.0,104.0,31.0,21.0,2,1,97.313649
3897,5278.201394,62074.0,67.0,24.0,22.0,0,4,49.435556
3898,8056.898119,64304.0,68.0,35.0,70.0,0,2,65.471028
3899,9185.025301,73795.0,116.0,1.0,77.0,1,3,501.716934
3900,15417.73444,84376.0,96.0,5.0,54.0,0,2,43.578516
3901,6829.413399,0.0,66.0,14.0,73.0,1,2,470.691875
3902,8500.909417,79153.0,106.0,12.0,5.0,0,7,508.8
3903,8847.444221,17950.0,118.0,34.0,24.0,0,4,425.489592
3904,2840.899849,0.0,80.0,3.0,99.0,1,1,434.0887943128942
3905,15984.52739,0.0,69.0,19.0,74.0,0,2,331.2
3906,8004.9404749870755,0.0,72.0,30.0,48.0,0,2,622.992063
3907,2609.829612,58139.0,65.0,29.0,77.0,1,1,33.171413
3908,7901.744238,0.0,113.0,35.0,83.0,0,5,434.0887943128942
3909,8004.9404749870755,80991.0,93.21929056273265,5.0,56.0,0,4,937.327881
3910,5021.686245,69678.0,126.0,21.0,39.0,0,1,306.818754
3911,4654.841089,0.0,67.0,33.0,19.0,0,4,577.385463
3912,2719.506996,14030.0,72.0,11.0,3.0,0,1,345.6
3913,4726.869327,13037.0,124.0,28.0,49.0,0,1,839.348464
3914,8595.726399,76763.0,108.0,12.0,87.0,0,8,186.459607
3915,15626.28021,50461.0,131.0,22.0,89.0,0,2,810.06514
3916,2797.674845,69604.0,70.0,10.0,50.0,0,1,112.336604
3917,5344.989624,22908.0,68.0,30.0,19.0,0,7,387.774781
3918,8004.9404749870755,68273.0,146.0,23.0,93.0,0,2,76.475359
3919,4595.524548,95550.0,116.0,15.0,75.0,1,1,381.570261
3920,5794.104234,88370.0,74.0,0.0,16.0,1,9,355.2
3921,5332.462694,68931.0,66.0,32.0,30.0,0,7,309.577946
3922,6680.146801,24432.0,87.0,19.0,44.0,3,6,71.10847
3923,7910.866718,77577.0,93.21929056273265,14.0,37.0,1,1,35.768916
3924,12516.92188,12607.0,110.0,13.0,20.0,0,2,528.0
3925,2325.259483,0.0,63.0,6.0,75.0,0,1,302.4
3926,3964.151263,23474.0,102.0,5.0,21.0,0,1,489.6
3927,7486.088015,0.0,113.0,33.0,18.0,0,4,813.6
3928,6707.994148,0.0,65.0,1.0,30.0,0,2,360.480689
3929,12902.09322,98478.0,106.0,21.0,80.0,0,2,508.8
3930,5926.729379,23091.0,96.0,28.0,90.0,5,5,460.8
3931,5148.653203,51071.0,65.0,17.0,94.0,0,3,312.0
3932,6827.178202,0.0,103.0,2.0,75.0,2,6,2.455033
3933,4670.058282,69921.0,118.0,28.0,22.0,2,1,373.227044
3934,5363.076547,36357.0,68.0,28.0,96.0,0,6,17.269323
3935,6961.945557,0.0,63.0,17.0,24.0,0,2,40.622304
3936,8004.9404749870755,27607.0,104.0,15.0,56.0,0,2,640.584145
3937,8624.917663,43610.0,106.0,16.0,60.0,0,5,508.8
3938,3382.223536,0.0,91.0,13.0,77.0,0,1,436.8
3939,2319.818549,14660.0,61.0,14.0,97.0,0,1,396.608751
3940,8807.486831,26864.0,78.0,18.0,12.0,0,2,374.4
3941,2491.317024,36631.0,62.0,30.0,77.0,0,1,67.530904
3942,7853.961409,42582.0,99.0,1.0,57.0,0,5,629.344642
3943,9816.528302,37256.0,62.0,15.0,7.0,0,2,128.969729
3944,8004.9404749870755,0.0,102.0,35.0,48.0,0,2,489.6
3945,6689.022728,56980.0,84.0,33.0,70.0,0,7,599.000883
3946,11323.35555,98254.0,94.0,23.0,11.0,3,2,229.711908
3947,6333.030812,71737.0,79.0,7.0,79.0,0,4,338.79562
3948,3139.169353,31177.0,79.0,14.0,28.0,0,1,905.699717
3949,2617.182661,98338.0,65.0,13.0,33.0,0,1,35.597288
3950,3732.568536,0.0,106.0,2.0,50.0,0,1,879.42749
3951,4433.694028,0.0,65.0,7.0,22.0,0,6,312.0
3952,3478.887023,29938.0,90.0,8.0,35.0,0,1,562.426585
3953,5009.595291,0.0,69.0,20.0,95.0,0,4,496.8
3954,8417.004401,24285.0,111.0,6.0,10.0,0,7,434.0887943128942
3955,4483.839044,32983.0,113.0,25.0,59.0,0,1,466.81627
3956,5124.984391,0.0,134.0,13.0,56.0,0,1,643.2
3957,3721.057118,71333.0,93.0,9.0,92.0,0,1,343.755209
3958,9988.787618,33157.0,124.0,28.0,58.0,0,3,286.003968
3959,3342.177957,0.0,91.0,8.0,60.0,0,1,436.8
3960,7524.735746,36580.0,64.0,20.0,76.0,1,2,460.8
3961,13466.92071,11432.0,119.0,11.0,9.0,0,2,571.2
3962,2949.282616,78596.0,73.0,11.0,0.0,0,1,106.267659
3963,5179.890955,35143.0,65.0,31.0,37.0,0,9,171.184016
3964,3225.395988,29606.0,81.0,33.0,32.0,0,1,438.276898
3965,8849.689719,53228.0,73.0,26.0,33.0,0,2,137.195447
3966,2886.451602,10312.0,78.0,10.0,63.0,0,1,486.278557
3967,2359.423599,19864.0,63.0,22.0,96.0,0,1,352.394515
3968,4669.22664,76157.0,116.0,15.0,80.0,0,1,556.8
3969,6366.225775,44368.0,80.0,5.0,72.0,0,3,384.0
3970,8004.9404749870755,27961.0,72.0,15.0,64.0,0,2,345.6
3971,8146.271602,92777.0,68.0,21.0,83.0,2,2,158.041549
3972,5412.458621,55992.0,67.0,16.0,21.0,0,3,191.409775
3973,5757.442258,88997.0,72.0,9.0,71.0,0,3,174.041566
3974,4755.194923,21926.0,63.0,13.0,0.0,0,7,302.4
3975,4995.211519,82413.0,62.0,12.0,79.0,0,3,297.6
3976,2824.849967,48008.0,73.0,33.0,55.0,4,1,137.081716
3977,5907.91176,87796.0,74.0,23.0,10.0,0,4,355.2
3978,4988.579794,38928.0,64.0,14.0,18.0,0,8,326.660051
3979,7405.265785,58779.0,64.0,13.0,82.0,1,2,307.2
3980,8004.9404749870755,98912.0,135.0,18.0,92.0,0,2,714.831947
3981,15102.22866,0.0,137.0,10.0,92.0,0,2,32.978158
3982,9118.928908,33882.0,114.0,22.0,39.0,0,6,272.835064
3983,2759.978287,92296.0,69.0,4.0,65.0,0,1,331.2
3984,15251.57924,63287.0,127.0,5.0,84.0,0,2,617.202619
3985,14517.43681,74871.0,93.21929056273265,0.0,15.0,0,7,854.4
3986,5597.12496,37995.0,139.0,16.0,50.0,0,1,667.2
3987,8004.9404749870755,0.0,139.0,24.0,3.0,1,2,434.0887943128942
3988,15950.01951,0.0,87.0,10.0,55.0,1,2,46.041452
3989,3176.356488,64706.0,81.0,5.0,3.0,0,1,372.909686
3990,4526.126785,0.0,64.0,32.0,89.0,1,3,307.2
3991,2573.716859,29500.0,67.0,14.0,72.0,0,1,321.6
3992,6656.709233,0.0,69.0,23.0,32.0,1,2,496.8
3993,8004.9404749870755,26410.0,91.0,17.0,90.0,0,2,184.516188
3994,3842.794699,97832.0,95.0,5.0,98.0,0,1,107.661239
3995,3808.122147,94903.0,94.0,3.0,38.0,0,1,451.2
3996,15000.84238,62473.0,76.0,6.0,70.0,1,2,507.560729
3997,5573.10605,85704.0,69.0,21.0,84.0,0,7,325.395532
3998,6222.212108,74270.0,78.0,33.0,2.0,0,7,122.486486
3999,5096.673223,22886.0,65.0,9.0,81.0,0,3,312.0
4000,6183.185785,36464.0,78.0,5.0,17.0,0,7,93.515817
4001,9388.981905,33599.0,80.0,23.0,31.0,0,2,111.265486
4002,8168.714346,20819.0,73.0,4.0,65.0,1,2,206.863422
4003,13561.2048,29095.0,91.0,29.0,47.0,1,2,280.800938
4004,6699.278956,30852.0,88.0,7.0,42.0,0,8,318.866388
4005,8004.9404749870755,48448.0,74.0,24.0,11.0,1,2,355.2
4006,4097.371676,20079.0,110.0,1.0,63.0,0,1,528.0
4007,5169.49937,12430.0,73.0,22.0,13.0,0,4,350.4
4008,6278.764007,47669.0,80.0,16.0,84.0,0,3,384.0
4009,3343.933131,40794.0,87.0,6.0,87.0,0,1,334.452807
4010,15531.78589,95340.0,93.21929056273265,5.0,84.0,2,3,808.844338
4011,4236.84292,14476.0,113.0,11.0,0.0,0,1,542.4
4012,3692.583567,0.0,105.0,28.0,69.0,0,1,756.0
4013,6782.556454,26116.0,85.0,6.0,58.0,0,3,612.0
4014,3683.472334,12454.0,100.0,4.0,68.0,0,1,720.0
4015,13995.68999,48245.0,121.0,16.0,21.0,3,2,580.8
4016,5619.689084,0.0,153.0,25.0,5.0,0,1,434.0887943128942
4017,8331.648336,0.0,119.0,3.0,54.0,0,3,856.8
4018,4171.18715,37478.0,105.0,4.0,53.0,0,1,653.685468
4019,7873.567332,0.0,74.0,24.0,82.0,0,2,568.798455
4020,10677.25385,45732.0,134.0,22.0,56.0,0,9,611.918994
4021,14687.07959,0.0,85.0,3.0,61.0,0,2,612.0
4022,5394.703229,65978.0,67.0,3.0,50.0,0,3,251.795869
4023,2230.755716,0.0,62.0,9.0,49.0,0,1,325.88607
4024,7771.018055,58467.0,65.0,30.0,90.0,0,2,452.915621
4025,4103.849192,82427.0,102.0,24.0,5.0,0,1,489.6
4026,7221.151702,33811.0,93.21929056273265,17.0,59.0,0,1,587.37679
4027,12285.0473,0.0,93.21929056273265,29.0,65.0,2,7,878.4
4028,5704.679894,37675.0,71.0,25.0,80.0,0,3,380.919824
4029,2433.913419,0.0,72.0,28.0,29.0,0,1,345.6
4030,4921.752296,0.0,70.0,28.0,29.0,0,8,336.0
4031,4660.006868,0.0,67.0,11.0,87.0,0,3,482.4
4032,2541.522907,0.0,71.0,12.0,37.0,0,1,511.2
4033,11658.59927,19851.0,102.0,33.0,51.0,0,2,220.038588
4034,11131.56637,0.0,99.0,26.0,60.0,0,2,475.2
4035,4733.507343,0.0,62.0,5.0,41.0,0,3,740.838216
4036,8776.363448,28360.0,73.0,8.0,65.0,0,2,863.909989
4037,7804.022473,70833.0,93.21929056273265,15.0,33.0,0,1,926.4
4038,2522.256441,0.0,69.0,18.0,64.0,1,1,470.275242
4039,9536.338382,62421.0,80.0,22.0,50.0,2,2,384.0
4040,4711.080198,13933.0,62.0,25.0,32.0,0,6,49.364254
4041,3801.282266,40513.0,96.0,21.0,37.0,1,1,151.589577
4042,8004.9404749870755,0.0,108.0,15.0,17.0,0,2,777.6
4043,6515.026481,47259.0,81.0,22.0,54.0,0,5,388.8
4044,4739.861234,35039.0,61.0,7.0,87.0,0,8,254.308991
4045,8004.9404749870755,0.0,93.21929056273265,7.0,45.0,0,2,434.0887943128942
4046,3980.838735,92539.0,101.0,2.0,61.0,0,1,707.408058
4047,4990.343538,0.0,71.0,3.0,84.0,0,6,849.666647
4048,2562.604728,92038.0,65.0,4.0,44.0,2,1,178.408186
4049,7355.349908,51789.0,61.0,33.0,31.0,0,2,435.835125
4050,5041.447024,61972.0,64.0,2.0,52.0,2,5,138.961963
4051,12731.95161,40870.0,105.0,3.0,56.0,0,2,504.0
4052,8879.790017,52583.0,113.0,12.0,59.0,0,7,528.20086
4053,2872.669164,79681.0,73.0,4.0,93.0,1,1,9.160139
4054,11058.22493,69792.0,137.0,1.0,95.0,0,3,696.757797
4055,7138.167712,19794.0,93.0,24.0,80.0,0,8,603.077136
4056,8004.9404749870755,0.0,113.0,0.0,16.0,0,2,542.4
4057,8613.464627,26680.0,106.0,11.0,49.0,0,5,508.8
4058,3861.486269,93272.0,95.0,3.0,54.0,0,1,281.110788
4059,2482.915577,0.0,68.0,21.0,73.0,0,1,87.272319
4060,3133.018242,0.0,91.0,7.0,14.0,1,1,655.2
4061,7123.082388,21835.0,92.0,2.0,83.0,0,3,621.617047
4062,8004.9404749870755,0.0,116.0,29.0,22.0,0,2,899.63718
4063,12741.84754,73054.0,106.0,34.0,36.0,1,2,419.365958
4064,3176.865609,35551.0,81.0,33.0,52.0,1,1,565.108501
4065,5470.060561,54507.0,138.0,20.0,11.0,0,1,702.990032
4066,4582.647706,0.0,67.0,27.0,7.0,0,7,321.6
4067,5350.214918,41336.0,68.0,33.0,25.0,0,5,263.090605
4068,5580.916514,31972.0,70.0,4.0,89.0,0,3,416.2618
4069,7048.544758,20416.0,93.0,33.0,68.0,0,7,446.4
4070,15306.22493,46338.0,93.21929056273265,24.0,68.0,0,9,19.46445
4071,9657.579498,0.0,131.0,34.0,61.0,0,9,628.8
4072,3985.319833,17220.0,105.0,10.0,24.0,0,1,504.0
4073,9816.528302,37256.0,62.0,15.0,7.0,0,2,128.969729
4074,8004.9404749870755,53602.0,115.0,15.0,60.0,0,2,295.335363
4075,4122.964632,24732.0,107.0,18.0,44.0,0,1,72.771554
4076,2556.609217,23867.0,65.0,6.0,99.0,0,1,312.0
4077,8004.9404749870755,0.0,124.0,2.0,85.0,0,2,928.817071
4078,8004.9404749870755,0.0,93.21929056273265,15.0,87.0,0,2,864.0
4079,8427.172486,46503.0,93.21929056273265,4.0,21.0,1,1,434.0887943128942
4080,2348.028868,0.0,63.0,21.0,61.0,0,1,453.6
4081,8004.9404749870755,46268.0,93.21929056273265,34.0,17.0,1,2,842.000858
4082,4089.463358,60759.0,104.0,20.0,85.0,0,1,499.2
4083,2483.67134,75615.0,65.0,16.0,39.0,5,1,156.54837
4084,5278.183759,73742.0,68.0,10.0,60.0,0,3,27.210992
4085,13727.79972,0.0,126.0,12.0,4.0,0,2,604.8
4086,10963.95723,55687.0,93.21929056273265,33.0,91.0,0,1,434.0887943128942
4087,5555.830205,74015.0,72.0,12.0,61.0,0,6,471.443077
4088,3261.01744,0.0,93.0,29.0,63.0,0,1,669.6
4089,11029.92619,37056.0,92.0,12.0,7.0,0,2,441.6
4090,4770.550911,12964.0,65.0,2.0,37.0,0,4,362.774545
4091,2734.328157,30916.0,70.0,6.0,50.0,0,1,21.143072
4092,3748.14406,0.0,106.0,24.0,27.0,0,1,508.8
4093,4770.550911,12964.0,65.0,2.0,37.0,0,4,362.774545
4094,8509.850887,26057.0,74.0,3.0,63.0,0,2,523.888845
4095,5421.04863,29981.0,71.0,4.0,9.0,0,3,340.8
4096,2916.41746,85210.0,74.0,23.0,76.0,0,1,100.517679
4097,13363.52356,86653.0,111.0,14.0,5.0,0,2,277.201278
4098,3974.858481,0.0,113.0,1.0,61.0,0,1,542.4
4099,14710.43268,22872.0,131.0,14.0,18.0,2,2,754.845659
4100,5936.344043,42889.0,74.0,31.0,18.0,0,7,177.321283
4101,2862.180262,74034.0,72.0,20.0,64.0,0,1,267.415871
4102,8427.172486,46503.0,93.21929056273265,4.0,21.0,1,1,434.0887943128942
4103,8622.835375,97361.0,73.0,6.0,85.0,0,2,350.4
4104,2300.691547,25905.0,63.0,21.0,12.0,0,1,302.4
4105,10056.5083,16097.0,139.0,7.0,6.0,0,7,434.0887943128942
4106,9118.148093,56446.0,114.0,2.0,8.0,0,3,547.2
4107,5507.242176,11343.0,72.0,14.0,78.0,0,8,154.750098
4108,10972.06778,24164.0,137.0,2.0,40.0,0,5,657.6
4109,7840.165778,58414.0,93.21929056273265,7.0,24.0,2,1,434.0887943128942
4110,5504.139033,0.0,73.0,18.0,45.0,0,5,350.4
4111,4792.810444,24395.0,62.0,35.0,99.0,0,3,357.109603
4112,4187.77657,52471.0,103.0,35.0,57.0,0,1,163.955502
4113,2718.375247,30009.0,68.0,28.0,56.0,0,1,317.428826
4114,8257.666512,23815.0,73.0,4.0,47.0,0,2,424.330166
4115,12663.59666,27739.0,104.0,16.0,22.0,0,2,3.200851
4116,2647.519741,37876.0,69.0,13.0,15.0,0,1,300.056383
4117,4830.908873,0.0,72.0,3.0,64.0,0,3,345.6
4118,4558.428807,14665.0,61.0,6.0,82.0,0,3,292.8
4119,2127.92357,0.0,61.0,11.0,6.0,1,1,31.481852
4120,2546.866098,86595.0,63.0,1.0,77.0,0,1,445.621906
4121,4992.920887,24368.0,68.0,34.0,54.0,1,3,326.4
4122,12741.84754,73054.0,106.0,34.0,36.0,1,2,419.365958
4123,7863.02773,0.0,72.0,9.0,28.0,0,2,732.352745
4124,5131.360525,50994.0,128.0,16.0,48.0,0,1,346.387342
4125,2275.401583,0.0,64.0,23.0,66.0,0,1,460.8
4126,8004.9404749870755,0.0,93.21929056273265,35.0,45.0,0,2,434.0887943128942
4127,2356.074955,0.0,63.0,22.0,94.0,0,1,302.4
4128,8004.9404749870755,0.0,87.0,13.0,3.0,1,2,626.4
4129,4978.950257,28695.0,64.0,17.0,87.0,0,4,221.241837
4130,6521.368813,72608.0,82.0,26.0,19.0,3,8,393.6
4131,7564.611951,48381.0,63.0,2.0,71.0,0,2,302.4
4132,11631.87866,0.0,152.0,8.0,94.0,0,7,434.0887943128942
4133,7180.283897,0.0,104.0,30.0,96.0,0,3,434.0887943128942
4134,12168.74492,14973.0,115.0,2.0,75.0,0,2,828.0
4135,2248.449633,24910.0,63.0,7.0,63.0,1,1,347.857619
4136,2530.332,50577.0,63.0,2.0,8.0,0,1,12.444326
4137,4653.094259,0.0,70.0,1.0,4.0,1,4,585.482275
4138,2354.322179,26184.0,62.0,1.0,92.0,0,1,297.6
4139,8417.159538,20215.0,112.0,10.0,8.0,0,7,537.6
4140,5717.743109,68342.0,72.0,33.0,39.0,0,5,148.738098
4141,4623.536706,0.0,133.0,18.0,2.0,0,1,957.6
4142,6521.368813,72608.0,82.0,26.0,19.0,3,8,393.6
4143,5507.155471,74960.0,69.0,11.0,44.0,1,3,107.985836
4144,2674.730716,56342.0,69.0,12.0,89.0,0,1,331.2
4145,5817.832355,86824.0,72.0,1.0,76.0,0,3,189.096179
4146,4646.387267,37530.0,117.0,26.0,58.0,0,1,561.6
4147,2226.589837,0.0,62.0,19.0,26.0,0,1,297.6
4148,7651.099258,53330.0,65.0,8.0,57.0,0,2,224.093027
4149,2305.056048,0.0,63.0,33.0,34.0,0,1,327.685301
4150,11960.47577,52436.0,76.0,3.0,38.0,0,2,109.476994
4151,11315.20373,11885.0,101.0,18.0,39.0,0,2,484.8
4152,7212.523911,0.0,97.0,26.0,25.0,0,3,498.779439
4153,5255.576016,44536.0,137.0,12.0,22.0,1,1,46.949646
4154,4794.96419,82763.0,61.0,28.0,78.0,0,3,245.163042
4155,2659.70565,0.0,87.0,4.0,4.0,3,1,420.041981
4156,8004.9404749870755,63401.0,113.0,21.0,15.0,0,2,52.336233
4157,10083.48688,11828.0,90.0,18.0,84.0,0,2,571.479602
4158,5687.897911,99747.0,72.0,28.0,87.0,0,5,61.536107
4159,3059.426954,0.0,88.0,26.0,73.0,0,1,633.6
4160,4945.072236,78796.0,61.0,15.0,3.0,0,3,292.8
4161,8609.158215,79090.0,107.0,2.0,74.0,0,3,289.040734
4162,5157.053124,43906.0,65.0,6.0,53.0,0,6,468.0
4163,3748.99343,82189.0,94.0,20.0,17.0,0,1,354.081091
