income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
0,67,0,14,0,1,222.903462
0,73,18,16,1,2,792.868448
68727,94,19,76,0,1,386.520235
71391,67,29,39,0,2,284.000172
62271,63,30,52,0,3,25.478179
0,187,1,7,0,2,1346.4
0,86,12,96,0,8,412.8
0,76,8,44,0,3,364.8
28506,104,27,37,0,1,499.2
0,86,17,35,0,1,412.8
0,94,14,17,0,2,676.8
94161,69,0,65,0,4,108.989737
33345,102,34,37,0,2,694.078608
64195,158,0,27,4,6,618.288849
0,138,1,34,0,2,688.828746
67414,68,7,37,0,8,148.778455
33176,63,22,75,0,3,302.4
0,139,5,56,0,2,667.2
56779,86,21,16,0,3,435.388932
40810,114,8,14,0,2,780.378964
30622,68,22,86,0,2,326.4
14119,67,4,53,0,2,68.019973
77237,283,33,93,0,2,1358.4
24980,71,34,14,0,2,511.2
66676,97,0,40,0,1,558.099357
0,69,4,83,1,2,669.716478
0,69,30,97,0,2,331.2
0,82,24,21,0,2,157.208336
41853,71,17,51,0,3,155.511553
23815,73,4,47,0,2,424.330166
22885,73,20,46,0,1,386.245297
32630,66,26,40,0,3,202.961374
18577,86,21,76,0,6,412.8
75952,73,5,17,0,3,350.4
96390,73,17,47,0,2,316.977588
25680,73,10,93,0,2,332.40907
0,112,17,29,0,7,806.4
51504,220,30,99,0,2,2552.343856
0,74,15,9,3,1,532.8
41456,73,11,19,0,1,257.380112
44368,80,5,72,0,3,384.0
70961,85,19,8,0,2,408.0
21986,63,1,9,0,1,333.696228
0,83,14,22,0,1,708.693556
33514,105,33,2,0,2,265.215014
60230,98,13,91,0,1,8.129056
0,70,17,47,1,1,494.196873
40818,66,6,3,0,6,316.8
37937,116,11,42,0,5,556.8
64571,89,34,91,0,6,452.115601
0,126,29,61,0,3,421.906803
21988,209,12,62,0,2,1003.2
0,95,12,5,0,1,684.0
24672,93,9,44,0,9,669.6
0,74,26,95,1,1,355.2
0,96,1,79,0,2,460.8
72878,61,0,58,2,2,45.463345
88340,102,16,1,0,2,489.6
52278,73,31,91,0,3,234.997994
12902,139,3,51,0,1,667.2
99816,86,0,0,0,1,172.913031
26554,68,18,86,1,1,391.687368
77485,77,0,87,0,1,355.909266
22537,64,24,87,1,2,307.2
76522,71,31,71,0,6,340.8
0,64,22,34,3,1,602.911057
22886,65,9,81,0,3,312.0
0,115,1,34,0,1,552.0
25506,65,10,16,0,1,312.0
0,110,7,70,0,1,1265.387328
0,98,19,17,1,2,705.6
0,191,22,38,0,1,2042.569089
0,72,18,91,0,9,345.6
96357,71,4,69,1,1,238.245103
16266,100,11,23,0,2,1177.323534
76516,95,13,15,0,9,661.008979
20484,61,3,89,0,1,181.218317
40215,64,11,22,0,3,98.480884
22854,122,28,53,0,2,878.4
0,118,6,34,1,1,264.642948
55217,107,9,9,2,9,696.115596
76276,86,24,19,0,2,93.309811
47918,62,2,51,0,1,246.256648
0,73,35,52,3,5,350.4
43499,80,8,44,0,1,529.490007
0,72,14,58,0,1,518.4
0,71,11,21,3,2,476.197355
21497,128,31,58,0,1,614.4
27972,61,7,38,0,1,292.8
20942,84,12,59,0,2,403.2
0,71,31,52,0,4,511.2
74298,177,9,81,0,1,161.537767
23339,138,8,31,0,1,666.307195
77031,125,17,17,0,1,600.0
31739,71,10,29,0,2,469.882367
0,66,4,30,0,5,420.39344
25236,89,2,26,0,1,427.2
0,103,25,16,1,1,685.227276
40964,74,7,57,0,8,355.2
40896,109,3,61,0,1,319.294289
95733,72,19,82,0,3,475.423848
39161,71,8,84,3,1,340.8
84551,72,10,82,0,5,28.92584
12843,111,6,47,0,3,1143.494486
71551,62,10,19,0,1,297.6
0,71,2,5,0,1,511.2
77835,74,2,30,1,4,43.618784
16764,61,13,79,0,7,292.8
39007,105,29,16,0,2,1023.844984
20290,113,6,75,0,3,766.519022
46182,65,23,27,0,2,2.574682
11920,74,20,27,0,7,355.2
97162,86,0,63,0,1,32.715179
42743,117,5,86,1,6,101.288057
0,64,18,59,0,2,40.44586
0,87,4,4,3,1,420.041981
85789,105,18,54,2,2,122.302824
0,82,24,86,0,2,588.269018
31349,93,10,32,0,1,446.4
37256,62,15,7,0,2,128.969729
0,69,2,76,0,3,331.2
0,102,27,29,0,5,848.161322
58166,67,3,19,0,1,91.914969
0,63,4,55,1,3,453.6
97361,73,6,85,0,2,350.4
51937,193,5,40,0,9,850.389259
75921,106,32,4,0,1,609.680428
92766,71,17,15,0,2,379.029102
12964,65,2,37,0,4,362.774545
48117,88,4,51,0,3,422.4
0,77,17,41,0,2,554.4
0,118,18,66,1,2,966.541071
66152,111,14,18,0,1,532.8
31093,64,1,22,0,1,274.956819
0,107,15,58,1,1,513.6
0,166,4,49,0,4,1195.2
19121,95,1,18,0,1,915.188647
0,65,11,46,0,3,468.0
68563,131,6,44,1,3,350.097052
24726,92,18,75,1,5,150.693773
0,97,31,24,0,3,638.371157
51991,73,4,95,0,1,124.376921
0,118,25,29,0,7,153.176419
89096,111,1,50,0,3,64.98293
23031,148,26,76,0,2,710.4
29540,73,3,23,0,2,350.4
58557,88,4,83,0,1,55.510526
88816,70,33,9,0,1,164.282841
0,61,2,61,0,2,439.2
61809,72,9,21,0,1,328.004855
58452,186,7,13,0,5,892.8
57161,127,20,92,0,1,609.6
0,65,11,69,0,1,111.872115
90083,71,23,47,0,1,181.689191
57693,76,16,56,0,3,547.2
0,69,16,42,0,2,331.2
44368,80,5,72,0,3,384.0
68727,72,15,49,0,2,171.475838
40564,97,0,36,0,2,85.968142
51066,74,23,0,0,8,787.993313
0,92,30,81,0,2,640.229108
90551,61,28,4,4,2,374.527412
0,67,16,45,0,5,321.6
21353,80,28,21,0,1,576.0
0,102,25,48,0,1,976.112456
55350,67,0,13,0,9,321.6
80321,105,25,1,0,2,166.972451
94230,137,21,82,0,1,657.6
53305,63,32,73,0,4,302.4
55593,182,10,48,1,9,677.63589
0,165,27,38,0,1,1853.202354
0,94,12,3,0,2,676.8
0,87,3,43,0,1,132.492438
22158,74,8,92,0,1,355.2
81605,67,7,74,0,1,424.219182
62219,69,7,73,0,4,243.238784
15587,71,11,48,0,1,136.033828
0,84,18,25,1,4,481.025786
0,116,7,57,0,2,835.2
28505,88,0,93,0,2,422.4
25918,104,7,30,0,2,996.775536
0,261,33,44,0,1,2759.794354
34137,62,6,9,0,2,297.6
21839,137,2,70,0,8,657.6
20978,98,19,96,1,1,1176.2788
83392,71,30,80,0,3,125.961938
73661,128,34,47,0,3,404.329477
49793,121,3,55,0,1,640.835113
0,65,3,71,0,1,686.774939
91890,107,30,28,0,7,156.617415
0,65,16,61,0,9,468.0
11885,101,18,39,0,2,484.8
43000,109,27,9,0,2,676.808053
90043,63,12,21,0,2,203.226649
0,72,34,46,0,2,345.6
48567,130,12,15,0,1,624.0
27510,159,5,28,3,1,871.457982
59124,70,18,31,2,1,173.426207
0,119,20,89,3,1,856.8
56531,170,34,24,3,1,816.0
0,139,2,33,1,2,667.2
45277,191,19,0,0,2,916.8
0,65,12,57,3,1,368.828511
0,73,18,45,0,5,350.4
22886,65,9,81,0,3,312.0
66685,67,35,50,2,2,38.763897
65775,72,16,98,0,4,171.426318
52972,74,3,68,0,1,355.2
52979,72,14,53,0,4,345.6
55436,67,7,44,0,2,321.6
32116,132,10,42,0,1,277.351026
56070,74,5,73,0,2,87.990528
0,62,32,31,0,3,690.548602
0,116,12,76,1,2,835.2
93621,100,16,20,0,1,59.860273
79192,70,11,74,0,1,336.0
96853,98,34,68,0,2,565.504258
0,83,25,91,4,1,355.385287
75121,73,12,22,0,6,171.226873
0,117,2,41,0,1,842.4
69959,63,9,3,0,2,401.838921
81400,104,6,19,0,2,499.2
0,98,33,87,1,1,705.6
67523,72,35,21,0,7,345.237659
62366,108,22,87,0,8,51.316527
67134,131,5,63,1,6,277.448968
41479,94,14,38,1,1,19.575683
29697,66,0,58,4,1,316.8
58577,110,6,62,0,1,303.872752
0,106,7,44,0,4,508.8
51144,61,28,32,1,9,223.305224
29587,76,25,4,0,3,422.024661
0,157,17,1,0,2,753.6
71499,112,25,61,0,5,537.6
0,106,23,45,0,5,763.2
0,126,4,59,0,2,907.2
75740,64,13,11,0,1,128.516525
53262,62,11,18,4,2,223.72051
75180,77,15,30,3,1,154.907769
31196,62,26,57,4,9,342.796508
0,186,0,67,2,5,1441.843837
34505,106,13,44,0,9,359.861348
0,82,14,27,2,2,146.757086
0,97,1,40,0,2,1154.635974
37937,116,11,42,0,5,556.8
21897,139,19,67,0,2,667.2
55994,92,19,75,2,2,441.6
24067,132,12,2,0,6,633.6
43630,99,33,30,0,3,475.2
23811,130,20,8,0,1,624.0
0,62,11,45,0,1,446.4
0,100,17,21,2,4,648.364172
0,124,6,34,0,1,595.2
50562,79,19,34,0,9,545.013504
21514,62,0,59,0,2,257.248789
80355,187,24,92,1,2,897.6
64125,108,3,44,0,3,369.818708
83800,62,11,44,0,1,196.155575
23840,64,32,66,0,7,307.2
54834,72,23,13,0,8,186.191931
80277,112,6,40,1,2,36.975673
88430,66,7,17,1,2,316.8
26255,88,21,4,0,3,52.752601
0,95,16,1,0,1,684.0
95715,119,0,52,2,2,148.98255
0,70,22,67,3,1,336.0
32437,69,4,73,0,1,473.361602
22726,65,25,73,0,3,312.0
58092,72,7,56,1,2,202.24202
83365,109,27,7,1,4,523.2
12153,69,23,9,1,8,438.155584
74028,118,10,16,0,2,53.076203
52707,90,33,66,1,6,432.0
47451,87,0,31,1,6,417.6
19864,63,22,96,0,1,352.394515
28513,100,4,22,1,2,480.0
26242,74,5,69,0,1,347.060173
55067,110,3,21,1,2,353.098604
62291,100,1,53,0,3,480.0
25048,167,0,11,0,5,801.6
16654,79,23,31,0,7,379.2
26887,113,32,67,0,2,542.4
22784,70,11,68,0,2,224.904234
49345,69,10,12,0,7,251.075981
0,70,4,63,0,2,622.381217
34307,92,33,62,2,1,186.025014
0,95,19,41,1,9,629.647822
44096,72,28,65,1,2,345.6
43204,64,31,19,3,1,246.065764
0,92,3,7,0,2,441.6
0,117,13,69,0,1,842.4
78596,118,1,70,0,1,133.907696
38925,112,10,48,0,1,241.304377
0,119,9,8,0,3,571.2
21885,108,7,29,0,1,52.339396
48345,67,7,1,0,7,212.009825
77993,62,26,10,0,1,297.6
25748,90,9,23,0,1,117.871165
22520,73,17,64,0,3,350.4
0,95,1,69,0,2,579.452318
0,73,6,11,0,1,350.4
75986,115,11,44,0,3,89.119797
0,205,14,63,0,4,1476.0
58542,114,29,82,0,2,129.985718
43640,64,10,99,2,3,1.208908
86901,72,24,73,0,2,313.366255
94115,74,28,41,0,8,409.089884
0,125,22,80,0,9,900.0
65375,65,9,84,0,3,6.07744
44341,105,15,56,0,2,355.114822
24378,188,18,34,0,5,902.4
93489,84,16,72,0,1,104.280764
69161,97,19,71,0,8,341.431343
60774,154,13,7,0,5,739.2
0,101,1,83,4,1,960.115399
54008,67,18,90,0,2,370.503286
0,74,15,61,0,2,232.01349
44619,68,35,45,0,1,283.668439
16476,101,29,25,0,1,313.885191
73359,94,17,24,0,2,107.187926
25949,104,0,28,0,3,499.2
62018,73,2,59,0,1,90.094835
41433,183,24,40,0,9,1317.6
0,238,29,90,1,4,1142.4
68931,66,32,30,0,7,309.577946
0,141,25,27,0,3,1015.2
0,104,24,49,0,6,748.8
0,64,35,59,0,1,286.124652
98044,73,5,53,0,2,347.336864
91354,68,30,26,0,2,361.646987
0,109,5,20,4,7,605.137484
15083,115,25,14,0,2,552.0
0,61,21,24,0,2,370.755025
0,107,15,63,0,8,1267.709661
0,80,30,96,0,2,69.142986
0,67,15,75,3,1,618.355883
22955,92,6,23,3,2,441.6
0,69,5,26,0,2,566.673518
51641,63,8,80,1,1,137.091494
10211,119,7,16,0,7,571.2
0,68,13,11,0,1,296.692076
0,80,31,67,0,1,16.524885
33806,89,32,59,0,2,395.729716
50269,80,15,88,0,3,32.228778
18375,103,8,50,0,1,535.080276
24133,68,20,42,0,2,76.026046
88375,77,23,11,0,3,0.42331
88997,72,9,71,0,3,174.041566
0,125,2,84,0,1,600.0
23402,61,29,38,0,7,292.8
46396,103,11,79,1,2,384.01403
0,96,28,62,0,4,460.8
0,102,34,37,0,3,489.6
33175,66,31,76,0,2,84.520776
63885,114,0,17,0,8,86.477384
92766,71,17,15,0,2,379.029102
45515,61,14,33,0,9,236.907007
0,115,21,46,0,2,1163.620366
37703,70,11,51,0,1,83.121963
0,68,9,1,0,6,489.6
0,122,8,32,0,6,684.851797
64987,66,17,90,0,1,182.927837
73180,64,27,43,0,3,132.543257
92766,71,17,15,0,2,379.029102
0,119,29,54,2,1,571.2
50071,71,3,32,0,1,18.918935
53058,91,16,44,4,3,209.465295
0,127,11,86,0,3,22.483259
16370,74,4,54,0,2,296.049396
70521,63,13,26,0,2,302.4
58007,81,23,71,0,2,518.346912
31670,179,33,3,0,1,1288.8
0,112,12,93,0,3,537.6
0,70,28,26,0,2,491.112176
62534,68,10,1,0,2,326.4
26790,71,4,41,0,1,340.8
0,95,13,20,0,5,456.0
56178,94,1,39,0,1,451.2
28646,61,11,50,0,1,355.028632
31267,129,4,45,0,2,619.2
78250,114,7,66,0,6,547.2
0,153,25,5,0,1,1027.000029
65636,67,15,72,0,2,321.6
43177,103,34,74,0,1,420.966805
26733,66,7,55,0,5,218.717113
12590,73,22,1,0,2,132.503461
33481,188,28,46,0,2,1194.892002
0,80,25,80,0,2,384.0
25752,73,28,85,0,2,378.262864
27982,87,15,74,0,1,14.743099
29445,68,0,31,0,9,334.015169
47455,61,1,61,0,1,278.804991
64125,108,3,44,0,3,369.818708
56830,83,6,27,0,9,319.799712
58236,108,22,92,0,2,67.253453
54289,62,32,13,0,2,430.093647
0,66,16,77,0,2,316.8
47482,93,19,45,0,3,594.177664
60244,83,3,72,3,1,326.281835
20867,71,0,79,0,1,340.8
98138,93,30,10,1,2,427.52731
0,81,6,49,0,2,583.2
20327,74,26,44,0,1,824.254866
11828,90,18,84,0,2,571.479602
50695,71,31,30,0,5,110.567069
0,107,14,90,0,3,770.4
98693,61,7,57,0,3,292.8
54507,138,20,11,0,1,702.990032
89703,126,6,54,0,1,601.983113
0,71,9,6,0,3,421.147532
0,67,19,82,1,3,357.14996
70882,69,20,50,0,2,124.380223
60817,103,3,79,1,1,494.4
72257,90,28,61,0,2,408.415481
90008,137,13,3,0,2,406.986034
93987,65,9,1,0,1,251.321448
81872,115,10,55,0,2,256.43803
60221,67,3,17,0,2,238.561687
33651,69,21,37,1,2,328.65413
0,61,22,94,0,2,216.08671
75741,109,31,59,0,7,217.188864
38086,96,17,10,0,7,243.237741
38725,64,12,58,0,2,307.2
20132,86,5,61,3,2,412.8
0,105,0,47,0,2,451.13986
44299,106,25,76,5,2,754.260616
98917,139,18,21,0,1,336.612234
91535,67,35,13,1,2,126.634634
53484,70,12,12,0,2,333.051529
45318,103,17,27,0,8,494.4
46897,70,16,47,0,3,344.377218
40135,80,29,70,0,1,78.008093
38606,68,16,99,0,3,413.288851
56550,73,22,41,3,2,162.775889
61146,65,7,68,0,6,273.018929
36409,66,26,33,0,2,316.8
90035,80,28,38,0,3,141.628547
39669,98,13,63,0,2,492.935479
57963,61,11,63,0,1,42.160829
81872,115,10,55,0,2,256.43803
25965,65,23,27,0,1,329.206567
59662,85,6,76,0,1,10.168824
27906,102,5,57,0,1,489.6
51032,83,5,56,0,1,349.954886
83771,133,26,18,0,1,482.328161
57052,115,7,56,1,4,483.62724
51510,106,11,17,0,1,688.547375
34819,61,0,31,0,6,185.898327
31189,122,18,10,0,2,585.6
32180,103,3,28,0,1,558.835255
27500,114,25,47,0,2,472.280461
67018,94,11,17,0,4,104.427573
0,77,32,0,0,1,436.369797
0,199,7,93,0,2,1062.090461
33588,62,2,64,0,2,419.921897
56270,83,23,2,0,4,398.4
82800,70,12,94,0,2,442.194796
0,68,2,70,0,2,425.137341
63891,119,13,13,0,1,7.651121
43946,133,13,83,0,2,415.98615
62039,68,8,30,1,8,265.877583
60475,107,9,18,0,1,513.6
70279,71,17,25,0,7,331.231484
0,93,4,63,0,1,446.4
66676,97,0,40,0,1,558.099357
12048,77,6,46,0,1,369.6
0,68,29,91,0,6,326.4
0,68,34,37,0,6,619.07199
36094,99,28,50,1,5,456.50357
0,61,0,31,0,2,439.2
63328,89,19,19,0,9,427.2
0,112,6,0,0,1,587.861936
36121,118,7,91,0,4,1107.145019
56005,68,31,30,1,3,326.4
48597,71,12,63,5,1,305.697525
0,81,21,37,0,4,583.2
42540,70,15,52,0,2,43.548973
87544,109,28,92,1,3,523.2
26292,80,1,81,2,2,384.0
42696,228,17,50,0,9,1273.741085
88009,71,29,21,0,1,266.52482
0,97,27,17,0,1,1026.315988
0,66,16,35,4,1,316.8
16181,181,22,79,0,8,1261.319869
0,62,20,88,0,6,446.4
75438,136,11,97,0,1,438.480672
0,73,25,5,0,1,842.87608
27681,83,13,62,0,9,398.4
23444,196,7,62,0,2,940.8
63684,68,6,87,0,1,343.889585
61737,107,21,65,0,1,495.670802
0,113,32,66,0,2,813.6
52373,111,2,37,0,9,186.160527
58213,79,22,50,0,1,39.714767
74142,83,24,60,0,1,398.4
0,109,31,74,0,3,784.8
49746,111,4,85,3,1,589.298521
0,129,13,4,0,7,1059.572464
0,104,35,79,0,3,499.2
39854,66,6,4,0,7,261.930545
36650,69,2,70,1,1,56.60333
32756,93,18,67,0,2,381.118731
36268,86,2,22,1,2,531.164627
23815,73,4,47,0,2,424.330166
0,107,3,65,0,3,513.6
39188,74,9,2,0,3,355.2
58089,118,31,83,0,1,566.4
62120,74,5,39,0,8,28.31732
26540,69,15,4,0,1,378.432035
28215,65,15,26,0,3,468.0
61675,123,35,54,0,2,482.550044
0,100,16,36,0,2,480.0
69600,74,35,28,0,1,341.396161
40982,62,6,88,0,1,106.665934
74015,72,12,61,0,6,471.443077
0,94,6,61,0,1,1121.876091
0,79,28,94,0,1,509.028102
29439,146,4,10,0,2,700.8
0,108,26,94,0,4,518.4
74015,72,12,61,0,6,471.443077
67881,79,6,70,0,4,391.039166
96162,97,9,91,0,4,376.569009
39049,63,30,34,0,2,294.75626
29808,105,18,38,1,3,52.456587
65727,134,14,15,0,6,363.995013
0,62,30,29,1,1,446.4
22283,65,16,93,0,1,572.072106
37435,105,3,22,0,1,314.441585
27756,71,6,52,0,8,735.733206
86876,68,9,3,0,2,118.810361
0,114,21,41,0,4,863.861736
34062,91,23,51,0,3,603.350571
0,73,17,44,0,7,496.474767
0,69,7,10,0,1,331.2
78358,128,6,75,0,3,614.4
12222,67,8,70,1,1,321.6
41247,64,17,6,0,1,307.2
13663,97,1,66,0,2,465.6
25531,74,27,52,0,1,355.2
58643,74,33,58,0,3,329.46648
48107,190,6,34,2,2,912.0
18643,119,34,41,0,5,571.2
0,102,13,89,0,2,401.528957
58645,110,15,44,0,2,427.723646
95058,177,11,90,0,1,89.712324
0,87,16,83,0,8,1032.609293
19715,66,25,11,4,5,475.2
68787,66,7,64,0,1,105.379402
29056,66,19,2,0,2,355.531267
47829,117,23,37,1,1,561.6
13128,118,11,21,0,1,771.878514
58946,121,5,87,0,1,486.720776
31614,71,26,69,0,4,234.683628
44667,65,25,53,0,2,245.661376
0,111,33,76,0,1,937.824847
91512,189,6,86,0,1,907.2
26540,69,13,65,1,5,331.2
0,103,35,76,0,1,741.6
38798,72,24,48,0,1,332.945455
0,117,0,6,0,4,561.6
65629,64,21,28,0,3,89.411365
33291,73,30,2,1,2,172.226165
57264,84,0,30,1,2,129.249842
60970,110,20,10,0,2,94.496547
34220,109,23,71,1,1,523.2
88997,72,9,71,0,3,174.041566
18779,63,10,65,0,4,215.255721
50825,102,3,46,0,3,369.614729
0,86,18,41,0,1,569.130423
29218,72,33,40,0,2,502.369442
95697,61,16,55,0,1,114.273025
61486,70,2,65,0,3,334.13351
0,68,6,25,0,2,326.4
17723,72,3,40,0,3,345.6
72421,65,8,23,0,1,312.0
36510,84,10,36,0,6,286.781601
35396,70,32,12,0,3,336.0
69230,63,31,13,0,1,283.241868
28054,195,1,63,1,1,571.663256
25866,109,20,56,0,1,523.2
23675,117,4,31,0,7,707.925645
0,71,22,45,0,1,340.8
0,66,6,71,2,1,433.160284
0,68,16,81,0,6,326.4
28142,105,18,50,0,1,701.708239
23706,68,1,56,1,2,326.4
0,131,0,80,0,1,628.8
0,85,34,31,0,3,872.203927
83527,64,19,27,1,3,39.127298
26876,76,17,72,0,8,364.8
55099,122,33,86,0,3,260.265417
71661,65,7,92,0,4,312.0
18047,242,5,50,0,2,1350.379181
90893,70,8,82,0,1,70.712507
90016,102,28,34,4,2,20.405935
81285,81,18,2,2,1,441.765368
96950,115,20,74,0,2,633.132017
24814,69,31,48,0,2,331.2
0,90,14,16,3,2,648.0
0,61,17,14,1,1,60.5975
52572,113,30,22,0,3,441.623031
0,85,27,29,0,1,595.160486
41701,68,16,74,0,2,64.646458
0,104,26,66,0,2,499.2
0,80,7,77,0,2,384.0
34179,107,15,26,0,2,770.4
27681,83,13,62,0,9,398.4
0,73,34,2,0,4,359.35328
0,70,19,66,1,2,504.0
78494,69,21,53,0,2,78.189401
0,66,18,95,2,1,316.8
56044,182,27,32,0,2,952.849701
37937,116,11,42,0,5,556.8
77853,106,12,76,0,1,165.237444
72608,82,26,19,3,8,393.6
36568,128,28,34,0,6,978.621302
0,110,17,58,2,3,796.987409
59578,98,1,50,1,1,403.67601
26032,109,18,25,0,3,638.098653
39618,68,0,55,0,1,326.4
0,65,8,47,0,1,625.483498
59438,124,33,55,0,1,562.667789
0,112,12,93,0,3,537.6
0,87,2,55,0,1,401.484738
89451,63,11,2,0,1,61.769564
44695,91,26,88,0,2,147.954285
24581,101,2,86,0,2,484.8
0,73,27,95,1,6,194.944319
72334,129,26,66,3,6,412.829624
19831,83,8,88,0,7,398.4
40361,98,3,98,0,1,71.169255
74656,111,0,6,0,2,504.365927
25358,126,1,13,0,2,750.58561
35461,95,26,57,1,1,9.214343
59047,76,2,73,3,2,364.8
62409,89,16,50,0,2,392.686432
93272,95,3,54,0,1,281.110788
0,135,18,48,0,4,970.456654
20166,83,19,28,0,1,398.4
0,74,13,68,0,1,355.2
29735,69,3,92,0,1,331.2
0,64,1,63,0,2,772.83851
97460,114,20,62,0,2,660.135987
57564,63,5,48,1,1,302.4
33232,94,21,81,0,2,435.527845
11854,113,19,64,0,2,807.721213
23843,79,1,42,0,5,344.693511
17961,181,28,51,0,3,476.707749
0,64,17,84,0,3,360.110955
54695,103,6,94,0,5,494.4
85632,82,23,4,0,1,7.2574
0,139,5,56,0,2,667.2
0,76,11,14,4,3,277.220384
39895,160,32,45,0,2,765.591167
95815,82,6,95,0,3,393.6
37224,74,8,23,0,2,355.2
0,122,2,73,0,5,1100.088685
94652,86,18,88,0,3,412.8
28582,112,27,24,0,2,537.6
91123,138,32,70,3,8,103.462381
85942,116,16,36,2,5,79.340118
64321,253,4,75,0,2,422.438297
77025,64,18,44,2,3,380.917107
16997,65,35,62,3,1,468.0
52408,125,13,12,0,9,179.125777
0,116,7,73,1,7,556.8
37573,112,3,21,3,3,537.6
45893,97,3,75,0,2,465.6
0,96,31,34,0,1,460.8
29385,88,18,8,2,1,422.4
21509,81,24,24,1,2,413.492922
68144,70,29,98,4,2,336.0
31093,63,3,78,0,3,302.4
24350,73,6,89,3,1,350.4
32823,100,1,36,0,8,480.0
44843,105,14,34,0,3,391.419263
59364,67,25,56,0,5,321.6
39101,99,34,24,0,1,167.174678
0,90,2,46,1,3,432.0
27604,92,20,45,1,9,441.6
91603,64,18,37,5,8,307.2
59828,104,25,49,0,8,499.2
33247,72,26,47,0,1,284.956298
45867,126,31,12,0,1,604.8
54827,64,17,88,0,3,132.947215
0,64,12,56,3,1,307.2
47170,139,4,57,0,3,667.2
21947,83,17,66,0,1,366.90936
39018,117,11,94,0,2,561.6
20252,71,0,64,0,3,198.227061
0,88,29,81,0,1,633.6
48602,70,30,46,0,5,487.884823
97849,62,32,45,0,2,183.117146
41479,94,14,38,1,1,19.575683
69746,74,17,91,0,1,225.032781
96748,96,13,68,0,9,460.8
25074,112,17,8,0,2,537.6
66463,68,28,80,0,1,326.4
34865,69,15,16,0,1,255.946801
37399,116,30,22,0,3,392.826082
21070,195,6,47,0,2,1404.0
31562,66,9,5,4,7,316.8
54684,71,28,49,2,3,487.070965
37388,117,30,21,0,5,561.6
84981,96,6,96,0,1,4.719043
24046,116,27,47,0,1,556.8
20993,133,35,90,0,1,638.4
48029,116,9,79,0,7,556.8
16233,197,17,68,0,1,1418.4
30718,67,26,49,1,1,321.6
60277,65,32,19,0,7,146.390518
0,107,6,63,0,8,770.4
31911,68,13,65,0,1,245.893663
61402,62,1,69,0,3,252.157829
34335,101,18,55,0,3,484.8
71467,86,5,34,0,2,324.879569
0,74,25,60,0,9,532.8
36168,90,16,14,0,1,432.0
58357,137,27,76,2,1,708.220713
29692,77,3,53,0,2,449.352139
29215,67,7,15,0,2,327.656191
0,61,14,4,0,3,486.121464
26841,74,33,17,1,1,418.534381
34837,139,4,2,1,4,667.2
33068,61,6,77,1,6,213.038013
44820,133,12,62,3,1,336.13217
49564,193,22,82,0,2,286.370988
19581,61,32,27,0,1,377.24342
0,74,33,24,0,2,532.8
23129,70,10,74,0,2,491.65337
0,138,23,93,0,3,1376.958592
25411,86,8,73,0,8,242.807725
28513,100,4,22,1,2,480.0
69346,63,27,42,1,2,246.284609
74835,133,14,89,0,7,107.645982
43282,72,3,3,0,3,166.799814
11276,91,22,10,1,2,436.8
0,62,11,52,2,1,311.506082
10037,71,14,29,0,3,292.181494
21986,63,1,9,0,1,333.696228
85609,136,22,17,0,1,652.8
86347,130,17,93,0,2,593.779554
20368,72,30,36,0,1,345.6
25778,68,29,34,0,3,20.141289
43860,65,15,58,0,1,156.124914
93303,65,11,96,0,5,40.757983
67467,61,4,22,0,9,365.879938
30598,106,13,21,0,1,508.8
55350,67,0,13,0,9,321.6
11432,119,11,9,0,2,571.2
27093,61,10,19,0,1,292.8
0,108,32,95,0,1,777.6
0,197,3,85,0,9,1418.4
38961,62,5,19,0,1,297.6
51840,94,10,75,0,2,33.747903
79181,72,1,24,0,1,241.277426
14072,71,13,3,0,2,511.2
56225,97,10,95,0,3,465.6
14909,199,31,95,0,6,1238.077611
26876,76,17,72,0,8,364.8
68401,88,14,14,0,1,242.254164
29730,72,1,76,0,3,463.21435
35577,130,1,6,0,1,574.51239
41958,66,15,49,1,1,206.818326
77915,115,4,61,0,2,552.0
15514,74,20,24,0,1,355.2
29505,284,2,70,0,1,1979.444237
31356,68,25,13,0,2,326.4
31456,199,5,61,0,1,436.695385
95284,69,6,35,0,4,327.647322
0,98,7,24,0,9,931.648937
62864,104,20,14,0,1,171.213743
22842,65,20,53,0,9,468.0
67186,66,22,20,0,2,184.936711
0,87,14,67,0,3,417.6
68946,71,15,31,0,8,309.627788
56680,100,9,78,2,3,480.0
18866,126,4,62,0,1,604.8
82875,70,5,20,0,1,455.337179
0,109,25,61,2,1,523.2
84863,138,28,40,0,1,691.697458
0,127,24,58,0,1,609.6
54753,61,5,99,0,1,292.8
76381,116,23,33,0,4,556.8
59523,78,0,62,1,8,343.789779
56017,71,1,98,0,6,51.995897
14306,74,31,22,3,7,355.061143
21359,101,25,5,0,1,484.8
86101,102,4,73,0,1,344.736945
25998,71,16,38,0,2,791.878042
64341,61,4,81,0,1,79.934072
36060,165,27,55,0,1,774.558233
61894,67,22,38,0,4,266.996814
26721,65,18,64,3,2,312.0
59940,94,17,9,0,3,303.098944
45971,138,15,91,0,1,139.826393
80055,100,30,83,0,1,121.945071
58345,98,1,6,0,6,346.971517
0,71,33,48,3,7,143.276484
76549,132,3,5,0,3,616.349424
36212,73,25,57,0,2,119.033795
