,customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,sales_channel,vehicle_class,vehicle_size,Effective To Date,year_effective_to_date,month_effective_to_date
5852,SF25048,California,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-02-05,2011,02
5853,FH39423,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,Call Center,Four-Door Car,Medsize,2011-01-31,2011,01
5854,LW43630,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-01-06,2011,01
5855,XO17798,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Agent,Four-Door Car,Small,2011-02-06,2011,02
5856,IN15077,California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Call Center,Sports Car,Medsize,2011-01-04,2011,01
5857,NE16405,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-02-14,2011,02
5858,TU82820,California,No,Basic,Master,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Agent,SUV,Large,2011-01-06,2011,01
5859,FR26341,Oregon,No,Basic,Master,Disabled,M,Urban,Married,Personal Auto,Personal L1,Web,Four-Door Car,Medsize,2011-02-24,2011,02
5860,MT27589,Oregon,Yes,Extended,College,Employed,M,Suburban,Single,Corporate Auto,Corporate L1,Agent,Luxury SUV,Small,2011-01-14,2011,01
5861,UG72692,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-01-08,2011,01
5862,MP95255,California,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Agent,Four-Door Car,Small,2011-01-05,2011,01
5863,EM16179,Arizona,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-06,2011,01
5864,DR77208,California,No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Personal L2,Call Center,Two-Door Car,Medsize,2011-02-26,2011,02
5865,PR31509,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-02-21,2011,02
5866,SE33381,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Call Center,SUV,Medsize,2011-02-04,2011,02
5867,BW43011,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Agent,SUV,Medsize,2011-01-22,2011,01
5868,YP96182,Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-02-23,2011,02
5869,WI58274,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Agent,Sports Car,Medsize,2011-01-23,2011,01
5870,YF26585,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Agent,Sports Car,Large,2011-02-20,2011,02
5871,UH76090,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Call Center,SUV,Medsize,2011-02-02,2011,02
5872,VF36700,Oregon,No,Extended,Master,Retired,F,Urban,Single,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-26,2011,02
5873,CS32416,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Agent,Two-Door Car,Medsize,2011-01-11,2011,01
5874,AT18041,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Agent,Two-Door Car,Large,2011-02-28,2011,02
5875,TB54645,Oregon,No,Extended,Bachelor,Disabled,F,Urban,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-05,2011,01
5876,LX11170,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-30,2011,01
5877,RO43614,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Agent,Four-Door Car,Medsize,2011-01-31,2011,01
5878,QS36363,Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Web,SUV,Medsize,2011-02-01,2011,02
5879,FX72157,Oregon,No,Premium,High School or Below,Employed,F,Urban,Single,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-02-20,2011,02
5880,XC43591,Oregon,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-21,2011,02
5881,PJ71030,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Special L3,Branch,Four-Door Car,Medsize,2011-01-17,2011,01
5882,JH14651,Washington,Yes,Extended,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-16,2011,01
5883,YG42297,Arizona,No,Basic,College,Unemployed,M,Urban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-02-08,2011,02
5884,TY31217,Washington,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Agent,Luxury Car,Medsize,2011-01-24,2011,01
5885,KU69274,Arizona,No,Extended,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Agent,SUV,Small,2011-02-06,2011,02
5886,MU53420,Oregon,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Call Center,Two-Door Car,Medsize,2011-02-21,2011,02
5887,RE36747,Nevada,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Small,2011-01-20,2011,01
5888,IN78205,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Agent,SUV,Medsize,2011-01-23,2011,01
5889,AH39293,California,Yes,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Agent,Two-Door Car,Medsize,2011-02-25,2011,02
5890,IF30418,California,Yes,Basic,Master,Employed,F,Rural,Single,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-14,2011,01
5891,QH51455,Arizona,No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-20,2011,01
5892,UZ60774,Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-01-20,2011,01
5893,AD63766,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Branch,Two-Door Car,Large,2011-01-21,2011,01
5894,MN19541,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Web,Four-Door Car,Medsize,2011-01-23,2011,01
5895,SF38922,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Branch,SUV,Medsize,2011-01-18,2011,01
5896,ST91578,California,No,Extended,Master,Unemployed,M,Rural,Divorced,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-19,2011,01
5897,AP52565,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Branch,Four-Door Car,Medsize,2011-02-26,2011,02
5898,BT68954,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Special Auto,Special L2,Agent,Four-Door Car,Medsize,2011-02-28,2011,02
5899,NU93648,Arizona,No,Basic,Bachelor,Unemployed,M,Urban,Married,Corporate Auto,Corporate L1,Call Center,Two-Door Car,Medsize,2011-02-05,2011,02
5900,OU60143,Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Agent,Four-Door Car,Small,2011-01-28,2011,01
5901,EC51047,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Agent,Four-Door Car,Small,2011-01-23,2011,01
5902,EV46476,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Web,SUV,Small,2011-02-16,2011,02
5903,HB59616,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Agent,Two-Door Car,Large,2011-02-09,2011,02
5904,RA34556,California,No,Basic,High School or Below,Disabled,M,Suburban,Divorced,Corporate Auto,Corporate L3,Branch,Four-Door Car,Medsize,2011-01-23,2011,01
5905,NB87421,Arizona,No,Premium,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-01-23,2011,01
5906,HR64765,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Luxury Car,Small,2011-02-04,2011,02
5907,FM70419,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-16,2011,01
5908,GX51965,California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L1,Agent,Sports Car,Medsize,2011-02-17,2011,02
5909,OS75351,Oregon,Yes,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Branch,Four-Door Car,Medsize,2011-01-31,2011,01
5910,TU25694,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-06,2011,01
5911,JS90115,Nevada,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-09,2011,01
5912,KW93227,Washington,No,Basic,College,Employed,M,Suburban,Married,Special Auto,Special L1,Branch,Four-Door Car,Small,2011-02-11,2011,02
5913,SU41739,California,No,Extended,College,Unemployed,M,Urban,Married,Personal Auto,Personal L3,Branch,SUV,Small,2011-01-18,2011,01
5914,TV75816,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Agent,Two-Door Car,Medsize,2011-02-19,2011,02
5915,RS54064,Washington,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Branch,Two-Door Car,Medsize,2011-02-27,2011,02
5916,OB63331,Arizona,No,Basic,Doctor,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Web,Four-Door Car,Small,2011-01-27,2011,01
5917,TI58610,Arizona,No,Basic,Master,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Branch,Four-Door Car,Small,2011-02-15,2011,02
5918,TJ82551,Nevada,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Web,Four-Door Car,Medsize,2011-01-25,2011,01
5919,ZO43755,Oregon,No,Basic,Master,Disabled,F,Suburban,Married,Corporate Auto,Corporate L3,Branch,SUV,Medsize,2011-02-11,2011,02
5920,VG16827,California,Yes,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Branch,SUV,Medsize,2011-01-16,2011,01
5921,KJ48497,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Agent,SUV,Medsize,2011-02-02,2011,02
5922,NA27429,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Agent,Two-Door Car,Large,2011-01-15,2011,01
5923,AZ38648,Washington,Yes,Basic,Master,Retired,F,Urban,Married,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-01-20,2011,01
5924,SR53077,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-02-13,2011,02
5925,UO12263,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Agent,Four-Door Car,Medsize,2011-02-28,2011,02
5926,BC86800,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Call Center,Two-Door Car,Small,2011-01-24,2011,01
5927,ZQ28996,Nevada,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Web,Four-Door Car,Large,2011-01-01,2011,01
5928,JI42730,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Small,2011-02-03,2011,02
5929,VF21170,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Agent,SUV,Medsize,2011-01-19,2011,01
5930,MP25903,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Two-Door Car,Small,2011-01-09,2011,01
5931,YH24323,California,No,Basic,College,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Branch,Four-Door Car,Small,2011-02-03,2011,02
5932,XB86235,Arizona,No,Basic,Doctor,Disabled,M,Suburban,Single,Personal Auto,Personal L2,Agent,Sports Car,Medsize,2011-02-08,2011,02
5933,WR53191,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Corporate L2,Web,SUV,Medsize,2011-02-16,2011,02
5934,UM83813,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Web,Luxury SUV,Small,2011-02-06,2011,02
5935,JW45704,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-07,2011,02
5936,PV26437,California,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-01-12,2011,01
5937,AX39008,Oregon,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Call Center,Two-Door Car,Medsize,2011-01-02,2011,01
5938,DJ52170,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,Special L3,Agent,Four-Door Car,Medsize,2011-01-10,2011,01
5939,RM34371,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Branch,Two-Door Car,Medsize,2011-02-25,2011,02
5940,TZ65661,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Branch,Two-Door Car,Small,2011-01-15,2011,01
5941,YD74214,California,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Agent,Two-Door Car,Small,2011-01-28,2011,01
5942,AR99766,Nevada,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-01-20,2011,01
5943,ZA30025,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Call Center,SUV,Medsize,2011-02-24,2011,02
5944,IE85867,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-31,2011,01
5945,XK52242,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Agent,SUV,Medsize,2011-01-31,2011,01
5946,RP12388,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Web,Two-Door Car,Medsize,2011-01-15,2011,01
5947,TP30316,California,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Agent,Two-Door Car,Small,2011-02-08,2011,02
5948,RS60249,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Branch,Two-Door Car,Medsize,2011-01-10,2011,01
5949,AL50693,Oregon,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Agent,SUV,Medsize,2011-01-07,2011,01
5950,SH36838,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-01-23,2011,01
5951,CV44550,Arizona,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Call Center,Four-Door Car,Small,2011-01-18,2011,01
5952,YO23637,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Special L3,Branch,Two-Door Car,Medsize,2011-02-24,2011,02
5953,AJ32539,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-02-27,2011,02
5954,VQ48245,Washington,No,Extended,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Small,2011-02-28,2011,02
5955,ID15010,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Agent,Sports Car,Medsize,2011-01-18,2011,01
5956,RH28799,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-02-23,2011,02
5957,WC72942,Oregon,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Web,Two-Door Car,Small,2011-02-08,2011,02
5958,HT92952,California,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Agent,SUV,Medsize,2011-01-21,2011,01
5959,LR82110,Nevada,No,Basic,Doctor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Web,SUV,Medsize,2011-01-27,2011,01
5960,JE19783,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Branch,Two-Door Car,Small,2011-01-06,2011,01
5961,MX97096,Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-18,2011,02
5962,TD51026,Arizona,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Branch,SUV,Medsize,2011-02-25,2011,02
5963,SD75391,California,No,Basic,Master,Retired,F,Urban,Married,Personal Auto,Personal L2,Web,Four-Door Car,Medsize,2011-01-24,2011,01
5964,CN29830,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-01-27,2011,01
5965,RV52244,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-02-20,2011,02
5966,WA59097,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Large,2011-02-04,2011,02
5967,TV23956,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Agent,Four-Door Car,Small,2011-02-23,2011,02
5968,XQ81794,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-02-25,2011,02
5969,BB21794,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-02-07,2011,02
5970,HC63693,Arizona,No,Extended,College,Employed,F,Suburban,Single,Corporate Auto,Corporate L1,Branch,Two-Door Car,Medsize,2011-02-27,2011,02
5971,KJ55021,Washington,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-01-21,2011,01
5972,HX45529,Oregon,No,Extended,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-02-04,2011,02
5973,XY78443,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-02-12,2011,02
5974,KQ38375,California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Call Center,SUV,Medsize,2011-02-10,2011,02
5975,HC66205,Washington,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Branch,Four-Door Car,Large,2011-01-25,2011,01
5976,KF62288,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L2,Call Center,Two-Door Car,Large,2011-01-22,2011,01
5977,YE46109,Arizona,No,Extended,College,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Branch,SUV,Small,2011-01-09,2011,01
5978,TT30338,Arizona,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-02-10,2011,02
5979,MC22692,Washington,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,Branch,Two-Door Car,Small,2011-01-19,2011,01
5980,FW17421,Washington,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Call Center,Four-Door Car,Large,2011-01-19,2011,01
5981,KE83023,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Branch,SUV,Medsize,2011-02-11,2011,02
5982,HT96569,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-02-23,2011,02
5983,GO27855,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Web,Four-Door Car,Small,2011-01-23,2011,01
5984,UX71974,California,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Call Center,Luxury Car,Small,2011-01-04,2011,01
5985,QT97406,Arizona,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Web,Two-Door Car,Large,2011-01-11,2011,01
5986,QQ37605,Washington,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-01,2011,02
5987,BL79888,Oregon,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Agent,Sports Car,Medsize,2011-01-14,2011,01
5988,WF91295,Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal Auto,Personal L2,Web,Two-Door Car,Small,2011-02-03,2011,02
5989,NQ92014,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Web,SUV,Medsize,2011-02-11,2011,02
5990,RP33869,Washington,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Call Center,Two-Door Car,Small,2011-02-19,2011,02
5991,TS31001,Oregon,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Branch,SUV,Medsize,2011-02-02,2011,02
5992,NE58217,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Agent,Four-Door Car,Large,2011-02-19,2011,02
5993,BV57364,Arizona,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Agent,SUV,Medsize,2011-02-05,2011,02
5994,FS84707,Nevada,No,Basic,Doctor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Web,Four-Door Car,Small,2011-01-03,2011,01
5995,AN80983,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Web,Four-Door Car,Medsize,2011-01-23,2011,01
5996,UU84036,California,No,Basic,High School or Below,Employed,M,Urban,Married,Special Auto,Special L2,Agent,Two-Door Car,Medsize,2011-01-01,2011,01
5997,XQ51968,California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Agent,Two-Door Car,Medsize,2011-01-01,2011,01
5998,CY59740,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Branch,Four-Door Car,Small,2011-01-18,2011,01
5999,XT58648,Arizona,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,Branch,SUV,Large,2011-01-02,2011,01
6000,WZ63975,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Agent,Two-Door Car,Small,2011-02-04,2011,02
6001,RQ72272,Arizona,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Call Center,Two-Door Car,Medsize,2011-02-11,2011,02
6002,FR34560,Oregon,No,Basic,Master,Medical Leave,F,Suburban,Divorced,Corporate Auto,Corporate L3,Web,Four-Door Car,Medsize,2011-02-23,2011,02
6003,EF99768,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L1,Call Center,SUV,Large,2011-02-20,2011,02
6004,LW50691,Nevada,No,Premium,College,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Web,Four-Door Car,Medsize,2011-01-02,2011,01
6005,EP34249,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Branch,SUV,Small,2011-01-21,2011,01
6006,DQ54144,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Agent,SUV,Small,2011-01-12,2011,01
6007,SE62920,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Branch,SUV,Medsize,2011-01-30,2011,01
6008,PL54420,Arizona,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Web,SUV,Medsize,2011-01-11,2011,01
6009,QG22665,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Small,2011-02-14,2011,02
6010,LJ59940,Nevada,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-01-27,2011,01
6011,AV17528,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Branch,Sports Car,Medsize,2011-02-03,2011,02
6012,ZU88796,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Small,2011-01-21,2011,01
6013,SD96596,Washington,No,Extended,High School or Below,Employed,F,Urban,Single,Personal Auto,Personal L2,Branch,Luxury SUV,Medsize,2011-01-05,2011,01
6014,LT98784,Oregon,No,Basic,Master,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-14,2011,02
6015,OQ45659,Arizona,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-01-01,2011,01
6016,ZS66375,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-03,2011,01
6017,EJ67407,Arizona,No,Premium,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,Corporate L2,Agent,Four-Door Car,Medsize,2011-02-07,2011,02
6018,JD19036,Arizona,No,Extended,Master,Employed,F,Urban,Single,Personal Auto,Personal L1,Agent,SUV,Medsize,2011-02-18,2011,02
6019,YO11701,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Call Center,SUV,Small,2011-02-07,2011,02
6020,KO73340,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Branch,Four-Door Car,Medsize,2011-01-02,2011,01
6021,BV53716,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-02-12,2011,02
6022,CV95479,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Agent,Four-Door Car,Small,2011-02-15,2011,02
6023,OZ97304,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Call Center,Four-Door Car,Medsize,2011-02-23,2011,02
6024,RE63028,Nevada,No,Extended,High School or Below,Employed,F,Urban,Single,Personal Auto,Personal L2,Call Center,Four-Door Car,Medsize,2011-02-15,2011,02
6025,LN37854,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Call Center,Four-Door Car,Small,2011-02-22,2011,02
6026,MU76701,Washington,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Call Center,Four-Door Car,Small,2011-01-20,2011,01
6027,VI66513,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Branch,Four-Door Car,Small,2011-01-03,2011,01
