,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year_effective_to_date,month_effective_to_date
5466,MF,83904,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-01-12,2011,01
5467,MH,14039,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Small,2011-01-02,2011,01
5468,XJ,26467,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-29,2011,01
5469,BC,53546,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,3,4,Call Center,Two-Door Car,Medsize,2011-02-19,2011,02
5470,KB,58189,Oregon,No,Basic,College,Employed,F,Urban,Married,Special Auto,2,3,Agent,Four-Door Car,Medsize,2011-02-10,2011,02
5471,FF,31523,Washington,No,Premium,Master,Employed,F,Urban,Married,Corporate Auto,1,3,Agent,SUV,Medsize,2011-02-01,2011,02
5472,EE,98024,California,No,Premium,College,Medical Leave,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Small,2011-02-02,2011,02
5473,QA,50777,Oregon,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-17,2011,01
5474,HW,36182,California,No,Basic,Master,Unemployed,M,Suburban,Married,Personal Auto,1,2,Agent,Two-Door Car,Medsize,2011-02-03,2011,02
5475,SB,64064,Nevada,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Large,2011-01-10,2011,01
5476,MY,60905,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Medsize,2011-01-03,2011,01
5477,FB,77856,Nevada,Yes,Basic,College,Retired,M,Suburban,Married,Personal Auto,3,2,Agent,Sports Car,Medsize,2011-01-20,2011,01
5478,XQ,93931,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,3,3,Web,Four-Door Car,Medsize,2011-02-27,2011,02
5479,WA,74455,Arizona,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,1,2,Agent,SUV,Large,2011-01-26,2011,01
5480,GK,98989,Washington,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Small,2011-01-17,2011,01
5481,VA,35421,Nevada,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,1,2,Branch,Two-Door Car,Large,2011-02-02,2011,02
5482,BB,41401,Arizona,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-12,2011,01
5483,RQ,16234,Arizona,No,Extended,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,3,2,Branch,Sports Car,Medsize,2011-02-16,2011,02
5484,DO,83789,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Small,2011-02-02,2011,02
5485,AK,46006,Oregon,No,Extended,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,1,1,Call Center,Luxury SUV,Medsize,2011-01-17,2011,01
5486,CJ,59481,Washington,No,Basic,College,Employed,M,Rural,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-28,2011,02
5487,JL,86651,Nevada,No,Premium,College,Employed,M,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Medsize,2011-01-27,2011,01
5488,AN,32867,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-19,2011,02
5489,AC,67315,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,4,Agent,Sports Car,Large,2011-02-21,2011,02
5490,XN,90444,California,No,Basic,Doctor,Employed,M,Suburban,Single,Special Auto,1,2,Call Center,Two-Door Car,Medsize,2011-01-22,2011,01
5491,CZ,72326,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Two-Door Car,Medsize,2011-01-14,2011,01
5492,FG,18525,Nevada,No,Basic,Bachelor,Unemployed,M,Rural,Married,Personal Auto,3,4,Web,Two-Door Car,Medsize,2011-01-23,2011,01
5493,HC,25359,Oregon,No,Premium,Master,Employed,F,Urban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-06,2011,01
5494,SM,39580,Arizona,No,Extended,Doctor,Unemployed,M,Suburban,Married,Corporate Auto,2,2,Call Center,Two-Door Car,Large,2011-02-09,2011,02
5495,UU,81720,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-04,2011,01
5496,WO,53546,Oregon,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,3,2,Agent,Sports Car,Medsize,2011-01-28,2011,01
5497,UH,76249,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-05,2011,01
5498,YP,79029,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,3,2,Web,Sports Car,Medsize,2011-02-07,2011,02
5499,HS,79851,Oregon,Yes,Extended,Bachelor,Retired,M,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Medsize,2011-02-14,2011,02
5500,YR,49519,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Corporate Auto,3,2,Branch,Four-Door Car,Small,2011-01-29,2011,01
5501,AN,21193,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-10,2011,01
5502,TS,98462,Washington,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,3,3,Branch,Two-Door Car,Medsize,2011-01-15,2011,01
5503,OB,11898,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Medsize,2011-01-12,2011,01
5504,RS,85283,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Small,2011-01-16,2011,01
5505,NW,19960,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,SUV,Medsize,2011-01-11,2011,01
5506,AI,11191,Arizona,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,2,1,Branch,SUV,Medsize,2011-02-24,2011,02
5507,PF,24757,Arizona,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-09,2011,01
5508,NY,20756,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-28,2011,01
5509,EU,98982,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,SUV,Medsize,2011-01-13,2011,01
5510,GL,54755,Washington,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-04,2011,01
5511,UF,13251,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Web,SUV,Medsize,2011-02-26,2011,02
5512,HK,16676,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Small,2011-01-22,2011,01
5513,KF,80571,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-01-02,2011,01
5514,XB,43418,California,No,Extended,College,Employed,M,Urban,Single,Special Auto,2,3,Branch,SUV,Small,2011-02-09,2011,02
5515,IA,78643,Washington,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Web,Sports Car,Medsize,2011-01-02,2011,01
5516,RI,97135,Washington,No,Extended,Bachelor,Unemployed,M,Urban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-07,2011,01
5517,HZ,52656,Washington,Yes,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-01-21,2011,01
5518,BM,71358,Arizona,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-03,2011,01
5519,DJ,42087,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-16,2011,01
5520,NV,98267,Arizona,No,Basic,Bachelor,Unemployed,M,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-04,2011,01
5521,YD,27780,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate Auto,2,3,Call Center,SUV,Medsize,2011-01-19,2011,01
5522,DZ,38951,Oregon,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-17,2011,02
5523,VO,84133,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-08,2011,02
5524,FP,86246,California,No,Premium,Bachelor,Employed,M,Urban,Divorced,Personal Auto,2,3,Call Center,Four-Door Car,Medsize,2011-01-31,2011,01
5525,YA,37626,Oregon,No,Extended,Master,Employed,M,Suburban,Single,Personal Auto,1,4,Branch,SUV,Medsize,2011-01-05,2011,01
5526,XW,54288,California,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-10,2011,02
5527,ET,81343,California,No,Extended,Doctor,Employed,M,Suburban,Divorced,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-01-21,2011,01
5528,CW,57351,Nevada,No,Extended,College,Employed,F,Urban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Small,2011-01-24,2011,01
5529,EV,39201,California,Yes,Extended,College,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-01-06,2011,01
5530,YV,40022,California,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Sports Car,Medsize,2011-01-18,2011,01
5531,IX,44049,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Two-Door Car,Medsize,2011-01-29,2011,01
5532,DI,51103,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,2,Call Center,Four-Door Car,Small,2011-02-11,2011,02
5533,AS,78838,California,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-09,2011,02
5534,YJ,16399,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-01,2011,01
5535,LH,52773,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,SUV,Medsize,2011-01-17,2011,01
5536,XF,99212,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,1,3,Agent,Two-Door Car,Medsize,2011-01-21,2011,01
5537,CL,52383,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Special Auto,2,3,Branch,Four-Door Car,Medsize,2011-01-15,2011,01
5538,DD,28380,Arizona,No,Premium,College,Medical Leave,F,Suburban,Married,Personal Auto,1,1,Call Center,Four-Door Car,Medsize,2011-02-09,2011,02
5539,CP,87192,California,No,Extended,College,Medical Leave,F,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-08,2011,01
5540,MH,43755,Arizona,No,Premium,College,Disabled,F,Urban,Married,Personal Auto,2,2,Agent,Sports Car,Medsize,2011-02-14,2011,02
5541,KT,38145,California,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-30,2011,01
5542,FU,65756,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize,2011-02-12,2011,02
5543,YG,92601,California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,3,2,Call Center,Two-Door Car,Medsize,2011-01-10,2011,01
5544,MZ,63755,California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,1,1,Call Center,SUV,Medsize,2011-02-27,2011,02
5545,BI,33231,California,No,Extended,High School or Below,Unemployed,F,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-12,2011,02
5546,ZD,71862,Oregon,No,Premium,High School or Below,Employed,F,Urban,Married,Personal Auto,3,3,Agent,SUV,Small,2011-02-07,2011,02
5547,VT,87641,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Small,2011-02-16,2011,02
5548,TN,61016,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,2,3,Agent,Four-Door Car,Small,2011-01-02,2011,01
5549,PX,27645,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,1,Call Center,SUV,Medsize,2011-01-03,2011,01
5550,IS,53899,Nevada,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-22,2011,02
5551,KC,69320,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,2,2,Agent,Sports Car,Small,2011-02-22,2011,02
5552,WR,86431,Nevada,No,Extended,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,1,1,Agent,SUV,Medsize,2011-01-25,2011,01
5553,TY,27229,Arizona,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,2,3,Agent,Four-Door Car,Medsize,2011-02-24,2011,02
5554,LC,42182,Nevada,No,Premium,High School or Below,Employed,F,Rural,Divorced,Personal Auto,3,1,Agent,Luxury SUV,Medsize,2011-01-23,2011,01
5555,SZ,64974,Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-01-31,2011,01
5556,AH,89786,Oregon,No,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,1,2,Branch,Two-Door Car,Medsize,2011-02-13,2011,02
5557,QO,70290,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,1,1,Agent,Sports Car,Medsize,2011-02-19,2011,02
5558,IR,78670,California,No,Premium,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Large,2011-02-15,2011,02
5559,OU,24549,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,2,1,Call Center,SUV,Medsize,2011-02-19,2011,02
5560,OO,96263,Nevada,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,2,Call Center,Two-Door Car,Medsize,2011-02-11,2011,02
5561,SY,86059,California,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Large,2011-02-24,2011,02
5562,JZ,76788,Nevada,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Small,2011-02-28,2011,02
5563,AB,23825,California,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,1,4,Agent,Two-Door Car,Medsize,2011-01-28,2011,01
5564,BH,61137,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,1,1,Web,Four-Door Car,Large,2011-01-28,2011,01
5565,QW,21716,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-30,2011,01
5566,IU,95336,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,2,2,Branch,Four-Door Car,Medsize,2011-02-28,2011,02
5567,TY,22591,Washington,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,SUV,Medsize,2011-01-18,2011,01
5568,VR,18539,Washington,No,Basic,College,Employed,M,Urban,Single,Personal Auto,2,1,Branch,SUV,Medsize,2011-02-27,2011,02
5569,GD,89605,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Corporate Auto,1,4,Agent,Four-Door Car,Small,2011-02-12,2011,02
5570,RD,47708,Oregon,No,Extended,College,Employed,M,Rural,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-02-04,2011,02
5571,XH,47201,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,4,Agent,Two-Door Car,Medsize,2011-01-24,2011,01
5572,TW,62773,Washington,No,Extended,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Medsize,2011-02-14,2011,02
5573,QP,77560,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Large,2011-01-18,2011,01
5574,QV,66305,Washington,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,1,1,Call Center,SUV,Large,2011-02-07,2011,02
5575,WC,83676,Nevada,No,Basic,College,Employed,M,Urban,Married,Special Auto,3,2,Web,Four-Door Car,Medsize,2011-02-18,2011,02
5576,QD,98396,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Sports Car,Medsize,2011-02-21,2011,02
5577,AM,36670,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,3,1,Branch,Four-Door Car,Large,2011-02-16,2011,02
5578,CJ,78727,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,1,4,Call Center,Two-Door Car,Medsize,2011-02-21,2011,02
5579,GN,61665,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,3,3,Agent,Sports Car,Medsize,2011-02-13,2011,02
5580,HY,49431,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,1,3,Branch,Four-Door Car,Medsize,2011-02-26,2011,02
5581,IK,82336,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,2,3,Branch,SUV,Small,2011-02-13,2011,02
5582,WA,16954,Arizona,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-19,2011,02
5583,QD,69852,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,3,Agent,Four-Door Car,Medsize,2011-01-23,2011,01
5584,XG,47945,Oregon,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,3,3,Agent,Two-Door Car,Small,2011-01-26,2011,01
5585,UV,57184,California,No,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,3,4,Agent,Four-Door Car,Small,2011-02-01,2011,02
5586,JU,55710,Oregon,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,1,2,Call Center,Two-Door Car,Large,2011-02-26,2011,02
5587,PT,50287,Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,1,1,Call Center,Four-Door Car,Medsize,2011-02-27,2011,02
5588,AB,73565,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Medsize,2011-02-07,2011,02
5589,PK,20739,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,1,1,Branch,Two-Door Car,Medsize,2011-01-05,2011,01
5590,XI,85062,Nevada,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small,2011-01-21,2011,01
5591,KA,77514,Washington,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,1,3,Call Center,Four-Door Car,Medsize,2011-02-02,2011,02
5592,ND,80148,California,No,Premium,College,Employed,M,Urban,Married,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-03,2011,01
5593,AK,72422,California,No,Premium,College,Disabled,M,Suburban,Divorced,Corporate Auto,3,1,Call Center,Sports Car,Small,2011-02-20,2011,02
5594,LN,49978,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Medsize,2011-02-09,2011,02
5595,RZ,80299,California,No,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,3,3,Agent,Four-Door Car,Small,2011-02-23,2011,02
5596,QU,53781,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,1,4,Branch,SUV,Medsize,2011-02-08,2011,02
5597,MD,70013,Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-02-05,2011,02
5598,QD,97878,Nevada,No,Premium,Master,Medical Leave,M,Suburban,Married,Personal Auto,2,4,Agent,Two-Door Car,Small,2011-02-21,2011,02
5599,WK,24299,California,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,3,2,Agent,SUV,Medsize,2011-02-18,2011,02
5600,RJ,45123,Oregon,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,2,2,Agent,SUV,Medsize,2011-02-08,2011,02
5601,HM,33037,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,1,4,Web,Luxury Car,Medsize,2011-01-10,2011,01
5602,QY,70905,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-01-12,2011,01
5603,YL,86561,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,1,3,Web,Four-Door Car,Medsize,2011-02-22,2011,02
5604,LK,40971,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-24,2011,01
5605,UI,44314,Arizona,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-25,2011,01
5606,NN,44612,Nevada,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-28,2011,02
5607,MA,37431,California,No,Premium,College,Employed,F,Suburban,Married,Corporate Auto,2,1,Call Center,Two-Door Car,Small,2011-01-29,2011,01
5608,DP,57381,Nevada,No,Extended,College,Employed,M,Urban,Divorced,Personal Auto,2,3,Branch,Two-Door Car,Medsize,2011-02-11,2011,02
5609,PX,45824,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-13,2011,02
5610,OG,17838,Washington,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-01-17,2011,01
5611,WG,37485,Oregon,No,Extended,College,Employed,F,Suburban,Single,Personal Auto,2,2,Call Center,Sports Car,Medsize,2011-01-11,2011,01
5612,RV,95842,California,No,Extended,College,Retired,M,Suburban,Divorced,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-02-07,2011,02
5613,NG,13451,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Small,2011-02-13,2011,02
5614,UQ,82778,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,1,2,Agent,Two-Door Car,Medsize,2011-02-14,2011,02
5615,ZG,16710,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-02-09,2011,02
5616,OT,53330,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,3,1,Branch,SUV,Medsize,2011-02-21,2011,02
5617,LZ,12396,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,1,1,Branch,Four-Door Car,Medsize,2011-02-05,2011,02
5618,UU,77151,Washington,No,Extended,College,Employed,F,Urban,Married,Personal Auto,3,1,Branch,Sports Car,Medsize,2011-01-25,2011,01
5619,CD,71877,Nevada,No,Premium,Bachelor,Employed,F,Rural,Single,Corporate Auto,3,1,Agent,Sports Car,Medsize,2011-01-28,2011,01
5620,PA,95799,Arizona,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Medsize,2011-02-05,2011,02
5621,FK,28721,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,2,3,Agent,Two-Door Car,Medsize,2011-01-08,2011,01
5622,CM,42637,Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-10,2011,02
5623,CI,47242,Washington,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,SUV,Small,2011-02-10,2011,02
5624,FE,46445,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-22,2011,01
5625,PD,32854,Arizona,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,1,2,Call Center,SUV,Medsize,2011-01-19,2011,01
5626,GV,35061,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Special Auto,3,2,Branch,Two-Door Car,Medsize,2011-01-08,2011,01
5627,BG,44829,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,2,1,Branch,SUV,Medsize,2011-01-16,2011,01
5628,RH,83684,Oregon,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,1,2,Web,Two-Door Car,Medsize,2011-01-07,2011,01
5629,SB,82356,Nevada,No,Extended,Bachelor,Retired,F,Suburban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-29,2011,01
5630,TW,49116,Nevada,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-03,2011,01
5631,RJ,39700,Oregon,No,Basic,Bachelor,Medical Leave,M,Urban,Single,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,2011-02-07,2011,02
5632,LO,40410,Oregon,Yes,Basic,Doctor,Disabled,F,Suburban,Divorced,Personal Auto,3,2,Branch,Two-Door Car,Medsize,2011-01-27,2011,01
5633,SX,85653,Arizona,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,SUV,Medsize,2011-01-25,2011,01
5634,PH,91033,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,2,1,Web,Sports Car,Medsize,2011-01-25,2011,01
5635,LC,69427,Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,3,4,Branch,Four-Door Car,Small,2011-01-21,2011,01
5636,MZ,85889,California,No,Basic,Master,Employed,F,Rural,Divorced,Corporate Auto,2,2,Call Center,Two-Door Car,Large,2011-02-26,2011,02
5637,GL,82358,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-14,2011,02
5638,AM,94127,Oregon,No,Basic,College,Employed,M,Rural,Single,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-16,2011,02
5639,TO,19482,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,Two-Door Car,Medsize,2011-02-12,2011,02
5640,WA,68850,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,3,Agent,SUV,Medsize,2011-02-09,2011,02
5641,ER,97256,Arizona,Yes,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-24,2011,02
5642,CK,85904,California,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,3,2,Agent,SUV,Small,2011-02-23,2011,02
5643,GH,30325,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,2,3,Branch,Four-Door Car,Medsize,2011-01-13,2011,01
5644,LG,98245,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-10,2011,01
