Customer,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
YE64125,2649.207711,36283,68,14,63,1,1,291.410965
QT39025,4582.899414,66991,115,1,71,0,1,399.617715
LO15516,2691.70088,34322,70,20,46,2,1,336.0
FM47139,2466.376803,44855,63,3,71,1,1,103.607499
LW59140,9277.472901,97729,115,4,48,1,7,221.047584
JA26024,4142.561212,48263,104,2,32,0,1,674.863718
YF16441,27990.27159,68343,79,20,78,0,2,379.2
QT43282,9409.143498,76847,118,16,52,0,3,31.58501
NL17964,2581.022016,35795,65,25,53,0,1,312.0
CD27895,7637.111954,0,71,1,29,0,2,340.8
CF62992,2471.077732,53074,61,5,86,0,1,268.773368
QK23742,2302.818965,0,63,13,48,0,1,732.638975
UV64489,8716.368952,28743,112,9,13,0,3,537.6
ED65109,5207.985921,81839,65,23,39,1,4,74.666163
SC40169,2719.506996,14030,72,11,3,0,1,345.6
PW88443,2452.726922,32764,61,30,23,0,1,292.953446
YZ38778,3829.090645,74775,95,18,35,0,1,676.658911
EO77382,8873.525122,53503,114,3,43,0,7,547.2
SM42728,15925.05739,34455,135,8,69,0,2,648.0
PX31667,2952.360309,52198,74,2,62,0,1,355.2
NC35008,15923.95503,64429,133,1,58,2,2,222.080015
XC77244,7285.030983,44788,61,6,48,0,2,386.031248
UM52895,13104.30284,30130,110,22,12,0,2,528.0
WV39838,2436.839358,0,65,34,84,0,1,149.241472
IT92328,9350.872287,0,275,3,64,1,1,1980.0
QD86074,9035.671134,34337,113,20,44,0,9,542.4
WH80404,17250.74771,22276,111,19,73,1,2,783.211084
XH20787,2549.080421,52980,64,33,93,0,1,191.945693
ZU50513,8954.840118,97736,74,19,22,0,2,60.090984
TW42649,2467.97792,0,67,0,14,0,1,222.903462
QH46481,7700.619936,0,73,18,16,1,2,792.868448
MQ73697,3776.665506,68727,94,19,76,0,1,386.520235
UG48681,8044.872393,71391,67,29,39,0,2,284.000172
ID58230,5029.671927,62271,63,30,52,0,3,25.478179
DY35486,19957.79034,0,187,1,7,0,2,1346.4
EP64833,6179.699689,0,86,12,96,0,8,412.8
MC69755,5678.050167,0,76,8,44,0,3,364.8
ZZ41158,4089.429492,28506,104,27,37,0,1,499.2
QM59790,3142.87734,0,86,17,35,0,1,412.8
LL67008,22895.34606,0,94,14,17,0,2,676.8
ZU69163,5586.893159,94161,69,0,65,0,4,108.989737
EB72052,12105.29422,33345,102,34,37,0,2,694.078608
WA60547,11971.97765,64195,158,0,27,4,6,618.288849
RV97631,15328.45723,0,138,1,34,0,2,688.828746
SS20130,5424.256733,67414,68,7,37,0,8,148.778455
ZI72165,4981.825724,33176,63,22,75,0,3,302.4
HD29166,14635.45158,0,139,5,56,0,2,667.2
NP30139,6862.866306,56779,86,21,16,0,3,435.388932
FV54537,13745.04802,40810,114,8,14,0,2,780.378964
SG62327,8111.651948,30622,68,22,86,0,2,326.4
FX26050,22712.02364,14119,67,4,53,0,2,68.019973
DU50092,56675.93768,77237,283,33,93,0,2,1358.4
EU48798,8160.587729,24980,71,34,14,0,2,511.2
WE93328,3919.366722,66676,97,0,40,0,1,558.099357
KP83069,7286.155383,0,69,4,83,1,2,669.716478
GO56075,7589.634,0,69,30,97,0,2,331.2
DI19952,9032.370378,0,82,24,21,0,2,157.208336
SV58690,5555.556089,41853,71,17,51,0,3,155.511553
RF35142,8257.666512,23815,73,4,47,0,2,424.330166
CU69816,2721.749756,22885,73,20,46,0,1,386.245297
JM67025,5230.092742,32630,66,26,40,0,3,202.961374
OB69329,6273.911874,18577,86,21,76,0,6,412.8
GF19726,5866.068903,75952,73,5,17,0,3,350.4
FH39427,8802.188243,96390,73,17,47,0,2,316.977588
VM69145,8722.895091,25680,73,10,93,0,2,332.40907
GN76399,8178.521899,0,112,17,29,0,7,806.4
IV94496,43217.21611,51504,220,30,99,0,2,2552.343856
NM91640,2442.216651,0,74,15,9,3,1,532.8
DS46955,2919.710443,41456,73,11,19,0,1,257.380112
LU82585,6366.225775,44368,80,5,72,0,3,384.0
QX31376,17114.32815,70961,85,19,8,0,2,408.0
SQ36805,2395.57,21986,63,1,9,0,1,333.696228
UY57856,2987.949471,0,83,14,22,0,1,708.693556
OG84541,12780.276,33514,105,33,2,0,2,265.215014
NT66759,3906.669584,60230,98,13,91,0,1,8.129056
PR74307,2594.591182,0,70,17,47,1,1,494.196873
PW15144,5267.848664,40818,66,6,3,0,6,316.8
KS89479,9095.049868,37937,116,11,42,0,5,556.8
QA22158,7122.273163,64571,89,34,91,0,6,452.115601
MK32733,9117.441695,0,126,29,61,0,3,421.906803
WL85494,41075.42879,21988,209,12,62,0,2,1003.2
RZ79717,3486.699561,0,95,12,5,0,1,684.0
NS12730,7297.687812,24672,93,9,44,0,9,669.6
YK32760,2502.209885,0,74,26,95,1,1,355.2
SS77718,9955.490835,0,96,1,79,0,2,460.8
QP62600,7094.158873,72878,61,0,58,2,2,45.463345
ET47892,12280.76661,88340,102,16,1,0,2,489.6
PS78418,5773.90039,52278,73,31,91,0,3,234.997994
SK32629,4904.894731,12902,139,3,51,0,1,667.2
LQ79472,3423.822189,99816,86,0,0,0,1,172.913031
AI58500,2689.16845,26554,68,18,86,1,1,391.687368
ME47990,3109.007806,77485,77,0,87,0,1,355.909266
KU25309,22425.25604,22537,64,24,87,1,2,307.2
RW66792,5705.547071,76522,71,31,71,0,6,340.8
MN32305,2063.387895,0,64,22,34,3,1,602.911057
XS98744,5096.673223,22886,65,9,81,0,3,312.0
SL19130,4101.935985,0,115,1,34,0,1,552.0
JG66653,2537.929538,25506,65,10,16,0,1,312.0
GQ17441,3651.69247,0,110,7,70,0,1,1265.387328
WL67313,10014.05568,0,98,19,17,1,2,705.6
LX33054,6758.807188,0,191,22,38,0,1,2042.569089
HN97052,5205.90965,0,72,18,91,0,9,345.6
EB12732,2847.965582,96357,71,4,69,1,1,238.245103
KA29693,11513.35549,16266,100,11,23,0,2,1177.323534
KE41602,7588.35586,76516,95,13,15,0,9,661.008979
QF17193,2389.310128,20484,61,3,89,0,1,181.218317
IQ63581,5066.827444,40215,64,11,22,0,3,98.480884
MR39613,36860.90798,22854,122,28,53,0,2,878.4
RQ22171,3961.58618,0,118,6,34,1,1,264.642948
QV89791,8476.80656,55217,107,9,9,2,9,696.115596
MD15300,10110.76997,76276,86,24,19,0,2,93.309811
OW33876,2476.480866,47918,62,2,51,0,1,246.256648
SK12752,4462.997006,0,73,35,52,3,5,350.4
BW65176,3141.252909,43499,80,8,44,0,1,529.490007
XV31269,2496.140812,0,72,14,58,0,1,518.4
NV94455,6861.278936,0,71,11,21,3,2,476.197355
QA32784,4983.178714,21497,128,31,58,0,1,614.4
UH41125,2227.072755,27972,61,7,38,0,1,292.8
VS28690,9670.181104,20942,84,12,59,0,2,403.2
SD63822,5088.687654,0,71,31,52,0,4,511.2
QE50648,7095.134789,74298,177,9,81,0,1,161.537767
EL77795,5437.908293,23339,138,8,31,0,1,666.307195
VK98184,5033.693296,77031,125,17,17,0,1,600.0
BR69566,14019.83314,31739,71,10,29,0,2,469.882367
AI16519,4877.61238,0,66,4,30,0,5,420.39344
SN67992,3449.494119,25236,89,2,26,0,1,427.2
BE31382,3771.617797,0,103,25,16,1,1,685.227276
ZP49970,5824.817366,40964,74,7,57,0,8,355.2
OA23108,4379.92784,40896,109,3,61,0,1,319.294289
LY90785,5793.157728,95733,72,19,82,0,3,475.423848
ZR66788,2725.680297,39161,71,8,84,3,1,340.8
BL12371,5790.565333,84551,72,10,82,0,5,28.92584
GB68813,8502.237137,12843,111,6,47,0,3,1143.494486
IG90926,2476.588891,71551,62,10,19,0,1,297.6
CT86614,2426.95904,0,71,2,5,0,1,511.2
BL13393,5897.986595,77835,74,2,30,1,4,43.618784
TU33850,4617.391775,16764,61,13,79,0,7,292.8
IL25109,12521.42105,39007,105,29,16,0,2,1023.844984
OP67672,9079.823377,20290,113,6,75,0,3,766.519022
NW73460,7777.201669,46182,65,23,27,0,2,2.574682
LW57693,5601.68063,11920,74,20,27,0,7,355.2
JD81426,3459.037949,97162,86,0,63,0,1,32.715179
AM99192,9061.951591,42743,117,5,86,1,6,101.288057
LQ31287,6866.093807,0,64,18,59,0,2,40.44586
ZU25563,2659.70565,0,87,4,4,3,1,420.041981
RU75949,12332.51669,85789,105,18,54,2,2,122.302824
DV85764,21172.38983,0,82,24,86,0,2,588.269018
VU33725,3677.907634,31349,93,10,32,0,1,446.4
SV43220,9816.528302,37256,62,15,7,0,2,128.969729
WL61717,4922.165949,0,69,2,76,0,3,331.2
IW17510,7583.962264,0,102,27,29,0,5,848.161322
ZS35830,2685.901421,58166,67,3,19,0,1,91.914969
TY95197,4132.58858,0,63,4,55,1,3,453.6
PU73501,8622.835375,97361,73,6,85,0,2,350.4
FP65563,15253.26436,51937,193,5,40,0,9,850.389259
IC44995,4277.560211,75921,106,32,4,0,1,609.680428
AY55759,20096.89337,92766,71,17,15,0,2,379.029102
GO94903,4770.550911,12964,65,2,37,0,4,362.774545
TF35512,7025.65076,48117,88,4,51,0,3,422.4
HY43263,8265.379176,0,77,17,41,0,2,554.4
WP34496,24552.8746,0,118,18,66,1,2,966.541071
QE73187,4407.97312,66152,111,14,18,0,1,532.8
WL13766,2482.195895,31093,64,1,22,0,1,274.956819
VT44999,3858.867206,0,107,15,58,1,1,513.6
RZ14993,11572.10339,0,166,4,49,0,4,1195.2
XI14610,3645.464325,19121,95,1,18,0,1,915.188647
VE31268,4362.772279,0,65,11,46,0,3,468.0
ZD13262,10425.98532,68563,131,6,44,1,3,350.097052
OJ58066,7025.04419,24726,92,18,75,1,5,150.693773
RK81706,7388.733207,0,97,31,24,0,3,638.371157
NI18835,2927.734329,51991,73,4,95,0,1,124.376921
RA87395,8356.181097,0,118,25,29,0,7,153.176419
QN13323,8718.056722,89096,111,1,50,0,3,64.98293
BC53363,35227.29912,23031,148,26,76,0,2,710.4
VB26229,8697.882675,29540,73,3,23,0,2,350.4
AD28535,3554.845264,58557,88,4,83,0,1,55.510526
SE50560,2818.31302,88816,70,33,9,0,1,164.282841
YL65673,19045.50012,0,61,2,61,0,2,439.2
WK65741,2893.806196,61809,72,9,21,0,1,328.004855
GZ77449,14439.80313,58452,186,7,13,0,5,892.8
OF49789,5121.838914,57161,127,20,92,0,1,609.6
YX54093,2217.664193,0,65,11,69,0,1,111.872115
TD19026,2861.717418,90083,71,23,47,0,1,181.689191
XT67997,5979.724161,57693,76,16,56,0,3,547.2
WP65749,7377.231238,0,69,16,42,0,2,331.2
YT91759,6366.225775,44368,80,5,72,0,3,384.0
YH20696,8657.968597,68727,72,15,49,0,2,171.475838
NS14955,11726.18921,40564,97,0,36,0,2,85.968142
UH79028,5780.182197,51066,74,23,0,0,8,787.993313
JM89095,10058.74013,0,92,30,81,0,2,640.229108
NK26146,7072.928971,90551,61,28,4,4,2,374.527412
HE99696,4787.206586,0,67,16,45,0,5,321.6
HH15953,3013.439451,21353,80,28,21,0,1,576.0
ZO30377,3472.369996,0,102,25,48,0,1,976.112456
VZ23007,5380.898636,55350,67,0,13,0,9,321.6
DF74270,38230.21008,80321,105,25,1,0,2,166.972451
SE47384,5526.438887,94230,137,21,82,0,1,657.6
CS84396,4883.117399,53305,63,32,73,0,4,302.4
OQ20827,14203.04178,55593,182,10,48,1,9,677.63589
VU47281,5745.41663,0,165,27,38,0,1,1853.202354
BN62219,9602.07966,0,94,12,3,0,2,676.8
TP39671,3199.75316,0,87,3,43,0,1,132.492438
HX33134,2758.329817,22158,74,8,92,0,1,355.2
UR49989,2725.192659,81605,67,7,74,0,1,424.219182
VU48786,5550.149947,62219,69,7,73,0,4,243.238784
QM46642,2619.172388,15587,71,11,48,0,1,136.033828
TG60853,6265.343299,0,84,18,25,1,4,481.025786
CV40610,12313.16484,0,116,7,57,0,2,835.2
HI98447,10552.42728,28505,88,0,93,0,2,422.4
QD86271,12022.38645,25918,104,7,30,0,2,996.775536
ZD75163,9295.41115,0,261,33,44,0,1,2759.794354
LB98130,7440.92353,34137,62,6,9,0,2,297.6
VZ16820,10302.90289,21839,137,2,70,0,8,657.6
YE24562,3508.569533,20978,98,19,96,1,1,1176.2788
IH78357,5761.317533,83392,71,30,80,0,3,125.961938
TH96263,10280.80787,73661,128,34,47,0,3,404.329477
DC31768,4783.917752,49793,121,3,55,0,1,640.835113
YO81676,2142.892273,0,65,3,71,0,1,686.774939
MQ79612,8738.299629,91890,107,30,28,0,7,156.617415
ZZ77357,4468.2209,0,65,16,61,0,9,468.0
OE88763,11315.20373,11885,101,18,39,0,2,484.8
XP39695,21886.19626,43000,109,27,9,0,2,676.808053
QC28119,7681.551777,90043,63,12,21,0,2,203.226649
AZ29426,16702.69914,0,72,34,46,0,2,345.6
RI46607,5015.009472,48567,130,12,15,0,1,624.0
OJ63606,5776.338737,27510,159,5,28,3,1,871.457982
TQ89058,2777.525403,59124,70,18,31,2,1,173.426207
IW78492,4127.495254,0,119,20,89,3,1,856.8
WE88728,6670.850638,56531,170,34,24,3,1,816.0
PJ74689,14741.76092,0,139,2,33,1,2,667.2
ZI86917,38320.82017,45277,191,19,0,0,2,916.8
IJ71609,2064.697955,0,65,12,57,3,1,368.828511
FP17993,5504.139033,0,73,18,45,0,5,350.4
EC28398,5096.673223,22886,65,9,81,0,3,312.0
ZX85480,7995.441263,66685,67,35,50,2,2,38.763897
JP27787,5674.136445,65775,72,16,98,0,4,171.426318
NH24429,2886.232446,52972,74,3,68,0,1,355.2
QU58523,5794.682724,52979,72,14,53,0,4,345.6
EZ39383,10706.66957,55436,67,7,44,0,2,321.6
IR74017,5320.614976,32116,132,10,42,0,1,277.351026
DH68234,20498.83124,56070,74,5,73,0,2,87.990528
TZ37274,4628.280887,0,62,32,31,0,3,690.548602
QG67362,27287.50099,0,116,12,76,1,2,835.2
TN36916,4029.723325,93621,100,16,20,0,1,59.860273
FL74984,2744.083863,79192,70,11,74,0,1,336.0
FV15346,35444.31404,96853,98,34,68,0,2,565.504258
JV12632,2858.992036,0,83,25,91,4,1,355.385287
TF64196,5862.803295,75121,73,12,22,0,6,171.226873
PC27174,4031.539471,0,117,2,41,0,1,842.4
RL28880,7553.225007,69959,63,9,3,0,2,401.838921
FG46631,16699.46158,81400,104,6,19,0,2,499.2
PB29715,3233.262049,0,98,33,87,1,1,705.6
ZV42323,5640.729767,67523,72,35,21,0,7,345.237659
YS49138,8678.508294,62366,108,22,87,0,8,51.316527
XJ34057,10339.59799,67134,131,5,63,1,6,277.448968
NJ54277,3746.751625,41479,94,14,38,1,1,19.575683
RL64888,2571.260863,29697,66,0,58,4,1,316.8
UM28580,4428.031583,58577,110,6,62,0,1,303.872752
TO87218,7413.386729,0,106,7,44,0,4,508.8
YQ79307,4768.955924,51144,61,28,32,1,9,223.305224
KZ80383,6035.086336,29587,76,25,4,0,3,422.024661
TS78649,16280.19859,0,157,17,1,0,2,753.6
QX84389,9024.199159,71499,112,25,61,0,5,537.6
WC26700,7495.676658,0,106,23,45,0,5,763.2
JR26812,12520.97907,0,126,4,59,0,2,907.2
QD17769,2552.038766,75740,64,13,11,0,1,128.516525
VA89404,16887.79708,53262,62,11,18,4,2,223.72051
ZR41880,3038.829992,75180,77,15,30,3,1,154.907769
XK49057,4455.518101,31196,62,26,57,4,9,342.796508
ZM52280,11972.78231,0,186,0,67,2,5,1441.843837
UX93878,8513.697414,34505,106,13,44,0,9,359.861348
WY65854,9085.204991,0,82,14,27,2,2,146.757086
ES97823,24096.23695,0,97,1,40,0,2,1154.635974
CX34236,9095.049868,37937,116,11,42,0,5,556.8
CQ81839,21418.35544,21897,139,19,67,0,2,667.2
ES97399,10714.21449,55994,92,19,75,2,2,441.6
GL44478,9986.661111,24067,132,12,2,0,6,633.6
ML79788,7908.669486,43630,99,33,30,0,3,475.2
KZ67768,4869.596443,23811,130,20,8,0,1,624.0
XU67970,2121.647053,0,62,11,45,0,1,446.4
IQ40799,6328.180924,0,100,17,21,2,4,648.364172
BV80674,4340.858797,0,124,6,34,0,1,595.2
TH72397,6279.816729,50562,79,19,34,0,9,545.013504
EC13382,11981.98481,21514,62,0,59,0,2,257.248789
LE30774,22235.01011,80355,187,24,92,1,2,897.6
RA14734,8646.504109,64125,108,3,44,0,3,369.818708
IY31142,2444.329535,83800,62,11,44,0,1,196.155575
CK29372,5070.352408,23840,64,32,66,0,7,307.2
KD70601,5647.145809,54834,72,23,13,0,8,186.191931
QN76596,13345.13545,80277,112,6,40,1,2,36.975673
XI62151,13297.63587,88430,66,7,17,1,2,316.8
ZQ37702,7031.785183,26255,88,21,4,0,3,52.752601
GE13332,3615.889805,0,95,16,1,0,1,684.0
LZ84227,14120.03562,95715,119,0,52,2,2,148.98255
EX97404,2155.209879,0,70,22,67,3,1,336.0
RQ99149,2748.851081,32437,69,4,73,0,1,473.361602
UP57305,5087.015287,22726,65,25,73,0,3,312.0
IC82877,14031.70314,58092,72,7,56,1,2,202.24202
JO63956,8656.396659,83365,109,27,7,1,4,523.2
MD47500,4861.493017,12153,69,23,9,1,8,438.155584
OW31837,19174.63407,74028,118,10,16,0,2,53.076203
OY20177,7089.68396,52707,90,33,66,1,6,432.0
LZ10377,6802.06713,47451,87,0,31,1,6,417.6
UB17669,2359.423599,19864,63,22,96,0,1,352.394515
DP77737,15114.40241,28513,100,4,22,1,2,480.0
QT39597,2926.829158,26242,74,5,69,0,1,347.060173
MQ74051,13014.23496,55067,110,3,21,1,2,353.098604
MN98042,7901.697919,62291,100,1,53,0,3,480.0
XJ60303,13406.92021,25048,167,0,11,0,5,801.6
GU42671,6106.941981,16654,79,23,31,0,7,379.2
DK26322,12321.83615,26887,113,32,67,0,2,542.4
NT75612,19338.5293,22784,70,11,68,0,2,224.904234
AX28231,5431.371279,49345,69,10,12,0,7,251.075981
GA89827,7329.828776,0,70,4,63,0,2,622.381217
UX91266,3484.141641,34307,92,33,62,2,1,186.025014
UC10048,6964.051797,0,95,19,41,1,9,629.647822
CY90231,25253.10198,44096,72,28,65,1,2,345.6
QD26729,2523.654743,43204,64,31,19,3,1,246.065764
RZ98310,17349.03226,0,92,3,7,0,2,441.6
VJ73478,4058.668736,0,117,13,69,0,1,842.4
KR29524,4742.617289,78596,118,1,70,0,1,133.907696
ID58813,4363.599418,38925,112,10,48,0,1,241.304377
SL98898,9048.983447,0,119,9,8,0,3,571.2
LH90819,4210.096739,21885,108,7,29,0,1,52.339396
OL55220,5241.142484,48345,67,7,1,0,7,212.009825
YU90693,2481.842224,77993,62,26,10,0,1,297.6
NM70181,3585.942995,25748,90,9,23,0,1,117.871165
ZU30804,5498.940679,22520,73,17,64,0,3,350.4
ZT31931,10377.36842,0,95,1,69,0,2,579.452318
BS29584,2589.695091,0,73,6,11,0,1,350.4
SX63814,9312.585034,75986,115,11,44,0,3,89.119797
YL81070,14396.24222,0,205,14,63,0,4,1476.0
RW24925,31920.76916,58542,114,29,82,0,2,129.985718
FB84409,4921.325084,43640,64,10,99,2,3,1.208908
YP38413,25805.50599,86901,72,24,73,0,2,313.366255
ZE53116,5963.818306,94115,74,28,41,0,8,409.089884
SU95720,8923.113112,0,125,22,80,0,9,900.0
UM94104,5214.971007,65375,65,9,84,0,3,6.07744
ET64307,12522.53868,44341,105,15,56,0,2,355.114822
XD32841,13897.38856,24378,188,18,34,0,5,902.4
SI90461,3372.420457,93489,84,16,72,0,1,104.280764
RV75918,7809.515468,69161,97,19,71,0,8,341.431343
DZ64604,12269.41862,60774,154,13,7,0,5,739.2
WF98532,3123.080994,0,101,1,83,4,1,960.115399
GQ15613,8004.214781,54008,67,18,90,0,2,370.503286
XU63766,8105.872317,0,74,15,61,0,2,232.01349
VU35401,2758.703811,44619,68,35,45,0,1,283.668439
NH95163,3707.282365,16476,101,29,25,0,1,313.885191
CD55111,30154.68108,73359,94,17,24,0,2,107.187926
TQ73797,8099.838433,25949,104,0,28,0,3,499.2
CC43119,2921.490461,62018,73,2,59,0,1,90.094835
CD38665,14510.44376,41433,183,24,40,0,9,1317.6
JM30137,16793.9728,0,238,29,90,1,4,1142.4
CJ29883,5332.462694,68931,66,32,30,0,7,309.577946
LJ35581,10025.91827,0,141,25,27,0,3,1015.2
DL11519,6875.606133,0,104,24,49,0,6,748.8
AK11719,2272.30731,0,64,35,59,0,1,286.124652
YL91288,8923.154803,98044,73,5,53,0,2,347.336864
XV53746,16484.01644,91354,68,30,26,0,2,361.646987
HU57895,6860.592636,0,109,5,20,4,7,605.137484
MI95708,12947.68269,15083,115,25,14,0,2,552.0
AX45422,13786.70272,0,61,21,24,0,2,370.755025
KT92231,7706.032636,0,107,15,63,0,8,1267.709661
BM53580,8520.145801,0,80,30,96,0,2,69.142986
ZB32409,2242.226055,0,67,15,75,3,1,618.355883
XA21742,27069.49674,22955,92,6,23,3,2,441.6
RD22761,20579.69157,0,69,5,26,0,2,566.673518
PZ10136,2465.616631,51641,63,8,80,1,1,137.091494
OG62048,9052.951051,10211,119,7,16,0,7,571.2
IH23596,2546.364668,0,68,13,11,0,1,296.692076
HE72629,3007.386248,0,80,31,67,0,1,16.524885
KW52549,27789.69235,33806,89,32,59,0,2,395.729716
OZ82391,6289.014959,50269,80,15,88,0,3,32.228778
HH22446,3954.344534,18375,103,8,50,0,1,535.080276
HW16019,7583.189638,24133,68,20,42,0,2,76.026046
IS30186,6186.497831,88375,77,23,11,0,3,0.42331
HN45134,5757.442258,88997,72,9,71,0,3,174.041566
XI79589,4473.883999,0,125,2,84,0,1,600.0
LK57294,4786.009693,23402,61,29,38,0,7,292.8
JM88889,12244.9049,46396,103,11,79,1,2,384.01403
EZ51276,7121.080412,0,96,28,62,0,4,460.8
JF16295,7547.762822,0,102,34,37,0,3,489.6
XU76821,20380.06652,33175,66,31,76,0,2,84.520776
KR62128,9011.764865,63885,114,0,17,0,8,86.477384
TG70775,20096.89337,92766,71,17,15,0,2,379.029102
XR75319,4786.889347,45515,61,14,33,0,9,236.907007
QB26845,11578.12643,0,115,21,46,0,2,1163.620366
No94161,2719.431536,37703,70,11,51,0,1,83.121963
SQ87105,4760.941906,0,68,9,1,0,6,489.6
XM14899,8701.363763,0,122,8,32,0,6,684.851797
QQ51185,2659.495086,64987,66,17,90,0,1,182.927837
XW51700,5139.561422,73180,64,27,43,0,3,132.543257
YK60829,20096.89337,92766,71,17,15,0,2,379.029102
FB68802,4025.095533,0,119,29,54,2,1,571.2
ON67674,2771.045031,50071,71,3,32,0,1,18.918935
MS20849,6745.886896,53058,91,16,44,4,3,209.465295
VK94354,9259.715798,0,127,11,86,0,3,22.483259
PZ53130,8467.267232,16370,74,4,54,0,2,296.049396
HV75704,22762.21479,70521,63,13,26,0,2,302.4
GU18646,9332.494982,58007,81,23,71,0,2,518.346912
LI77073,7100.3251,31670,179,33,3,0,1,1288.8
FW43809,8007.399376,0,112,12,93,0,3,537.6
WC11515,19511.99782,0,70,28,26,0,2,491.112176
ZT52415,8145.985919,62534,68,10,1,0,2,326.4
PH83205,2810.464447,26790,71,4,41,0,1,340.8
GI46001,6846.150323,0,95,13,20,0,5,456.0
DY27653,3755.806897,56178,94,1,39,0,1,451.2
GB70718,2393.036297,28646,61,11,50,0,1,355.028632
YE12395,40636.66734,31267,129,4,45,0,2,619.2
MA94219,9067.658438,78250,114,7,66,0,6,547.2
FJ28407,5619.689084,0,153,25,5,0,1,1027.000029
CJ72056,8013.895125,65636,67,15,72,0,2,321.6
QU52713,4089.036013,43177,103,34,74,0,1,420.966805
FE20514,5065.486772,26733,66,7,55,0,5,218.717113
RY43586,8372.851175,12590,73,22,1,0,2,132.503461
SK66747,66025.75407,33481,188,28,46,0,2,1194.892002
SC31713,8175.315246,0,80,25,80,0,2,384.0
TH72420,8720.458745,25752,73,28,85,0,2,378.262864
FD75102,3237.500928,27982,87,15,74,0,1,14.743099
LW75453,5354.612433,29445,68,0,31,0,9,334.015169
BS96517,2375.001798,47455,61,1,61,0,1,278.804991
SO55284,8646.504109,64125,108,3,44,0,3,369.818708
SD83603,6672.127831,56830,83,6,27,0,9,319.799712
JQ68425,12919.41828,58236,108,22,92,0,2,67.253453
VM51572,7385.359236,54289,62,32,13,0,2,430.093647
JH58282,7200.664877,0,66,16,77,0,2,316.8
WP23743,7281.715134,47482,93,19,45,0,3,594.177664
DS47984,3237.996209,60244,83,3,72,3,1,326.281835
UV52613,2722.986709,20867,71,0,79,0,1,340.8
XM96138,11277.72488,98138,93,30,10,1,2,427.52731
HF95739,8555.887254,0,81,6,49,0,2,583.2
HG81101,2911.923334,20327,74,26,44,0,1,824.254866
VN27419,10083.48688,11828,90,18,84,0,2,571.479602
VZ59523,5704.977144,50695,71,31,30,0,5,110.567069
UF91715,7664.80924,0,107,14,90,0,3,770.4
JV13438,4909.027487,98693,61,7,57,0,3,292.8
MN82687,5470.060561,54507,138,20,11,0,1,702.990032
MR50410,5067.002561,89703,126,6,54,0,1,601.983113
DT53270,4896.271406,0,71,9,6,0,3,421.147532
DA79098,4572.041785,0,67,19,82,1,3,357.14996
FY86121,8237.376444,70882,69,20,50,0,2,124.380223
AA69265,3964.730745,60817,103,3,79,1,1,494.4
ZT86224,10901.22525,72257,90,28,61,0,2,408.415481
GW89148,16304.29777,90008,137,13,3,0,2,406.986034
EJ97834,2619.478929,93987,65,9,1,0,1,251.321448
VM66678,14024.35839,81872,115,10,55,0,2,256.43803
OY34553,24320.64401,60221,67,3,17,0,2,238.561687
JL49772,24249.33685,33651,69,21,37,1,2,328.65413
ZO44848,20864.30762,0,61,22,94,0,2,216.08671
TW66679,8823.852473,75741,109,31,59,0,7,217.188864
RP98585,7610.203455,38086,96,17,10,0,7,243.237741
XK83294,7486.171898,38725,64,12,58,0,2,307.2
VZ43707,8763.449964,20132,86,5,61,3,2,412.8
RO89767,27386.15024,0,105,0,47,0,2,451.13986
UN49741,11121.62179,44299,106,25,76,5,2,754.260616
SY46862,5657.685223,98917,139,18,21,0,1,336.612234
ZY60545,18938.53677,91535,67,35,13,1,2,126.634634
WP62115,13865.83107,53484,70,12,12,0,2,333.051529
NK16909,8188.91743,45318,103,17,27,0,8,494.4
BQ41371,5626.530435,46897,70,16,47,0,3,344.377218
QF29828,3208.919835,40135,80,29,70,0,1,78.008093
LP59331,5282.543094,38606,68,16,99,0,3,413.288851
NJ46471,8696.7107,56550,73,22,41,3,2,162.775889
KX53892,5259.444853,61146,65,7,68,0,6,273.018929
YP37291,7854.771821,36409,66,26,33,0,2,316.8
RX93631,6438.97103,90035,80,28,38,0,3,141.628547
GS26763,11633.57855,39669,98,13,63,0,2,492.935479
SK74843,2442.422113,57963,61,11,63,0,1,42.160829
AG47947,14024.35839,81872,115,10,55,0,2,256.43803
LQ23049,2491.257604,25965,65,23,27,0,1,329.206567
VF10088,3410.199334,59662,85,6,76,0,1,10.168824
OJ65428,3842.028065,27906,102,5,57,0,1,489.6
ZF48094,3339.853704,51032,83,5,56,0,1,349.954886
TN56613,5358.269985,83771,133,26,18,0,1,482.328161
IA33339,9268.672154,57052,115,7,56,1,4,483.62724
UB28078,4200.373728,51510,106,11,17,0,1,688.547375
ZK60855,4829.571981,34819,61,0,31,0,6,185.898327
CM73149,14244.73069,31189,122,18,10,0,2,585.6
SC81807,4095.201692,32180,103,3,28,0,1,558.835255
DS57918,33718.8424,27500,114,25,47,0,2,472.280461
TN29644,7540.054749,67018,94,11,17,0,4,104.427573
UL17918,2821.002026,0,77,32,0,0,1,436.369797
MJ25422,36695.90627,0,199,7,93,0,2,1062.090461
FG21377,19731.34147,33588,62,2,64,0,2,419.921897
BQ15946,6685.069081,56270,83,23,2,0,4,398.4
CO53249,8408.317401,82800,70,12,94,0,2,442.194796
XS83731,7371.58568,0,68,2,70,0,2,425.137341
