index,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer__lifetime__value,income,monthly__premium__auto,months__since__last__claim,months__since__policy__inception,number_of__open__complaints,number_of__policies
5321,Washington,No,Basic,College,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Two-Door Car,Medsize,13865.83107,53484,70,12,12,0,2
5322,Oregon,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Large,8188.91743,45318,103,17,27,0,8
5323,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Small,5626.530435,46897,70,16,47,0,3
5324,Arizona,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,3208.919835,40135,80,29,70,0,1
5325,Arizona,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,5282.543094,38606,68,16,99,0,3
5326,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer3,Agent,Four-Door Car,Medsize,8696.7107,56550,73,22,41,3,2
5327,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,5259.444853,61146,65,7,68,0,6
5328,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,7854.771821,36409,66,26,33,0,2
5329,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,6438.97103,90035,80,28,38,0,3
5330,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,11633.57855,39669,98,13,63,0,2
5331,Arizona,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,2442.422113,57963,61,11,63,0,1
5332,Washington,Yes,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,14024.35839,81872,115,10,55,0,2
5333,California,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2491.257604,25965,65,23,27,0,1
5334,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize,3410.199334,59662,85,6,76,0,1
5335,Nevada,No,Premium,College,Disabled,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,3842.028065,27906,102,5,57,0,1
5336,Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer4,Web,Four-Door Car,Medsize,3339.853704,51032,83,5,56,0,1
5337,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Web,Sports Car,Medsize,5358.269985,83771,133,26,18,0,1
5338,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer3,Agent,SUV,Medsize,9268.672154,57052,115,7,56,1,4
5339,California,No,Premium,Master,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,4200.373728,51510,106,11,17,0,1
5340,Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,4829.571981,34819,61,0,31,0,6
5341,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Large,14244.73069,31189,122,18,10,0,2
5342,California,No,Basic,College,Employed,F,Suburban,Married,Special Auto,Special L2,Offer3,Call Center,Sports Car,Small,4095.201692,32180,103,3,28,0,1
5344,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,7540.054749,67018,94,11,17,0,4
5345,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Agent,Two-Door Car,Medsize,2821.002026,0,77,32,0,0,1
5348,Oregon,No,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,6685.069081,56270,83,23,2,0,4
5349,Arizona,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,8408.317401,82800,70,12,94,0,2
5350,Arizona,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,7371.58568,0,68,2,70,0,2
5351,Oregon,No,Premium,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,Two-Door Car,Medsize,4742.106389,63891,119,13,13,0,1
5352,Washington,No,Extended,Master,Employed,F,Urban,Divorced,Corporate Auto,Corporate L2,Offer2,Call Center,Sports Car,Medsize,15865.166,43946,133,13,83,0,2
5353,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,5396.311664,62039,68,8,30,1,8
5354,Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,4330.38602,60475,107,9,18,0,1
5355,Nevada,No,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Special L3,Offer4,Call Center,Four-Door Car,Medsize,5708.024308,70279,71,17,25,0,7
5356,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Small,3500.855508,0,93,4,63,0,1
5357,Oregon,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Small,3919.366722,66676,97,0,40,0,1
5358,Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Large,2910.317298,12048,77,6,46,0,1
5359,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,4827.77681,0,68,29,91,0,6
5360,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Small,4811.740943,0,68,34,37,0,6
5361,California,No,Extended,Master,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize,7834.151482,36094,99,28,50,1,5
5362,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Small,14666.23121,0,61,0,31,0,2
5363,Washington,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,7199.645715,63328,89,19,19,0,9
5364,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Call Center,Sports Car,Medsize,3914.719645,0,112,6,0,0,1
5365,Washington,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Small,9470.273932,36121,118,7,91,0,4
5366,California,Yes,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,5479.555081,56005,68,31,30,1,3
5367,Arizona,No,Basic,High School or Below,Employed,F,Urban,Single,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Medsize,2488.241391,48597,71,12,63,5,1
5368,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small,5886.615741,0,81,21,37,0,4
5369,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,8406.385414,42540,70,15,52,0,2
5370,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Branch,SUV,Small,8685.91529,87544,109,28,92,1,3
5373,Nevada,No,Basic,College,Employed,M,Urban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,2798.679988,88009,71,29,21,0,1
5374,Washington,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,3288.6575,0,97,27,17,0,1
5375,Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Small,2004.350666,0,66,16,35,4,1
5377,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,4411.65582,0,62,20,88,0,6
5378,Arizona,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,5392.440611,75438,136,11,97,0,1
5379,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer2,Branch,Two-Door Car,Medsize,2561.576924,0,73,25,5,0,1
5380,Oregon,Yes,Extended,Bachelor,Retired,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,6057.07208,27681,83,13,62,0,9
5382,Washington,No,Basic,Master,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,2693.530229,63684,68,6,87,0,1
5383,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize,4296.604128,61737,107,21,65,0,1
5384,California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,11624.82149,0,113,32,66,0,2
5385,Oregon,No,Premium,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,8749.496793,52373,111,2,37,0,9
5386,Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,3155.911309,58213,79,22,50,0,1
5387,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Medsize,3317.904817,74142,83,24,60,0,1
5388,Nevada,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,7821.188278,0,109,31,74,0,3
5389,Washington,No,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,4240.925575,49746,111,4,85,3,1
5390,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,8992.779137,0,129,13,4,0,7
5391,Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,7304.15545,0,104,35,79,0,3
5392,Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,5217.513287,39854,66,6,4,0,7
5393,Nevada,Yes,Basic,Master,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Large,2725.356404,36650,69,2,70,1,1
5395,Nevada,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,9985.366015,36268,86,2,22,1,2
5396,Oregon,Yes,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,8257.666512,23815,73,4,47,0,2
5397,Arizona,Yes,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,8002.308333,0,107,3,65,0,3
5398,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,5897.745369,39188,74,9,2,0,3
5399,Nevada,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,4686.469674,58089,118,31,83,0,1
5400,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Medsize,5943.07303,62120,74,5,39,0,8
5401,Oregon,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2648.471057,26540,69,15,4,0,1
5402,California,Yes,Basic,College,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,4650.063763,28215,65,15,26,0,3
5405,Nevada,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Small,2951.294057,69600,74,35,28,0,1
5406,California,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer1,Web,Four-Door Car,Medsize,2464.510412,40982,62,6,88,0,1
5407,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small,5555.830205,74015,72,12,61,0,6
5408,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large,3199.703983,0,94,6,61,0,1
5409,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,2776.317884,0,79,28,94,0,1
5410,Arizona,No,Premium,College,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Large,16355.31386,29439,146,4,10,0,2
5411,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Sports Car,Small,7329.889139,0,108,26,94,0,4
5412,Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Small,5555.830205,74015,72,12,61,0,6
5413,Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize,6383.482152,67881,79,6,70,0,4
5414,Nevada,No,Extended,High School or Below,Employed,F,Urban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Small,7758.588506,96162,97,9,91,0,4
5415,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,14932.09982,39049,63,30,34,0,2
5416,Oregon,No,Basic,Doctor,Disabled,M,Rural,Married,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,8047.410936,29808,105,18,38,1,3
5417,California,No,Extended,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Medsize,10861.515,65727,134,14,15,0,6
5418,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Large,2195.295372,0,62,30,29,1,1
5419,California,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,2397.036098,22283,65,16,93,0,1
5420,Washington,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,4070.045873,37435,105,3,22,0,1
5421,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Small,5578.522348,27756,71,6,52,0,8
5422,Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,8139.525579,86876,68,9,3,0,2
5423,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,7444.939419,0,114,21,41,0,4
5424,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,7295.332712,34062,91,23,51,0,3
5425,Oregon,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,5325.724541,0,73,17,44,0,7
5426,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Branch,Four-Door Car,Large,2442.212317,0,69,7,10,0,1
5427,Arizona,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Agent,SUV,Medsize,10307.65258,78358,128,6,75,0,3
5428,California,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Medsize,2461.797738,12222,67,8,70,1,1
5429,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Web,Two-Door Car,Large,2521.684392,41247,64,17,6,0,1
5431,Nevada,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,2822.591481,25531,74,27,52,0,1
5432,Nevada,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,5811.996703,58643,74,33,58,0,3
5434,Washington,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,9320.240511,18643,119,34,41,0,5
5438,Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,6117.034997,0,87,16,83,0,8
5439,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Small,4882.289803,19715,66,25,11,4,5
5440,Nevada,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,2674.07551,68787,66,7,64,0,1
5441,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,7724.678387,29056,66,19,2,0,2
5442,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Medsize,4708.203284,47829,117,23,37,1,1
5443,Arizona,No,Premium,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer4,Call Center,Four-Door Car,Medsize,4447.423455,13128,118,11,21,0,1
5444,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,4823.558028,58946,121,5,87,0,1
5445,Oregon,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,5420.361822,31614,71,26,69,0,4
5446,California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize,7583.141211,44667,65,25,53,0,2
5447,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,3852.425156,0,111,33,76,0,1
5449,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,5229.68034,26540,69,13,65,1,5
5450,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,3614.078436,0,103,35,76,0,1
5451,Nevada,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,2853.512645,38798,72,24,48,0,1
5452,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Sports Car,Medsize,8543.325539,0,117,0,6,0,4
5453,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Large,5150.416511,65629,64,21,28,0,3
5454,Nevada,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,8723.667123,33291,73,30,2,1,2
5457,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize,4244.470352,34220,109,23,71,1,1
5458,Arizona,Yes,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,5757.442258,88997,72,9,71,0,3
5459,Arizona,No,Basic,Doctor,Medical Leave,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Large,4826.831451,18779,63,10,65,0,4
5460,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,8092.87696,50825,102,3,46,0,3
5461,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,3011.270628,0,86,18,41,0,1
5462,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,8663.919296,29218,72,33,40,0,2
5463,California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Special Auto,Special L3,Offer2,Agent,Two-Door Car,Medsize,2471.528431,95697,61,16,55,0,1
5464,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,5627.297887,61486,70,2,65,0,3
5465,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,7494.087341,0,68,6,25,0,2
5466,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,5452.625449,17723,72,3,40,0,3
5467,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,2592.437797,72421,65,8,23,0,1
5468,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,6721.893743,36510,84,10,36,0,6
5469,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Medsize,5500.576161,35396,70,32,12,0,3
5470,Oregon,No,Basic,College,Employed,F,Urban,Married,Special Auto,Special L2,Offer3,Agent,Four-Door Car,Medsize,2550.659053,69230,63,31,13,0,1
5472,California,No,Premium,College,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small,4236.301454,25866,109,20,56,0,1
5473,Oregon,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,9025.067525,23675,117,4,31,0,7
5474,California,No,Basic,Master,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,2615.911934,0,71,22,45,0,1
5475,Nevada,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Large,2396.219292,0,66,6,71,2,1
5476,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,4784.416267,0,68,16,81,0,6
5477,Nevada,Yes,Basic,College,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,3873.647046,28142,105,18,50,0,1
5478,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Web,Four-Door Car,Medsize,7806.137458,23706,68,1,56,1,2
5479,Arizona,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Large,4717.625727,0,131,0,80,0,1
5480,Washington,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Small,5625.908671,0,85,34,31,0,3
5481,Nevada,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Large,5182.941518,83527,64,19,27,1,3
5482,Arizona,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,6005.214792,26876,76,17,72,0,8
5483,Arizona,No,Extended,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer2,Branch,Sports Car,Medsize,9837.507586,55099,122,33,86,0,3
5484,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Small,5206.028448,71661,65,7,92,0,4
5486,Washington,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,2837.109178,90893,70,8,82,0,1
5487,Nevada,No,Premium,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize,11785.04181,90016,102,28,34,4,2
5488,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,3124.933827,81285,81,18,2,2,1
5489,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Sports Car,Large,13862.10016,96950,115,20,74,0,2
5490,California,No,Basic,Doctor,Employed,M,Suburban,Single,Special Auto,Special L1,Offer2,Call Center,Two-Door Car,Medsize,8200.269735,24814,69,31,48,0,2
5491,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,8456.268179,0,90,14,16,3,2
5492,Nevada,No,Basic,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Web,Two-Door Car,Medsize,2124.173841,0,61,17,14,1,1
5493,Oregon,No,Premium,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,9045.111945,52572,113,30,22,0,3
5494,Arizona,No,Extended,Doctor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Two-Door Car,Large,3187.351993,0,85,27,29,0,1
5495,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,8113.962284,41701,68,16,74,0,2
5497,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,9087.586819,0,80,7,77,0,2
5498,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Web,Sports Car,Medsize,12519.79639,34179,107,15,26,0,2
5499,Oregon,Yes,Extended,Bachelor,Retired,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,6057.07208,27681,83,13,62,0,9
5500,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Small,4967.044248,0,73,34,2,0,4
5501,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,6933.335325,0,70,19,66,1,2
5503,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2162.417356,0,66,18,95,2,1
