,customer,response,effective_to_date,gender_f,gender_m,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_combined_Corporate Auto_L1,policy_combined_Corporate Auto_L2,policy_combined_Corporate Auto_L3,policy_combined_Personal Auto_L1,policy_combined_Personal Auto_L2,policy_combined_Personal Auto_L3,policy_combined_Special Auto_L1,policy_combined_Special Auto_L2,policy_combined_Special Auto_L3,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,employmentstatus_Disabled,employmentstatus_Employed,employmentstatus_Medical Leave,employmentstatus_Retired,employmentstatus_Unemployed,location_code_Rural,location_code_Suburban,location_code_Urban,vehicle_size_Large,vehicle_size_Medsize,vehicle_size_Small,coverage_Basic,coverage_Extended,coverage_Premium,education_Bachelor,education_College,education_Doctor,education_High School or Below,education_Master,day,week,month
2880,RW70500,0,2011-01-17,1,0,0,1,0,0.435986990752654,0.3298912348154988,43657,66,21,74,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,17,3,1
2881,OI77877,0,2011-01-09,0,1,0,1,0,0.40036271557113823,0.6941840770152182,31134,96,24,16,0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,9,1,1
2882,EH13261,0,2011-01-26,0,1,0,1,0,0.05284098838012513,0.3659361162241488,50512,67,19,16,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,26,4,1
2883,GW14698,0,2011-02-28,1,0,1,0,0,0.2133601015560477,0.2665408675646863,80604,61,22,86,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,28,9,2
2884,PO56357,0,2011-01-01,1,0,0,1,0,0.2477491156750211,0.2836895310012581,64604,67,18,71,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,52,1
2885,IC47914,0,2011-02-11,0,1,1,0,0,0.11798595199476172,0.77238367925701,0,103,17,18,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,11,6,2
2886,IK12576,0,2011-02-13,1,0,0,1,0,0.16696862670489535,0.529887819873809,95647,106,11,30,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,13,6,2
2887,NC68853,0,2011-01-15,0,1,0,1,0,0.6717156373616764,0.5198879906208934,0,104,19,32,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,15,2,1
2888,TG40558,0,2011-01-10,0,1,1,0,0,0.38325535913617514,0.15210174765432546,60969,61,9,5,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,10,2,1
2889,NB40107,0,2011-01-23,0,1,1,0,0,0.05700932640363915,0.569887136885471,0,76,33,84,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,23,3,1
2890,XD86462,0,2011-02-04,0,1,0,1,0,0.29776844883859666,0.3948901249594496,20676,79,28,27,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,4,5,2
2891,HA45220,0,2011-02-26,1,0,1,0,0,0.24022291945382854,0.0426211795350261,37874,65,30,65,0,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,26,8,2
2892,OT24208,0,2011-01-05,0,1,0,1,0,0.7501038274800433,0.3298912348154988,14382,66,8,48,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,5,1,1
2893,LM93586,0,2011-01-16,0,1,0,1,0,0.12723572793979013,0.689885087920457,32314,92,7,80,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,16,2,1
2894,CA70404,0,2011-02-04,0,1,0,1,0,0.30074594529827614,0.3521250780892916,62455,77,27,85,1,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4,5,2
2895,UY94269,0,2011-01-15,1,0,0,1,0,0.0781680124814573,0.36989055182716085,35605,74,0,95,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,15,2,1
2896,FM59265,0,2011-01-03,1,0,0,1,0,0.4386976031918265,0.77238367925701,0,103,16,50,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,3,1,1
2897,BZ85280,0,2011-02-23,0,1,0,1,0,0.38506187394977953,0.3092279813905511,10334,64,5,80,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,23,8,2
2898,BL93527,0,2011-02-27,0,1,0,1,0,0.05933861235094126,0.34489097869487206,44025,69,0,75,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,27,8,2
2899,FL77069,0,2011-01-27,1,0,1,0,0,0.4018453312334379,0.3484604573293577,32397,190,14,95,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,27,4,1
2900,HX31231,0,2011-02-01,1,0,1,0,0,0.4493547247664672,0.6641521366855994,24345,106,15,21,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,5,2
2901,OO11998,0,2011-01-19,0,1,0,1,0,0.1920028706328288,0.7963334276067234,94804,115,13,79,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,19,3,1
2902,CW12066,1,2011-01-26,1,0,1,0,0,0.6963736989840534,0.509888161367978,25370,102,10,77,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,26,4,1
2903,GD17919,0,2011-02-21,1,0,0,0,1,0.8977574543619312,0.5848868807648442,0,78,2,63,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,21,8,2
2904,DO80363,0,2011-02-27,0,1,0,1,0,0.14478512644869032,0.9504864683602193,0,108,2,38,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,27,8,2
2905,UH79890,0,2011-01-30,0,1,0,1,0,0.23618061724778958,0.34989089332132983,0,70,2,49,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,30,4,1
2906,DQ71306,0,2011-02-02,0,1,1,0,0,0.12522507449557554,0.47488875898277366,19013,95,1,58,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,5,2
2907,GN64199,0,2011-02-02,1,0,0,1,0,0.05392341262682099,0.5110245950883722,0,73,2,35,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,5,2
2908,OU78642,0,2011-02-27,1,0,0,1,0,0.4064588967701622,0.7680528104982606,81568,186,0,73,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,27,8,2
2909,PR59105,0,2011-02-18,1,0,0,1,0,0.4744845145720813,0.31217154362922583,53223,72,9,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,18,7,2
2910,TM94572,0,2011-01-06,0,1,0,1,0,0.161183950983566,0.9223811180507425,0,123,33,13,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,6,1,1
2911,AP63665,0,2011-01-12,1,0,0,1,0,0.37663188972502804,0.07052210521005353,59253,89,17,70,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,12,2,1
2912,AZ64856,0,2011-02-17,1,0,0,1,0,0.2251957642435176,0.6298861124029639,34452,126,2,51,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,17,7,2
2913,IC12985,0,2011-01-13,0,1,0,1,0,0.19170670363359485,0.589886795391302,40160,118,7,48,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,13,2,1
2914,KH81863,1,2011-01-28,1,0,1,0,0,0.19352476318029624,0.3148914909361255,22571,63,29,51,0,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,28,4,1
2915,EE49066,0,2011-02-09,1,0,1,0,0,0.2195822294963465,0.30989157630966785,62365,62,0,99,0,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9,6,2
2916,IZ37104,0,2011-01-26,0,1,0,1,0,0.026422343236116697,0.3048916616832101,0,61,3,67,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,26,4,1
2917,XZ54522,0,2011-02-25,1,0,0,1,0,0.4942004696784297,0.1620905864699027,76266,110,24,88,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,25,8,2
2918,LD71221,0,2011-01-31,1,0,0,1,0,0.17301089042300974,0.23959065586455108,0,68,7,53,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,31,5,1
2919,YB66933,0,2011-02-26,1,0,1,0,0,0.24912342504372878,0.04699508505892261,77552,68,33,76,1,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,26,8,2
2920,EQ15944,0,2011-02-16,1,0,0,1,0,0.07546529172180197,0.36989055182716085,76474,74,4,79,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,16,7,2
2921,CR92272,0,2011-01-16,1,0,0,1,0,0.4399162378884691,0.3591899949558361,57664,100,21,48,0,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,16,2,1
2922,JJ94311,0,2011-01-04,0,1,0,1,0,0.3380850189059428,0.5189872362096083,82377,83,28,19,0,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4,1,1
2923,EO42272,0,2011-01-11,1,0,1,0,0,0.5898197086874607,0.3298912348154988,44856,66,24,71,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,11,2,1
2924,LA34671,0,2011-02-13,0,1,0,1,0,0.4096891661075279,0.3848902957065341,0,77,17,65,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,13,6,2
2925,ZF73834,1,2011-02-14,1,0,0,1,0,0.048927630193671634,0.20974224990108292,76731,64,2,68,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,14,7,2
2926,UM14135,1,2011-01-26,1,0,0,1,0,0.09773708593774091,0.4098898688388229,25820,82,10,69,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,26,4,1
2927,YA14448,0,2011-02-10,1,0,0,1,0,0.2929690062216963,0.4148897834652806,0,83,5,59,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,10,6,2
2928,QL10321,0,2011-02-06,1,0,0,1,0,0.27672407726552983,0.11374504842829808,92509,71,16,43,0,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,6,5,2
2929,WE57129,0,2011-01-28,0,1,0,1,0,0.07104007816812616,0.5401861690294971,21979,73,7,86,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,28,4,1
2930,SO57563,0,2011-02-03,0,1,0,1,0,0.39204298023034123,0.21338691891835945,54878,96,5,11,3,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,3,5,2
2931,SO38188,0,2011-01-24,0,1,0,0,1,0.24382354847292356,0.6798852586675415,40178,136,7,13,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,24,4,1
2932,YD65161,0,2011-01-18,1,0,0,1,0,0.0725327843194884,0.04234704463254623,65436,73,14,55,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,18,3,1
2933,QH12810,0,2011-01-03,1,0,0,1,0,0.7089255686372539,0.7948832950760699,0,106,1,38,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,3,1,1
2934,OU81877,0,2011-01-09,0,1,0,1,0,0.20224126693705982,0.3198914055625833,0,64,10,16,0,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9,1,1
2935,CN49086,1,2011-01-30,0,1,1,0,0,0.2269995048982504,0.6248861977765062,57709,125,10,26,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,30,4,1
2936,BD53342,1,2011-02-12,1,0,0,1,0,0.0856806914964843,0.3948901249594496,21604,79,14,28,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,12,6,2
2937,FI75266,0,2011-01-02,0,1,1,0,0,0.4284791668194834,0.4727112534553472,28422,68,5,63,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,52,1
2938,WB43408,0,2011-01-15,1,0,0,1,0,0.19303856776390646,0.769509580415581,51523,116,11,20,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,15,2,1
2939,MF41879,0,2011-02-06,0,1,0,1,0,0.4516278145692889,0.6259500191950889,0,110,10,32,0,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,6,5,2
2940,YU21725,0,2011-01-03,1,0,1,0,0,0.21483700204358072,0.4948884174886046,0,66,22,1,1,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3,1,1
2941,TX34322,0,2011-01-26,0,1,0,1,0,0.03726750845861182,0.34989089332132983,0,70,12,29,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,26,4,1
2942,AK61491,1,2011-01-29,0,1,0,1,0,0.042415523619411144,0.07024036002085264,36631,62,30,77,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,29,4,1
2943,XC32316,1,2011-01-31,0,1,1,0,0,0.5547296743085262,0.6548856855352527,0,131,34,61,0,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,31,5,1
2944,WN59735,0,2011-01-17,1,0,0,1,0,0.051694820889917614,0.15092341152441488,26477,66,18,37,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,17,3,1
2945,WW99844,0,2011-02-07,1,0,0,1,0,0.21776350652497486,0.09769854013076058,53607,61,4,18,0,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,7,6,2
2946,YG38576,0,2011-01-27,0,1,0,1,0,0.23654191346188017,0.3548908079477876,21594,71,16,23,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,27,4,1
2947,AT62618,0,2011-02-11,1,0,0,1,0,0.30105237579171285,0.6373859843426506,0,85,25,24,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,11,6,2
2948,EE48429,0,2011-01-28,1,0,0,1,0,0.050290246416608064,0.32489132018904104,80584,65,33,17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,28,4,1
2949,SX95355,0,2011-02-27,1,0,0,1,0,0.28249014142271955,0.3648906372007031,67511,73,3,5,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,27,8,2
2950,PU36617,0,2011-02-07,0,1,0,1,0,0.3268887650585931,0.19062740545371856,48638,82,16,29,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,7,6,2
2951,PA18731,0,2011-02-26,1,0,0,1,0,0.5435362365130282,0.4919625559893564,46855,119,13,94,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,26,8,2
2952,IC51895,0,2011-02-27,1,0,0,1,0,0.6485637098776473,0.624689505301697,38873,92,6,33,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,27,8,2
2953,FU43761,0,2011-01-09,1,0,0,1,0,0.03843375705579527,0.30989157630966785,25703,62,4,64,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,9,1,1
2954,BG51419,1,2011-01-03,0,1,1,0,0,0.17621671356213467,0.5498874783796399,58842,110,6,74,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3,1,1
2955,KT97561,1,2011-02-04,0,1,0,1,0,0.4635838906931332,0.5848868807648442,19683,117,17,41,1,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4,5,2
2956,BW80872,0,2011-01-13,0,1,0,1,0,0.1813267945578261,0.13107484314705325,34549,111,8,78,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,13,2,1
2957,TZ81094,0,2011-01-18,1,0,1,0,0,0.033896698181062584,0.37053720641053384,19030,62,7,22,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,18,3,1
2958,XA27536,0,2011-02-21,0,1,0,1,0,0.12247447306206075,0.4598890151034004,63329,92,33,87,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,21,8,2
2959,LR61007,0,2011-01-05,0,1,1,0,0,0.08126881020504936,0.26550165301760803,79253,76,23,7,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,1,1
2960,WH20102,1,2011-01-11,0,1,0,1,0,0.5145145844096417,0.5798869661383864,37937,116,11,42,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,11,2,1
