,customer,state,response,coverage,education,effective_to_date,employmentstatus,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,gender_f,gender_m,policy_combined,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
3273,IN41344,Washington,0,Basic,College,2011-01-15,Employed,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2907.363467,491.446146,24049,74,34,80,0,1
3274,QJ22615,Arizona,0,Basic,Master,2011-02-21,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,1,0,Special Auto_L3,0,0,1,4881.299084,292.8,37998,61,26,27,0,7
3275,FJ24418,Arizona,0,Extended,Doctor,2011-01-30,Unemployed,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,3652.666261,456.0,0,95,22,80,0,1
3276,DT82702,Arizona,1,Basic,College,2011-01-26,Unemployed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,7200.664877,316.8,0,66,16,77,0,2
3277,ME87834,Oregon,0,Basic,Bachelor,2011-02-20,Employed,Suburban,Married,Offer3,Web,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,4219.02412,693.414133,62396,107,24,52,0,1
3278,DB91647,California,0,Basic,College,2011-02-13,Employed,Suburban,Single,Offer4,Web,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0,5816.712126,379.37884,99239,74,9,14,0,6
3279,UM44109,Oregon,0,Basic,College,2011-01-24,Employed,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,7908.452072,149.688222,94303,65,16,9,0,2
3280,RT22532,Arizona,1,Basic,Bachelor,2011-02-25,Disabled,Suburban,Married,Offer1,Branch,Sports Car,Large,0,1,Personal Auto_L1,0,1,0,3954.344534,535.080276,18375,103,8,50,0,1
3281,DU60004,Nevada,0,Extended,College,2011-01-26,Employed,Rural,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,3560.628183,170.106831,76769,88,6,91,0,1
3282,XR17548,Oregon,0,Basic,High School or Below,2011-02-22,Employed,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,5064.127663,225.558918,78735,63,32,53,1,6
3283,VR14881,Oregon,0,Extended,Bachelor,2011-01-27,Unemployed,Suburban,Single,Offer2,Agent,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0,8489.843197,624.0,0,130,3,46,0,3
3284,FS81127,California,0,Basic,Bachelor,2011-01-03,Unemployed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,2425.29505,426.006858,0,67,3,42,1,1
3285,SP93911,California,0,Premium,High School or Below,2011-02-23,Employed,Urban,Divorced,Offer1,Agent,Two-Door Car,Medsize,1,0,Corporate Auto_L1,1,0,0,8828.933996,372.594847,86721,110,20,99,1,3
3286,GH49378,California,0,Basic,Bachelor,2011-02-18,Employed,Rural,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5059.325681,86.599774,67371,63,25,14,0,3
3287,MZ30958,Nevada,0,Extended,High School or Below,2011-02-25,Retired,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,6715.59268,432.0,21835,90,6,78,0,7
3288,FU55433,Arizona,0,Basic,High School or Below,2011-02-24,Employed,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,2671.817549,407.776546,62452,67,1,9,0,1
3289,SZ14518,California,0,Basic,College,2011-01-18,Unemployed,Suburban,Divorced,Offer3,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,8098.96921,518.4,0,72,15,45,0,2
3290,XI58886,California,0,Basic,High School or Below,2011-01-09,Employed,Rural,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,2795.546288,111.823103,69809,70,0,60,0,1
3291,NL17031,Washington,0,Extended,High School or Below,2011-02-28,Unemployed,Suburban,Single,Offer2,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2972.459706,604.8,0,84,31,28,0,1
3292,OB32861,Nevada,0,Extended,High School or Below,2011-01-21,Unemployed,Suburban,Married,Offer4,Web,Two-Door Car,Medsize,0,1,Special Auto_L2,0,0,1,6288.156817,403.2,0,84,14,66,0,3
3293,PU34934,Arizona,0,Extended,College,2011-01-23,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,10394.36269,633.6,22601,88,1,41,0,2
3294,WX87964,Washington,0,Basic,High School or Below,2011-02-15,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,4935.189986,297.6,29560,62,21,89,0,7
3295,RC44077,California,1,Basic,Bachelor,2011-02-27,Employed,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2810.464447,340.8,26790,71,4,41,0,1
3296,ZQ48144,California,0,Extended,Bachelor,2011-01-11,Employed,Rural,Married,Offer4,Web,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,3636.943738,73.839514,34986,91,7,75,0,1
3297,MA83261,Arizona,0,Basic,High School or Below,2011-01-18,Employed,Rural,Divorced,Offer2,Call Center,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,2785.418107,158.000332,66378,71,20,61,0,1
3298,ER63193,California,0,Extended,High School or Below,2011-01-25,Employed,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,7715.103608,252.076899,48784,96,28,86,0,3
3299,XZ34917,Washington,0,Basic,Bachelor,2011-01-10,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,5643.802354,345.6,41043,72,22,60,0,3
3300,ZG90341,Oregon,0,Premium,Bachelor,2011-02-07,Employed,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,9156.272726,566.4,61200,118,20,74,0,4
3301,KR82385,California,0,Basic,Master,2011-01-26,Employed,Suburban,Single,Offer4,Call Center,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5454.587929,331.2,66334,69,25,25,0,4
3302,MC48570,Arizona,0,Basic,Doctor,2011-02-26,Disabled,Urban,Married,Offer2,Web,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,2470.441268,196.879475,18661,62,13,74,0,1
3303,MP13698,Oregon,0,Premium,College,2011-01-29,Unemployed,Suburban,Single,Offer2,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,7809.855966,532.8,0,111,29,60,0,3
3304,JE84351,Oregon,0,Extended,Bachelor,2011-01-04,Employed,Suburban,Single,Offer2,Agent,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0,6938.874476,652.386798,53133,91,11,6,0,9
3305,BU72276,California,1,Basic,Bachelor,2011-01-12,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,5318.89664,321.6,25134,67,3,0,0,6
3306,DC78147,Arizona,1,Extended,College,2011-01-08,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L2,0,1,0,13727.79972,604.8,0,126,12,4,0,2
3307,DB17162,Arizona,0,Basic,High School or Below,2011-02-14,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0,5363.405969,321.6,64324,67,7,67,0,3
3308,TG97744,Oregon,1,Extended,Bachelor,2011-01-26,Employed,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,3265.156348,393.6,25820,82,10,69,0,1
3309,QT26393,California,0,Basic,Bachelor,2011-02-24,Medical Leave,Urban,Divorced,Offer4,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2446.911045,255.079807,29152,67,24,72,0,1
3310,HF11584,Arizona,0,Basic,Master,2011-01-11,Employed,Suburban,Married,Offer1,Branch,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,12913.49818,513.6,62448,107,0,11,0,2
3311,YU79270,Arizona,0,Basic,College,2011-01-15,Medical Leave,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,4633.336334,302.4,27132,63,32,59,1,4
3312,HU81007,Oregon,0,Basic,Bachelor,2011-02-28,Disabled,Suburban,Divorced,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,8196.077584,518.4,21706,108,19,28,0,3
3313,XH53960,Arizona,0,Basic,Bachelor,2011-02-12,Unemployed,Suburban,Single,Offer3,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,2167.330201,439.2,0,61,16,46,0,1
3314,MM62953,Arizona,0,Basic,High School or Below,2011-02-16,Employed,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5619.849825,336.0,66620,70,13,75,0,7
3315,DA74095,Arizona,0,Premium,Bachelor,2011-02-18,Employed,Suburban,Married,Offer1,Call Center,Sports Car,Medsize,1,0,Personal Auto_L3,0,1,0,6102.307214,734.4,42800,153,4,11,1,1
3316,QD46343,Arizona,1,Extended,High School or Below,2011-01-05,Employed,Suburban,Married,Offer3,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,3919.366722,558.099357,66676,97,0,40,0,1
3317,FR17176,Arizona,0,Basic,High School or Below,2011-02-23,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,14944.83656,326.4,0,68,11,52,0,2
3318,WY26014,California,0,Extended,High School or Below,2011-01-19,Employed,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,10819.999,410.391616,37433,90,7,18,0,2
3319,RY32848,Oregon,0,Extended,Doctor,2011-02-21,Employed,Rural,Married,Offer2,Call Center,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,15839.08876,111.049063,44930,132,19,42,0,2
3320,JG83987,Arizona,0,Extended,Bachelor,2011-01-13,Employed,Urban,Married,Offer3,Web,Two-Door Car,Large,1,0,Personal Auto_L3,0,1,0,6451.263836,309.161777,30857,81,17,14,0,7
3321,MQ48266,Arizona,0,Basic,Bachelor,2011-01-11,Employed,Urban,Married,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5564.957596,325.569334,46507,73,17,32,4,3
3322,EA68909,California,0,Basic,Bachelor,2011-02-08,Employed,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2444.896824,302.4,48473,63,1,73,0,1
3323,KP51068,Oregon,0,Basic,Bachelor,2011-02-01,Employed,Urban,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2640.58732,291.91645,59961,68,8,7,0,1
3324,CM78608,California,0,Basic,High School or Below,2011-01-31,Employed,Rural,Divorced,Offer2,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5823.162917,35.915639,88359,73,1,49,0,9
3325,TZ11597,California,0,Basic,College,2011-01-17,Employed,Rural,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5755.539367,60.021023,97607,71,2,67,0,9
3326,GS76685,California,1,Basic,High School or Below,2011-02-18,Retired,Suburban,Divorced,Offer1,Branch,SUV,Medsize,0,1,Corporate Auto_L3,1,0,0,10408.96865,523.815839,20228,101,3,43,1,2
3327,BR40272,California,0,Premium,College,2011-01-30,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,8247.952072,504.0,49009,105,17,28,0,7
3328,FX36546,Washington,0,Extended,Master,2011-01-17,Employed,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,3679.142115,213.225001,60804,92,16,50,0,1
3329,HH49391,Oregon,0,Extended,High School or Below,2011-01-10,Retired,Suburban,Divorced,Offer3,Web,SUV,Medsize,0,1,Special Auto_L1,0,0,1,9414.943031,633.6,15741,132,14,4,0,4
3330,WG26617,Oregon,0,Extended,Bachelor,2011-02-28,Employed,Rural,Married,Offer1,Web,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,9732.584122,64.396979,38279,82,5,41,0,2
3331,JL97265,Oregon,0,Basic,Master,2011-01-07,Unemployed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,4611.2543,292.8,0,61,4,15,0,7
3332,QQ25666,Arizona,0,Basic,High School or Below,2011-01-25,Employed,Urban,Married,Offer2,Branch,Luxury Car,Medsize,0,1,Personal Auto_L3,0,1,0,14510.7505,716.469391,60120,182,30,21,0,6
3333,VE72838,Arizona,1,Premium,High School or Below,2011-02-01,Employed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,13770.97618,556.8,59207,116,23,21,0,2
3334,ZN27809,Oregon,0,Basic,College,2011-01-13,Unemployed,Suburban,Single,Offer1,Web,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,8083.541953,820.018767,0,116,7,23,0,8
3335,IZ71030,California,0,Basic,College,2011-02-08,Employed,Rural,Married,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,2570.190941,26.731452,69446,64,23,32,1,1
3336,LU79958,Washington,0,Basic,Bachelor,2011-01-17,Unemployed,Suburban,Single,Offer1,Web,Four-Door Car,Large,1,0,Personal Auto_L1,0,1,0,2273.62059,801.022368,0,73,14,1,4,1
3337,KT30737,California,0,Basic,College,2011-01-29,Unemployed,Suburban,Single,Offer2,Agent,SUV,Medsize,0,1,Corporate Auto_L1,1,0,0,3995.358195,856.8,0,119,19,98,0,1
3338,IU32539,California,0,Extended,Bachelor,2011-02-12,Employed,Suburban,Single,Offer4,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,7282.221435,620.10464,50886,95,25,9,1,9
3339,UI73924,Oregon,0,Basic,Bachelor,2011-01-02,Employed,Urban,Married,Offer3,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2469.56901,209.596158,55257,64,0,77,3,1
3340,RZ89359,California,0,Basic,College,2011-01-11,Employed,Rural,Divorced,Offer4,Web,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,2450.625315,18.077998,61883,62,11,62,0,1
3341,CE21829,Oregon,0,Extended,College,2011-01-30,Employed,Rural,Divorced,Offer1,Call Center,SUV,Small,0,1,Personal Auto_L3,0,1,0,10856.17638,242.545602,37233,136,29,91,0,5
3342,BU17847,Arizona,1,Basic,Master,2011-01-26,Employed,Rural,Single,Offer1,Agent,Sports Car,Medsize,0,1,Personal Auto_L2,0,1,0,9075.768214,158.077504,37722,116,8,23,0,8
3343,XA63646,California,0,Premium,Master,2011-01-07,Employed,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,4654.582368,376.002146,81883,114,15,40,0,1
3344,KB75939,Oregon,0,Extended,Bachelor,2011-01-08,Disabled,Rural,Divorced,Offer3,Branch,Sports Car,Medsize,1,0,Corporate Auto_L3,1,0,0,9421.101961,95.845811,23059,126,30,66,0,3
3345,PR98117,Oregon,0,Basic,Bachelor,2011-02-11,Employed,Rural,Single,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2640.515863,136.27248,97666,66,16,60,0,1
3346,ZE62067,Arizona,1,Basic,Master,2011-01-31,Disabled,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Small,0,1,Corporate Auto_L3,1,0,0,8509.850887,523.888845,26057,74,3,63,0,2
3347,AU45793,Arizona,1,Extended,Doctor,2011-02-18,Employed,Rural,Divorced,Offer2,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,3436.134281,91.834668,30817,88,25,43,0,1
3348,RE29131,Oregon,1,Basic,College,2011-02-10,Employed,Rural,Married,Offer2,Branch,SUV,Large,1,0,Personal Auto_L2,0,1,0,4349.30875,112.660916,75648,108,28,10,0,1
3349,HM93220,Arizona,0,Extended,High School or Below,2011-02-09,Medical Leave,Suburban,Married,Offer1,Agent,Sports Car,Medsize,1,0,Personal Auto_L2,0,1,0,15266.48446,648.0,25852,135,29,71,1,2
3350,BO94261,Arizona,0,Basic,Doctor,2011-01-20,Unemployed,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,7550.867469,100.212651,0,68,32,15,1,2
3351,TC18805,Washington,0,Extended,Bachelor,2011-01-15,Disabled,Urban,Married,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L1,0,1,0,9939.255085,392.920864,13207,137,16,82,2,3
3352,UQ24268,Oregon,0,Extended,High School or Below,2011-02-12,Unemployed,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,14962.37103,393.6,0,82,9,58,0,2
3353,NF25863,Nevada,0,Extended,High School or Below,2011-01-17,Employed,Suburban,Married,Offer1,Call Center,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,7887.82202,470.4,32150,98,21,64,0,8
3354,FD98839,Oregon,0,Basic,College,2011-02-08,Employed,Rural,Married,Offer2,Call Center,Two-Door Car,Large,0,1,Personal Auto_L1,0,1,0,2894.327413,166.5492,52674,73,8,49,0,1
3355,FN99437,California,0,Basic,College,2011-02-25,Employed,Urban,Divorced,Offer2,Agent,SUV,Medsize,0,1,Corporate Auto_L3,1,0,0,4397.781207,343.98412,91653,111,10,25,0,1
3356,DZ35379,Arizona,0,Basic,High School or Below,2011-01-27,Employed,Urban,Married,Offer2,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5781.015999,196.977247,69512,72,3,62,0,5
3357,IA67715,California,0,Basic,High School or Below,2011-02-26,Employed,Suburban,Married,Offer4,Branch,Luxury Car,Medsize,1,0,Personal Auto_L2,0,1,0,7720.155885,921.6,67332,192,3,10,0,1
3358,JG61793,Washington,0,Extended,High School or Below,2011-01-18,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0,3046.248976,705.6,0,98,4,43,2,1
3359,CR41258,Nevada,0,Basic,College,2011-02-12,Employed,Rural,Married,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2590.321715,116.322725,53304,65,14,82,0,1
3360,BE75190,California,0,Extended,College,2011-01-13,Employed,Suburban,Single,Offer2,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0,10155.30044,427.2,28754,89,9,17,0,2
3361,EW16697,Arizona,0,Basic,High School or Below,2011-01-16,Employed,Rural,Married,Offer4,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2552.00081,99.894584,50201,64,21,99,0,1
3362,HI60054,California,0,Extended,Bachelor,2011-02-01,Employed,Urban,Married,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,9404.447425,202.905809,51593,80,5,91,2,2
3363,MU57098,Oregon,1,Extended,Bachelor,2011-01-19,Unemployed,Suburban,Married,Offer2,Agent,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0,5678.050167,364.8,0,76,8,44,0,3
3364,WB21698,California,0,Extended,High School or Below,2011-02-07,Employed,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,3723.114445,388.135527,31974,92,25,77,0,1
3365,MU75490,Oregon,0,Basic,Bachelor,2011-01-25,Employed,Urban,Married,Offer1,Agent,SUV,Medsize,0,1,Corporate Auto_L3,1,0,0,8417.102804,415.850776,31756,107,1,97,0,3
3366,UA44429,California,0,Basic,College,2011-01-24,Unemployed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2520.028421,326.4,0,68,3,52,0,1
3367,FI77477,Washington,0,Extended,College,2011-01-23,Unemployed,Suburban,Single,Offer4,Agent,SUV,Small,0,1,Personal Auto_L1,0,1,0,4229.923123,907.2,0,126,15,45,0,1
3368,NT40494,California,0,Basic,High School or Below,2011-02-27,Employed,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,5074.246068,160.52105,66933,63,8,0,0,6
3369,YM98727,California,0,Premium,High School or Below,2011-01-27,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0,12981.52926,523.2,39843,109,5,97,1,2
3370,NT77164,Arizona,0,Basic,Doctor,2011-02-09,Medical Leave,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,2744.172816,125.510669,16686,71,9,32,0,1
3371,PS47550,California,0,Basic,High School or Below,2011-01-13,Employed,Suburban,Married,Offer1,Branch,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,13178.43163,776.601764,80237,108,4,71,0,2
3372,PK66498,California,0,Basic,High School or Below,2011-01-02,Employed,Suburban,Married,Offer1,Call Center,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,8793.521303,507.709291,72897,73,26,96,0,2
3373,NG93751,California,0,Extended,Bachelor,2011-02-27,Employed,Urban,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,3245.332058,350.325879,46435,82,13,20,0,1
3374,KL84615,Arizona,0,Basic,High School or Below,2011-02-22,Unemployed,Suburban,Married,Offer3,Call Center,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0,4624.622593,469.278843,0,68,0,16,2,3
3375,AP27994,Oregon,0,Basic,High School or Below,2011-02-01,Disabled,Suburban,Married,Offer3,Agent,Sports Car,Medsize,1,0,Special Auto_L2,0,0,1,4372.490855,537.6,23124,112,27,59,0,1
3376,OB21477,Oregon,0,Extended,College,2011-01-10,Employed,Suburban,Married,Offer3,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,10777.56762,436.8,53437,91,2,87,0,2
3377,LH80781,Washington,0,Basic,College,2011-01-25,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5007.224298,655.791955,0,73,24,69,1,3
3378,UU70820,Arizona,0,Basic,College,2011-02-22,Employed,Urban,Married,Offer2,Call Center,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0,5867.12642,199.444294,27880,74,4,9,0,5
3379,ER66372,California,0,Basic,Bachelor,2011-02-22,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,14914.53488,302.4,45963,63,3,73,2,2
3380,XD81935,Oregon,1,Basic,Bachelor,2011-01-26,Employed,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5107.163002,288.572108,35625,65,10,56,1,3
3381,AT30076,Nevada,0,Extended,High School or Below,2011-01-03,Employed,Suburban,Single,Offer3,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,3536.64749,495.750669,31727,92,1,95,0,1
3382,EW34576,Arizona,0,Basic,High School or Below,2011-01-25,Employed,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,2839.796453,386.225897,53071,72,28,19,0,1
3383,XC14741,California,0,Basic,High School or Below,2011-02-26,Employed,Urban,Divorced,Offer2,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,2939.939038,188.667196,97735,73,24,26,0,1
3384,PG84165,California,0,Extended,High School or Below,2011-01-27,Unemployed,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2776.629135,554.4,0,77,6,36,0,1
3385,CN16311,Oregon,0,Basic,Master,2011-02-06,Employed,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,5476.527832,33.781673,52218,68,11,85,0,8
3386,TZ19823,California,1,Extended,Bachelor,2011-01-26,Employed,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,3265.156348,393.6,25820,82,10,69,0,1
3387,NC34154,California,0,Basic,High School or Below,2011-02-28,Disabled,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,1,0,Special Auto_L2,0,0,1,8066.073765,340.8,17950,71,16,62,2,2
3388,LQ50657,Arizona,1,Extended,High School or Below,2011-01-15,Employed,Suburban,Married,Offer2,Agent,Two-Door Car,Large,1,0,Personal Auto_L1,0,1,0,3644.833554,432.0,82477,90,1,69,0,1
3389,JL16084,Arizona,0,Extended,College,2011-01-03,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,6611.118163,564.302867,0,95,15,37,0,3
3390,CJ81391,Oregon,1,Basic,College,2011-02-03,Employed,Urban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,7582.113842,268.471802,64801,64,23,19,0,2
3391,WQ89892,Washington,0,Basic,College,2011-01-08,Unemployed,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,1,0,Special Auto_L1,0,0,1,2607.81554,336.0,0,70,26,44,1,1
3392,JW70372,Arizona,0,Extended,Doctor,2011-01-22,Employed,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,7124.202899,181.287697,61233,89,27,50,2,7
3393,AW17574,Nevada,0,Extended,Bachelor,2011-01-25,Unemployed,Suburban,Divorced,Offer1,Call Center,SUV,Large,1,0,Corporate Auto_L3,1,0,0,9435.540893,628.366119,0,129,13,19,0,8
3394,GL66847,Arizona,1,Basic,Bachelor,2011-01-25,Employed,Rural,Married,Offer2,Web,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,8256.2978,159.383042,62902,69,14,94,0,2
3395,DC62428,Arizona,0,Basic,High School or Below,2011-01-09,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5091.101225,312.0,20244,65,6,42,0,8
3396,KR54589,California,0,Basic,High School or Below,2011-01-05,Employed,Rural,Married,Offer4,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,5881.813596,45.472477,86812,73,1,11,0,3
3397,BC47264,California,0,Extended,College,2011-02-05,Employed,Rural,Single,Offer3,Agent,Two-Door Car,Medsize,1,0,Special Auto_L3,0,0,1,7684.887717,243.292609,62192,98,30,28,0,5
3398,SN58128,Oregon,0,Extended,College,2011-02-18,Employed,Urban,Married,Offer4,Branch,SUV,Small,1,0,Personal Auto_L1,0,1,0,10396.53186,443.786437,34948,130,20,15,0,7
3399,TD97297,Oregon,0,Basic,Bachelor,2011-02-25,Employed,Urban,Married,Offer3,Agent,Sports Car,Medsize,0,1,Personal Auto_L1,0,1,0,8545.608946,505.082702,35456,109,14,58,0,6
3400,TK13024,Oregon,0,Basic,College,2011-02-03,Employed,Urban,Married,Offer2,Web,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,4408.071476,313.270725,80640,111,2,84,0,1
3401,LR97507,Arizona,0,Basic,High School or Below,2011-02-19,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Large,0,1,Corporate Auto_L2,1,0,0,2562.843896,663.423782,0,74,17,59,0,1
