,Customer,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer_id,Year,Effective To Date
5720,GU,Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,41036,2011,2011-02-26
5721,NN,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,66592,2011,2011-02-18
5722,TO,California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Sports Car,Medsize,29918,2011,2011-01-19
5723,PF,Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Special Auto,Offer1,Agent,Luxury SUV,Medsize,53601,2011,2011-01-09
5724,TF,Washington,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,61492,2011,2011-01-09
5725,PD,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,52748,2011,2011-02-12
5726,TF,Arizona,No,Extended,Bachelor,Disabled,M,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,68928,2011,2011-02-05
5727,VZ,California,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,79366,2011,2011-01-03
5728,SQ,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,53118,2011,2011-02-06
5729,QZ,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Luxury Car,Medsize,56257,2011,2011-01-17
5730,ZI,Arizona,No,Basic,Bachelor,Medical Leave,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,34278,2011,2011-01-28
5731,ZB,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Small,82406,2011,2011-02-27
5732,OP,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer4,Branch,Four-Door Car,Small,93305,2011,2011-02-27
5733,CK,Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,Offer2,Agent,Four-Door Car,Medsize,31454,2011,2011-01-26
5734,FX,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Small,81675,2011,2011-01-29
5735,BK,Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,85520,2011,2011-02-08
5736,KB,California,Yes,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer2,Agent,Sports Car,Medsize,18303,2011,2011-02-07
5737,GX,California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,47381,2011,2011-01-31
5738,RX,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize,31862,2011,2011-01-24
5739,YQ,California,Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,58965,2011,2011-01-03
5740,HG,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,60406,2011,2011-01-02
5741,BC,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Two-Door Car,Medsize,52397,2011,2011-01-30
5742,AR,California,Yes,Basic,College,Retired,M,Suburban,Divorced,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,69517,2011,2011-01-03
5743,JJ,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Small,23168,2011,2011-01-25
5744,NB,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,39218,2011,2011-01-27
5745,FP,Arizona,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Sports Car,Small,95606,2011,2011-01-29
5746,YP,California,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer3,Call Center,SUV,Medsize,27180,2011,2011-02-07
5747,JK,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,74110,2011,2011-01-08
5748,MC,California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,SUV,Medsize,85738,2011,2011-02-27
5749,CE,Oregon,No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Small,78778,2011,2011-01-12
5750,LT,Nevada,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,72149,2011,2011-01-26
5751,ZC,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,89812,2011,2011-01-25
5752,GF,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer3,Web,Four-Door Car,Large,68713,2011,2011-02-15
5753,HB,California,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,23001,2011,2011-01-04
5754,DH,California,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,99299,2011,2011-02-14
5755,RA,Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,61917,2011,2011-01-24
5756,KM,Oregon,No,Basic,College,Disabled,M,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Small,65135,2011,2011-02-28
5757,RR,Washington,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,37482,2011,2011-01-26
5758,WM,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,24870,2011,2011-02-23
5759,EC,Washington,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,78254,2011,2011-02-10
5760,CQ,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,19667,2011,2011-01-06
5761,AY,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Luxury Car,Medsize,43037,2011,2011-02-18
5762,GN,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer4,Call Center,Two-Door Car,Small,36177,2011,2011-02-26
5763,VL,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Offer1,Branch,Four-Door Car,Small,36269,2011,2011-01-25
5764,UA,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,58104,2011,2011-01-13
5765,GR,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Offer2,Web,Sports Car,Medsize,12431,2011,2011-01-15
5766,IV,Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Two-Door Car,Small,37346,2011,2011-01-01
5767,VU,Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Sports Car,Medsize,99589,2011,2011-01-14
5768,VV,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,61641,2011,2011-02-27
5769,ZY,California,No,Extended,Bachelor,Employed,F,Rural,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,26831,2011,2011-01-21
5770,IP,Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Small,84574,2011,2011-01-23
5771,XF,Oregon,No,Premium,College,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Small,33416,2011,2011-01-22
5772,PV,Nevada,No,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Web,SUV,Medsize,62583,2011,2011-01-03
5773,QK,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Luxury Car,Medsize,29271,2011,2011-02-22
5774,ZF,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Sports Car,Medsize,58696,2011,2011-02-07
5775,PK,Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,Two-Door Car,Medsize,37320,2011,2011-01-06
5776,EP,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer3,Branch,Two-Door Car,Large,35930,2011,2011-01-09
5777,TS,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,34391,2011,2011-02-05
5778,ST,Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Large,65635,2011,2011-01-24
5779,AQ,Washington,No,Extended,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,25590,2011,2011-02-05
5780,QK,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Medsize,37708,2011,2011-01-24
5781,EY,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Large,83434,2011,2011-01-22
5782,DQ,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Offer1,Agent,SUV,Medsize,55516,2011,2011-02-04
5783,KS,Oregon,No,Extended,Master,Employed,F,Urban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,72802,2011,2011-01-17
5784,PE,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer4,Agent,Sports Car,Medsize,32165,2011,2011-02-17
5785,XO,Arizona,No,Extended,Master,Employed,M,Rural,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small,78284,2011,2011-01-20
5786,HS,Washington,No,Basic,Bachelor,Disabled,F,Urban,Married,Corporate Auto,Offer1,Agent,Luxury Car,Medsize,39343,2011,2011-01-26
5787,ZF,California,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,77631,2011,2011-01-01
5788,ZE,Nevada,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,Offer1,Web,Sports Car,Small,60021,2011,2011-02-09
5789,IU,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,15885,2011,2011-02-27
5790,HI,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,16116,2011,2011-01-31
5791,WH,Washington,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Large,41496,2011,2011-02-01
5792,IQ,Nevada,Yes,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,24777,2011,2011-02-19
5793,CA,Arizona,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,55066,2011,2011-02-27
5794,LG,California,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Offer3,Web,Four-Door Car,Medsize,87047,2011,2011-01-17
5795,TK,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Agent,SUV,Medsize,38732,2011,2011-02-18
5796,KH,Arizona,No,Basic,Doctor,Employed,F,Rural,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,94432,2011,2011-02-26
5797,ID,Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,21652,2011,2011-01-24
5798,RV,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Offer1,Agent,Sports Car,Medsize,90030,2011,2011-01-11
5799,CK,Arizona,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,36026,2011,2011-02-05
5800,UR,California,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,27848,2011,2011-02-28
5801,KP,California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize,68957,2011,2011-02-04
5802,LC,Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,86277,2011,2011-01-06
5803,UW,Washington,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Small,55977,2011,2011-02-11
5804,RE,Nevada,No,Extended,College,Medical Leave,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,46032,2011,2011-01-29
5805,CG,Washington,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,69038,2011,2011-02-26
5806,IR,Oregon,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,73545,2011,2011-01-08
5807,CR,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize,85257,2011,2011-02-05
5808,JX,Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,88012,2011,2011-01-27
5809,ED,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,44765,2011,2011-01-02
5810,TW,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,81986,2011,2011-01-20
5811,HA,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Sports Car,Small,56889,2011,2011-01-02
5812,EB,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Web,Four-Door Car,Medsize,72669,2011,2011-01-04
5813,CH,California,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,95772,2011,2011-02-07
5814,OZ,Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,Sports Car,Medsize,62735,2011,2011-02-05
5815,UN,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large,50538,2011,2011-01-02
5816,JS,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,76871,2011,2011-02-11
5817,UG,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,42487,2011,2011-01-04
5818,TB,California,No,Premium,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,56369,2011,2011-02-26
5819,ZN,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,27753,2011,2011-01-10
5820,FH,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,22442,2011,2011-01-14
5821,LV,Washington,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large,81383,2011,2011-02-24
5822,HI,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,34993,2011,2011-02-04
5823,KW,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,59167,2011,2011-01-09
5824,BL,Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,44722,2011,2011-01-31
5825,QV,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Small,11152,2011,2011-01-30
5826,SG,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,53084,2011,2011-02-28
5827,EZ,Oregon,No,Premium,Doctor,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Luxury Car,Medsize,30537,2011,2011-01-01
5828,AY,Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,35050,2011,2011-02-23
5829,UQ,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer4,Branch,SUV,Small,59692,2011,2011-02-25
5830,JF,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,11031,2011,2011-02-03
5831,DE,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,53644,2011,2011-01-19
5832,KR,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Small,53335,2011,2011-02-06
5833,AJ,California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Luxury Car,Medsize,89108,2011,2011-01-24
5834,MZ,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Sports Car,Medsize,10085,2011,2011-02-14
5835,EV,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,68966,2011,2011-02-23
5836,PS,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,28082,2011,2011-01-28
5837,MX,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Large,89333,2011,2011-01-17
5838,OE,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,14751,2011,2011-02-01
5839,YI,Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,73667,2011,2011-01-17
5840,AX,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,70794,2011,2011-02-04
5841,BF,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,69918,2011,2011-02-07
5842,KE,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,61355,2011,2011-02-16
5843,HG,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Medsize,65194,2011,2011-02-10
5844,GV,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,68933,2011,2011-02-23
5845,LM,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Small,76366,2011,2011-01-04
5846,PS,California,No,Extended,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,57128,2011,2011-01-31
5847,AH,Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Web,SUV,Small,55475,2011,2011-01-17
5848,LE,Oregon,No,Basic,Master,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,91297,2011,2011-01-28
5849,IF,California,No,Extended,High School or Below,Employed,F,Rural,Single,Personal Auto,Offer4,Agent,Four-Door Car,Large,18508,2011,2011-01-25
5850,YE,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,87442,2011,2011-02-12
5851,QD,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,85803,2011,2011-02-10
5852,SF,California,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,25048,2011,2011-02-05
5853,FH,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,39423,2011,2011-01-31
5854,LW,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,43630,2011,2011-01-06
5855,XO,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,17798,2011,2011-02-06
5856,IN,California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer2,Call Center,Sports Car,Medsize,15077,2011,2011-01-04
5857,NE,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,16405,2011,2011-02-14
5858,TU,California,No,Basic,Master,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,SUV,Large,82820,2011,2011-01-06
5859,FR,Oregon,No,Basic,Master,Disabled,M,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,26341,2011,2011-02-24
5860,MT,Oregon,Yes,Extended,College,Employed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Luxury SUV,Small,27589,2011,2011-01-14
5861,UG,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small,72692,2011,2011-01-08
5862,MP,California,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Small,95255,2011,2011-01-05
5863,EM,Arizona,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,16179,2011,2011-01-06
5864,DR,California,No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize,77208,2011,2011-02-26
5865,PR,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,31509,2011,2011-02-21
5866,SE,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer4,Call Center,SUV,Medsize,33381,2011,2011-02-04
5867,BW,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,43011,2011,2011-01-22
5868,YP,Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,96182,2011,2011-02-23
5869,WI,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Sports Car,Medsize,58274,2011,2011-01-23
5870,YF,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Sports Car,Large,26585,2011,2011-02-20
5871,UH,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,76090,2011,2011-02-02
5872,VF,Oregon,No,Extended,Master,Retired,F,Urban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,36700,2011,2011-02-26
5873,CS,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,32416,2011,2011-01-11
5874,AT,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Large,18041,2011,2011-02-28
5875,TB,Oregon,No,Extended,Bachelor,Disabled,F,Urban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,54645,2011,2011-01-05
5876,LX,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,11170,2011,2011-01-30
5877,RO,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,43614,2011,2011-01-31
5878,QS,Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,SUV,Medsize,36363,2011,2011-02-01
5879,FX,Oregon,No,Premium,High School or Below,Employed,F,Urban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,72157,2011,2011-02-20
5880,XC,Oregon,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,43591,2011,2011-02-21
5881,PJ,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Offer2,Branch,Four-Door Car,Medsize,71030,2011,2011-01-17
5882,JH,Washington,Yes,Extended,Master,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,14651,2011,2011-01-16
5883,YG,Arizona,No,Basic,College,Unemployed,M,Urban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,42297,2011,2011-02-08
5884,TY,Washington,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Luxury Car,Medsize,31217,2011,2011-01-24
5885,KU,Arizona,No,Extended,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Small,69274,2011,2011-02-06
5886,MU,Oregon,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,53420,2011,2011-02-21
5887,RE,Nevada,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,36747,2011,2011-01-20
5888,IN,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,78205,2011,2011-01-23
5889,AH,California,Yes,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,39293,2011,2011-02-25
5890,IF,California,Yes,Basic,Master,Employed,F,Rural,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,30418,2011,2011-01-14
5891,QH,Arizona,No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,51455,2011,2011-01-20
5892,UZ,Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,60774,2011,2011-01-20
5893,AD,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Branch,Two-Door Car,Large,63766,2011,2011-01-21
5894,MN,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,19541,2011,2011-01-23
5895,SF,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,SUV,Medsize,38922,2011,2011-01-18
5896,ST,California,No,Extended,Master,Unemployed,M,Rural,Divorced,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,91578,2011,2011-01-19
5897,AP,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize,52565,2011,2011-02-26
5898,BT,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize,68954,2011,2011-02-28
5899,NU,Arizona,No,Basic,Bachelor,Unemployed,M,Urban,Married,Corporate Auto,Offer1,Call Center,Two-Door Car,Medsize,93648,2011,2011-02-05
5900,OU,Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Small,60143,2011,2011-01-28
5901,EC,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Small,51047,2011,2011-01-23
